t_sim,cmd_1_deg,cmd_2_deg,cmd_3_deg,cmd_4_deg,fb_1_deg,fb_2_deg,fb_3_deg,fb_4_deg,err_1_deg,err_2_deg,err_3_deg,err_4_deg,online_mask,tx_fail
80466.517474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.5000,8.0556,0.0000,0.0000,10.5000,-8.0556,14,0
80466.544223,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-10.5000,8.0556,0.1667,0.0000,10.5000,-8.0556,15,0
80466.570440,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
80466.596630,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
80466.623046,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
80466.649340,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,0.0556,0.1667,-1.1111,0.0556,-0.0556,15,0
80466.675589,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0556,0.1667,-1.1111,0.1111,-0.0556,15,0
80466.701765,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,0.0556,0.1667,-1.1111,0.0556,-0.0556,15,0
80466.728319,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
80466.849637,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
80466.909146,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,0.0556,0.1667,-1.1111,0.0556,-0.0556,15,0
80466.999737,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0556,0.1667,-1.1111,0.1111,-0.0556,15,0
80467.031840,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0556,0.1667,-1.1111,0.1111,-0.0556,15,0
