t_sim,cmd_1_deg,cmd_2_deg,cmd_3_deg,cmd_4_deg,fb_1_deg,fb_2_deg,fb_3_deg,fb_4_deg,err_1_deg,err_2_deg,err_3_deg,err_4_deg,online_mask,tx_fail
46981.780847,0.0000,0.0000,0.0000,0.0000,0.1667,-5.9444,0.0000,2.2778,-0.1667,5.9444,0.0000,-2.2778,15,0
46981.807890,0.0000,0.0000,0.0000,0.0000,-0.1667,-5.9444,-0.1667,2.2778,0.1667,5.9444,0.1667,-2.2778,15,0
46981.829380,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.861428,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.883403,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.910967,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.938683,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.960665,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46981.988137,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.021104,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.048221,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.080666,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.112955,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.139714,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.175208,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.204579,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.233081,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.265524,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.293673,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.322849,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.357216,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.385736,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.434751,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1667,2.2778,0.1111,-1.1111,0.1667,-2.2778,15,0
46982.467665,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.501015,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.527922,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1667,2.2778,0.1667,-1.1111,0.1667,-2.2778,15,0
46982.560620,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.2222,2.2778,0.1667,-1.1111,0.2222,-2.2778,15,0
46982.587784,0.0000,0.0000,0.0000,0.0000,-0.1667,0.3333,-0.1667,2.2778,0.1667,-0.3333,0.1667,-2.2778,15,0
46982.620209,0.0000,0.0000,0.0000,0.0000,-0.1667,-0.0556,-0.1667,2.2778,0.1667,0.0556,0.1667,-2.2778,15,0
46982.653042,0.0000,0.0000,0.0000,0.0000,-0.1667,-0.0556,-0.1667,2.2778,0.1667,0.0556,0.1667,-2.2778,15,0
46982.681171,0.0000,0.0000,0.0000,0.0000,-0.1111,0.0000,-0.1667,2.2778,0.1111,0.0000,0.1667,-2.2778,15,0
46982.713357,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0556,-0.1667,2.2778,0.1667,-0.0556,0.1667,-2.2778,15,0
46982.741352,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.779671,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.812092,0.0000,0.0000,0.0000,0.0000,-0.1111,0.0000,-0.1667,2.2778,0.1111,0.0000,0.1667,-2.2778,15,0
46982.849835,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.887681,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.920161,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.957787,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46982.996433,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.028575,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.066117,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.103799,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.137493,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.175254,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.213178,0.0000,0.0000,0.0000,0.0000,-0.1667,0.0000,-0.1667,2.2778,0.1667,0.0000,0.1667,-2.2778,15,0
46983.245704,0.0000,0.0000,0.0000,0.0000,-0.1111,0.0000,-0.1667,2.2778,0.1111,0.0000,0.1667,-2.2778,15,0
