t_sim,cmd_1_deg,cmd_2_deg,cmd_3_deg,cmd_4_deg,fb_1_deg,fb_2_deg,fb_3_deg,fb_4_deg,err_1_deg,err_2_deg,err_3_deg,err_4_deg,online_mask,tx_fail
728942.134489,0.0000,0.0000,0.0000,0.0000,0.0000,12.6111,-0.7222,0.0000,0.0000,-12.6111,0.7222,0.0000,14,0
728942.162008,0.0000,0.0000,0.0000,0.0000,-0.0556,12.6111,-0.7222,0.0000,0.0556,-12.6111,0.7222,0.0000,15,0
728942.188477,0.0000,0.0000,0.0000,0.0000,-0.0556,12.6111,-0.7222,-0.1111,0.0556,-12.6111,0.7222,0.1111,15,0
728942.212336,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.238775,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.265020,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.293201,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.315154,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.342046,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.368455,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.394788,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.420966,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.448277,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.480359,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.511993,0.0000,0.0000,0.0000,0.0000,-0.1111,1.0000,-0.1111,-0.1667,0.1111,-1.0000,0.1111,0.1667,15,0
728942.541627,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.568483,0.0000,0.0000,0.0000,0.0000,-0.1111,0.9444,-0.1111,-0.1667,0.1111,-0.9444,0.1111,0.1667,15,0
728942.601636,0.0000,0.0000,0.0000,0.0000,-0.1111,0.9444,-0.1111,-0.1667,0.1111,-0.9444,0.1111,0.1667,15,0
728942.628323,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.660117,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.691792,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.721071,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.747608,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.779411,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.811255,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.838167,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.870417,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1111,0.0556,-0.9444,0.1111,0.1111,15,0
728942.897119,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.931857,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728942.958329,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728942.990572,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.017015,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.048494,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.080384,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.106915,0.0000,0.0000,0.0000,0.0000,-0.1111,0.9444,-0.1111,-0.1667,0.1111,-0.9444,0.1111,0.1667,15,0
728943.143668,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.180439,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728943.217306,0.0000,0.0000,0.0000,0.0000,-0.0556,0.9444,-0.1111,-0.1667,0.0556,-0.9444,0.1111,0.1667,15,0
728943.248808,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728943.285831,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728943.322726,0.0000,0.0000,0.0000,0.0000,-0.0556,1.0000,-0.1111,-0.1667,0.0556,-1.0000,0.1111,0.1667,15,0
728943.359236,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.1111,-0.1111,-0.1667,0.0556,0.1111,0.1111,0.1667,15,0
728943.390701,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.427304,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.464236,0.0000,0.0000,0.0000,0.0000,-0.1111,-0.0556,-0.1111,-0.1667,0.1111,0.0556,0.1111,0.1667,15,0
728943.502153,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.533845,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.571032,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.608652,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.645596,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.677177,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.714003,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.750957,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.782609,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.819397,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.856081,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
728943.892679,0.0000,0.0000,0.0000,0.0000,-0.1111,-0.0556,-0.1111,-0.1667,0.1111,0.0556,0.1111,0.1667,15,0
728943.929249,0.0000,0.0000,0.0000,0.0000,-0.0556,-0.0556,-0.1111,-0.1667,0.0556,0.0556,0.1111,0.1667,15,0
