t_sim,cmd_1_deg,cmd_2_deg,cmd_3_deg,cmd_4_deg,fb_1_deg,fb_2_deg,fb_3_deg,fb_4_deg,err_1_deg,err_2_deg,err_3_deg,err_4_deg,online_mask,tx_fail
727971.322199,0.0000,0.0000,0.0000,0.0000,0.0000,-2.0556,2.7222,2.0000,0.0000,2.0556,-2.7222,-2.0000,14,0
727971.348698,0.0000,0.0000,0.0000,0.0000,-0.1667,-2.0556,2.7222,2.0000,0.1667,2.0556,-2.7222,-2.0000,15,0
727971.375241,0.0000,0.0000,0.0000,0.0000,-0.1667,-2.0556,2.7222,-0.0556,0.1667,2.0556,-2.7222,0.0556,15,0
727971.401682,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,0.0000,0.1667,-1.1111,0.0556,0.0000,15,0
727971.428438,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727971.451179,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727971.477966,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.504366,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727971.530898,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.557195,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727971.583309,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.614779,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.646364,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727971.672708,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.704176,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.736099,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727971.762821,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727971.794869,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.826887,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.853489,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.885448,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727971.912107,0.0000,0.0000,0.0000,0.0000,-0.1111,1.1111,-0.1111,0.0000,0.1111,-1.1111,0.1111,0.0000,15,0
727971.944243,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727971.976350,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727972.003149,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727972.035195,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727972.061997,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727972.093810,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727972.125801,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
727972.152286,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727972.184176,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727972.216061,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727972.242593,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727972.274332,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.0556,-0.0556,0.1667,-1.1111,0.0556,0.0556,15,0
727972.311380,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,-0.0556,0.1667,-1.1111,0.1111,0.0556,15,0
727972.343313,0.0000,0.0000,0.0000,0.0000,-0.1667,1.1111,-0.1111,0.0000,0.1667,-1.1111,0.1111,0.0000,15,0
