t_rel_ns,kind,slot,value_deg
13811,CMD,0,0.0000
13811,CMD,1,0.0000
13811,CMD,2,0.0000
13811,CMD,3,0.0000
6501868,CMD,0,0.0000
6501868,CMD,1,0.0000
6501868,CMD,2,0.0000
6501868,CMD,3,0.0000
12552389,CMD,0,0.0000
12552389,CMD,1,0.0000
12552389,CMD,2,0.0000
12552389,CMD,3,0.0000
18491500,CMD,0,0.0000
18491500,CMD,1,0.0000
18491500,CMD,2,0.0000
18491500,CMD,3,0.0000
24479661,CMD,0,0.0000
24479661,CMD,1,0.0000
24479661,CMD,2,0.0000
24479661,CMD,3,0.0000
30489193,CMD,0,0.0000
30489193,CMD,1,0.0000
30489193,CMD,2,0.0000
30489193,CMD,3,0.0000
36496478,CMD,0,0.0000
36496478,CMD,1,0.0000
36496478,CMD,2,0.0000
36496478,CMD,3,0.0000
42503647,CMD,0,0.0000
42503647,CMD,1,0.0000
42503647,CMD,2,0.0000
42503647,CMD,3,0.0000
50507056,CMD,0,0.0000
50507056,CMD,1,0.0000
50507056,CMD,2,0.0000
50507056,CMD,3,0.0000
56489924,CMD,0,0.0000
56489924,CMD,1,0.0000
56489924,CMD,2,0.0000
56489924,CMD,3,0.0000
62484597,CMD,0,0.0000
62484597,CMD,1,0.0000
62484597,CMD,2,0.0000
62484597,CMD,3,0.0000
68489746,CMD,0,0.0000
68489746,CMD,1,0.0000
68489746,CMD,2,0.0000
68489746,CMD,3,0.0000
74494904,CMD,0,0.0000
74494904,CMD,1,0.0000
74494904,CMD,2,0.0000
74494904,CMD,3,0.0000
80484650,CMD,0,0.0000
80484650,CMD,1,0.0000
80484650,CMD,2,0.0000
80484650,CMD,3,0.0000
86490130,CMD,0,0.0000
86490130,CMD,1,0.0000
86490130,CMD,2,0.0000
86490130,CMD,3,0.0000
92482478,CMD,0,0.0000
92482478,CMD,1,0.0000
92482478,CMD,2,0.0000
92482478,CMD,3,0.0000
97479756,CMD,0,0.0000
97479756,CMD,1,0.0000
97479756,CMD,2,0.0000
97479756,CMD,3,0.0000
103486291,CMD,0,0.0000
103486291,CMD,1,0.0000
103486291,CMD,2,0.0000
103486291,CMD,3,0.0000
108480612,CMD,0,0.0000
108480612,CMD,1,0.0000
108480612,CMD,2,0.0000
108480612,CMD,3,0.0000
114473811,CMD,0,0.0000
114473811,CMD,1,0.0000
114473811,CMD,2,0.0000
114473811,CMD,3,0.0000
120480657,CMD,0,0.0000
120480657,CMD,1,0.0000
120480657,CMD,2,0.0000
120480657,CMD,3,0.0000
126489530,CMD,0,0.0000
126489530,CMD,1,0.0000
126489530,CMD,2,0.0000
126489530,CMD,3,0.0000
132491588,CMD,0,0.0000
132491588,CMD,1,0.0000
132491588,CMD,2,0.0000
132491588,CMD,3,0.0000
138491410,CMD,0,0.0000
138491410,CMD,1,0.0000
138491410,CMD,2,0.0000
138491410,CMD,3,0.0000
146488242,CMD,0,0.0000
146488242,CMD,1,0.0000
146488242,CMD,2,0.0000
146488242,CMD,3,0.0000
152487140,CMD,0,0.0000
152487140,CMD,1,0.0000
152487140,CMD,2,0.0000
152487140,CMD,3,0.0000
158475701,CMD,0,0.0000
158475701,CMD,1,0.0000
158475701,CMD,2,0.0000
158475701,CMD,3,0.0000
164474600,CMD,0,0.0000
164474600,CMD,1,0.0000
164474600,CMD,2,0.0000
164474600,CMD,3,0.0000
170475451,CMD,0,0.0000
170475451,CMD,1,0.0000
170475451,CMD,2,0.0000
170475451,CMD,3,0.0000
175482532,CMD,0,0.0000
175482532,CMD,1,0.0000
175482532,CMD,2,0.0000
175482532,CMD,3,0.0000
181472182,CMD,0,0.0000
181472182,CMD,1,0.0000
181472182,CMD,2,0.0000
181472182,CMD,3,0.0000
187489967,CMD,0,0.0000
187489967,CMD,1,0.0000
187489967,CMD,2,0.0000
187489967,CMD,3,0.0000
193642626,CMD,0,0.0000
193642626,CMD,1,0.0000
193642626,CMD,2,0.0000
193642626,CMD,3,0.0000
199500720,CMD,0,0.0000
199500720,CMD,1,0.0000
199500720,CMD,2,0.0000
199500720,CMD,3,0.0000
206481965,CMD,0,0.0000
206481965,CMD,1,0.0000
206481965,CMD,2,0.0000
206481965,CMD,3,0.0000
211490590,CMD,0,0.0000
211490590,CMD,1,0.0000
211490590,CMD,2,0.0000
211490590,CMD,3,0.0000
217537051,CMD,0,0.0000
217537051,CMD,1,0.0000
