t_rel_ns,kind,slot,value_deg
19503,CMD,0,0.0000
19503,CMD,1,0.0000
19503,CMD,2,0.0000
19503,CMD,3,0.0000
6374843,CMD,0,0.0000
6374843,CMD,1,0.0000
6374843,CMD,2,0.0000
6374843,CMD,3,0.0000
12279886,CMD,0,0.0000
12279886,CMD,1,0.0000
12279886,CMD,2,0.0000
12279886,CMD,3,0.0000
18276182,CMD,0,0.0000
18276182,CMD,1,0.0000
18276182,CMD,2,0.0000
18276182,CMD,3,0.0000
25268680,CMD,0,0.0000
25268680,CMD,1,0.0000
25268680,CMD,2,0.0000
25268680,CMD,3,0.0000
31276734,CMD,0,0.0000
31276734,CMD,1,0.0000
31276734,CMD,2,0.0000
31276734,CMD,3,0.0000
37269289,CMD,0,0.0000
37269289,CMD,1,0.0000
37269289,CMD,2,0.0000
37269289,CMD,3,0.0000
43278247,CMD,0,0.0000
43278247,CMD,1,0.0000
43278247,CMD,2,0.0000
43278247,CMD,3,0.0000
49283250,CMD,0,0.0000
49283250,CMD,1,0.0000
49283250,CMD,2,0.0000
49283250,CMD,3,0.0000
55304249,CMD,0,0.0000
55304249,CMD,1,0.0000
55304249,CMD,2,0.0000
55304249,CMD,3,0.0000
61282627,CMD,0,0.0000
61282627,CMD,1,0.0000
61282627,CMD,2,0.0000
61282627,CMD,3,0.0000
67273995,CMD,0,0.0000
67273995,CMD,1,0.0000
67273995,CMD,2,0.0000
67273995,CMD,3,0.0000
73282774,CMD,0,0.0000
73282774,CMD,1,0.0000
73282774,CMD,2,0.0000
73282774,CMD,3,0.0000
79299491,CMD,0,0.0000
79299491,CMD,1,0.0000
79299491,CMD,2,0.0000
79299491,CMD,3,0.0000
90286815,CMD,0,0.0000
90286815,CMD,1,0.0000
90286815,CMD,2,0.0000
90286815,CMD,3,0.0000
96327800,CMD,0,0.0000
96327800,CMD,1,0.0000
96327800,CMD,2,0.0000
96327800,CMD,3,0.0000
102287189,CMD,0,0.0000
102287189,CMD,1,0.0000
102287189,CMD,2,0.0000
102287189,CMD,3,0.0000
108280814,CMD,0,0.0000
108280814,CMD,1,0.0000
108280814,CMD,2,0.0000
108280814,CMD,3,0.0000
114314695,CMD,0,0.0000
114314695,CMD,1,0.0000
114314695,CMD,2,0.0000
114314695,CMD,3,0.0000
120280917,CMD,0,0.0000
120280917,CMD,1,0.0000
120280917,CMD,2,0.0000
120280917,CMD,3,0.0000
126280458,CMD,0,0.0000
126280458,CMD,1,0.0000
126280458,CMD,2,0.0000
126280458,CMD,3,0.0000
132289689,CMD,0,0.0000
132289689,CMD,1,0.0000
132289689,CMD,2,0.0000
132289689,CMD,3,0.0000
138286166,CMD,0,0.0000
138286166,CMD,1,0.0000
138286166,CMD,2,0.0000
138286166,CMD,3,0.0000
144279661,CMD,0,0.0000
144279661,CMD,1,0.0000
144279661,CMD,2,0.0000
144279661,CMD,3,0.0000
150278694,CMD,0,0.0000
150278694,CMD,1,0.0000
150278694,CMD,2,0.0000
150278694,CMD,3,0.0000
155289509,CMD,0,0.0000
155289509,CMD,1,0.0000
155289509,CMD,2,0.0000
155289509,CMD,3,0.0000
159280807,CMD,0,0.0000
159280807,CMD,1,0.0000
159280807,CMD,2,0.0000
159280807,CMD,3,0.0000
164279615,CMD,0,0.0000
164279615,CMD,1,0.0000
164279615,CMD,2,0.0000
164279615,CMD,3,0.0000
169289970,CMD,0,0.0000
169289970,CMD,1,0.0000
169289970,CMD,2,0.0000
169289970,CMD,3,0.0000
175296541,CMD,0,0.0000
175296541,CMD,1,0.0000
175296541,CMD,2,0.0000
175296541,CMD,3,0.0000
181288350,CMD,0,0.0000
181288350,CMD,1,0.0000
181288350,CMD,2,0.0000
181288350,CMD,3,0.0000
187276611,CMD,0,0.0000
187276611,CMD,1,0.0000
187276611,CMD,2,0.0000
187276611,CMD,3,0.0000
193280984,CMD,0,0.0000
193280984,CMD,1,0.0000
193280984,CMD,2,0.0000
193280984,CMD,3,0.0000
199289966,CMD,0,0.0000
199289966,CMD,1,0.0000
199289966,CMD,2,0.0000
199289966,CMD,3,0.0000
205282656,CMD,0,0.0000
205282656,CMD,1,0.0000
205282656,CMD,2,0.0000
205282656,CMD,3,0.0000
209276920,CMD,0,0.0000
209276920,CMD,1,0.0000
209276920,CMD,2,0.0000
209276920,CMD,3,0.0000
214295513,CMD,0,0.0000
214295513,CMD,1,0.0000
214295513,CMD,2,0.0000
214295513,CMD,3,0.0000
220273410,CMD,0,0.0000
220273410,CMD,1,0.0000
220273410,CMD,2,0.0000
220273410,CMD,3,0.0000
226256620,CMD,0,0.0000
226256620,CMD,1,0.0000
226256620,CMD,2,0.0000
226256620,CMD,3,0.0000
232278638,CMD,0,0.0000
232278638,CMD,1,0.0000
232278638,CMD,2,0.0000
232278638,CMD,3,0.0000
238275222,CMD,0,0.0000
238275222,CMD,1,0.0000
238275222,CMD,2,0.0000
238275222,CMD,3,0.0000
244270805,CMD,0,0.0000
244270805,CMD,1,0.0000
244270805,CMD,2,0.0000
244270805,CMD,3,0.0000
250284103,CMD,0,0.0000
250284103,CMD,1,0.0000
250284103,CMD,2,0.0000
250284103,CMD,3,0.0000
256277502,CMD,0,0.0000
256277502,CMD,1,0.0000
256277502,CMD,2,0.0000
256277502,CMD,3,0.0000
262305540,CMD,0,0.0000
262305540,CMD,1,0.0000
262305540,CMD,2,0.0000
262305540,CMD,3,0.0000
268328807,CMD,0,0.0000
268328807,CMD,1,0.0000
268328807,CMD,2,0.0000
268328807,CMD,3,0.0000
274274626,CMD,0,0.0000
274274626,CMD,1,0.0000
274274626,CMD,2,0.0000
274274626,CMD,3,0.0000
280423212,CMD,0,0.0000
280423212,CMD,1,0.0000
280423212,CMD,2,0.0000
280423212,CMD,3,0.0000
286270857,CMD,0,0.0000
286270857,CMD,1,0.0000
286270857,CMD,2,0.0000
286270857,CMD,3,0.0000
292275543,CMD,0,0.0000
292275543,CMD,1,0.0000
292275543,CMD,2,0.0000
292275543,CMD,3,0.0000
298283945,CMD,0,0.0000
298283945,CMD,1,0.0000
298283945,CMD,2,0.0000
298283945,CMD,3,0.0000
304285276,CMD,0,0.0000
304285276,CMD,1,0.0000
304285276,CMD,2,0.0000
304285276,CMD,3,0.0000
310278742,CMD,0,0.0000
310278742,CMD,1,0.0000
310278742,CMD,2,0.0000
310278742,CMD,3,0.0000
318283496,CMD,0,0.0000
318283496,CMD,1,0.0000
318283496,CMD,2,0.0000
318283496,CMD,3,0.0000
325277258,CMD,0,0.0000
325277258,CMD,1,0.0000
325277258,CMD,2,0.0000
325277258,CMD,3,0.0000
331290274,CMD,0,0.0000
331290274,CMD,1,0.0000
331290274,CMD,2,0.0000
331290274,CMD,3,0.0000
337281094,CMD,0,0.0000
337281094,CMD,1,0.0000
337281094,CMD,2,0.0000
337281094,CMD,3,0.0000
343289806,CMD,0,0.0000
343289806,CMD,1,0.0000
343289806,CMD,2,0.0000
343289806,CMD,3,0.0000
349284343,CMD,0,0.0000
349284343,CMD,1,0.0000
349284343,CMD,2,0.0000
349284343,CMD,3,0.0000
355482393,CMD,0,0.0000
355482393,CMD,1,0.0000
355482393,CMD,2,0.0000
355482393,CMD,3,0.0000
361278125,CMD,0,15.0000
361278125,CMD,1,0.0000
361278125,CMD,2,0.0000
361278125,CMD,3,0.0000
367263995,CMD,0,15.0000
367263995,CMD,1,0.0000
367263995,CMD,2,0.0000
367263995,CMD,3,0.0000
373289305,CMD,0,15.0000
373289305,CMD,1,0.0000
373289305,CMD,2,0.0000
373289305,CMD,3,0.0000
379292038,CMD,0,15.0000
379292038,CMD,1,0.0000
379292038,CMD,2,0.0000
379292038,CMD,3,0.0000
387269700,CMD,0,15.0000
387269700,CMD,1,0.0000
387269700,CMD,2,0.0000
387269700,CMD,3,0.0000
393268323,CMD,0,15.0000
393268323,CMD,1,0.0000
393268323,CMD,2,0.0000
393268323,CMD,3,0.0000
399291907,CMD,0,15.0000
399291907,CMD,1,0.0000
399291907,CMD,2,0.0000
399291907,CMD,3,0.0000
405275632,CMD,0,15.0000
405275632,CMD,1,0.0000
405275632,CMD,2,0.0000
405275632,CMD,3,0.0000
411265535,CMD,0,15.0000
411265535,CMD,1,0.0000
411265535,CMD,2,0.0000
411265535,CMD,3,0.0000
417273303,CMD,0,15.0000
417273303,CMD,1,0.0000
417273303,CMD,2,0.0000
417273303,CMD,3,0.0000
423265101,CMD,0,15.0000
423265101,CMD,1,0.0000
423265101,CMD,2,0.0000
423265101,CMD,3,0.0000
429277040,CMD,0,15.0000
429277040,CMD,1,0.0000
429277040,CMD,2,0.0000
429277040,CMD,3,0.0000
435272290,CMD,0,15.0000
435272290,CMD,1,0.0000
435272290,CMD,2,0.0000
435272290,CMD,3,0.0000
441270006,CMD,0,15.0000
441270006,CMD,1,0.0000
441270006,CMD,2,0.0000
441270006,CMD,3,0.0000
447276396,CMD,0,15.0000
447276396,CMD,1,0.0000
447276396,CMD,2,0.0000
447276396,CMD,3,0.0000
453288462,CMD,0,15.0000
453288462,CMD,1,0.0000
453288462,CMD,2,0.0000
453288462,CMD,3,0.0000
459267375,CMD,0,15.0000
459267375,CMD,1,0.0000
459267375,CMD,2,0.0000
459267375,CMD,3,0.0000
465284894,CMD,0,15.0000
465284894,CMD,1,0.0000
465284894,CMD,2,0.0000
465284894,CMD,3,0.0000
471265833,CMD,0,15.0000
471265833,CMD,1,0.0000
471265833,CMD,2,0.0000
471265833,CMD,3,0.0000
477290237,CMD,0,15.0000
477290237,CMD,1,0.0000
477290237,CMD,2,0.0000
477290237,CMD,3,0.0000
483268420,CMD,0,15.0000
483268420,CMD,1,0.0000
483268420,CMD,2,0.0000
483268420,CMD,3,0.0000
489281977,CMD,0,15.0000
489281977,CMD,1,0.0000
489281977,CMD,2,0.0000
489281977,CMD,3,0.0000
495280849,CMD,0,15.0000
495280849,CMD,1,0.0000
495280849,CMD,2,0.0000
495280849,CMD,3,0.0000
504287378,CMD,0,15.0000
504287378,CMD,1,0.0000
504287378,CMD,2,0.0000
504287378,CMD,3,0.0000
512281469,CMD,0,15.0000
512281469,CMD,1,0.0000
512281469,CMD,2,0.0000
512281469,CMD,3,0.0000
518277440,CMD,0,15.0000
518277440,CMD,1,0.0000
518277440,CMD,2,0.0000
518277440,CMD,3,0.0000
524281737,CMD,0,15.0000
524281737,CMD,1,0.0000
524281737,CMD,2,0.0000
524281737,CMD,3,0.0000
530287130,CMD,0,15.0000
530287130,CMD,1,0.0000
530287130,CMD,2,0.0000
530287130,CMD,3,0.0000
536298047,CMD,0,15.0000
536298047,CMD,1,0.0000
536298047,CMD,2,0.0000
536298047,CMD,3,0.0000
542278182,CMD,0,15.0000
542278182,CMD,1,0.0000
542278182,CMD,2,0.0000
542278182,CMD,3,0.0000
548279092,CMD,0,15.0000
548279092,CMD,1,0.0000
548279092,CMD,2,0.0000
548279092,CMD,3,0.0000
554280784,CMD,0,15.0000
554280784,CMD,1,0.0000
554280784,CMD,2,0.0000
554280784,CMD,3,0.0000
560284696,CMD,0,15.0000
560284696,CMD,1,0.0000
560284696,CMD,2,0.0000
560284696,CMD,3,0.0000
567273232,CMD,0,15.0000
567273232,CMD,1,0.0000
567273232,CMD,2,0.0000
567273232,CMD,3,0.0000
575280375,CMD,0,15.0000
575280375,CMD,1,0.0000
575280375,CMD,2,0.0000
575280375,CMD,3,0.0000
581277264,CMD,0,15.0000
581277264,CMD,1,0.0000
581277264,CMD,2,0.0000
581277264,CMD,3,0.0000
587281991,CMD,0,15.0000
587281991,CMD,1,0.0000
587281991,CMD,2,0.0000
587281991,CMD,3,0.0000
593279022,CMD,0,15.0000
593279022,CMD,1,0.0000
593279022,CMD,2,0.0000
593279022,CMD,3,0.0000
599315799,CMD,0,15.0000
599315799,CMD,1,0.0000
599315799,CMD,2,0.0000
599315799,CMD,3,0.0000
605294048,CMD,0,15.0000
605294048,CMD,1,0.0000
605294048,CMD,2,0.0000
605294048,CMD,3,0.0000
611277726,CMD,0,15.0000
611277726,CMD,1,0.0000
611277726,CMD,2,0.0000
611277726,CMD,3,0.0000
616315034,CMD,0,15.0000
616315034,CMD,1,0.0000
616315034,CMD,2,0.0000
616315034,CMD,3,0.0000
622276510,CMD,0,15.0000
622276510,CMD,1,0.0000
622276510,CMD,2,0.0000
622276510,CMD,3,0.0000
628279670,CMD,0,15.0000
628279670,CMD,1,0.0000
628279670,CMD,2,0.0000
628279670,CMD,3,0.0000
634272709,CMD,0,15.0000
634272709,CMD,1,0.0000
634272709,CMD,2,0.0000
634272709,CMD,3,0.0000
640290437,CMD,0,15.0000
640290437,CMD,1,0.0000
640290437,CMD,2,0.0000
640290437,CMD,3,0.0000
646264562,CMD,0,15.0000
646264562,CMD,1,0.0000
646264562,CMD,2,0.0000
646264562,CMD,3,0.0000
652292237,CMD,0,15.0000
652292237,CMD,1,0.0000
652292237,CMD,2,0.0000
652292237,CMD,3,0.0000
658276189,CMD,0,15.0000
658276189,CMD,1,0.0000
658276189,CMD,2,0.0000
658276189,CMD,3,0.0000
665337787,CMD,0,15.0000
665337787,CMD,1,0.0000
665337787,CMD,2,0.0000
665337787,CMD,3,0.0000
672293319,CMD,0,15.0000
672293319,CMD,1,0.0000
672293319,CMD,2,0.0000
672293319,CMD,3,0.0000
676265847,CMD,0,15.0000
676265847,CMD,1,0.0000
676265847,CMD,2,0.0000
676265847,CMD,3,0.0000
682274247,CMD,0,15.0000
682274247,CMD,1,0.0000
682274247,CMD,2,0.0000
682274247,CMD,3,0.0000
688283068,CMD,0,15.0000
688283068,CMD,1,0.0000
688283068,CMD,2,0.0000
688283068,CMD,3,0.0000
694274694,CMD,0,15.0000
694274694,CMD,1,0.0000
694274694,CMD,2,0.0000
694274694,CMD,3,0.0000
700274260,CMD,0,15.0000
700274260,CMD,1,0.0000
700274260,CMD,2,0.0000
700274260,CMD,3,0.0000
706285790,CMD,0,15.0000
706285790,CMD,1,0.0000
706285790,CMD,2,0.0000
706285790,CMD,3,0.0000
712271512,CMD,0,15.0000
712271512,CMD,1,0.0000
712271512,CMD,2,0.0000
712271512,CMD,3,0.0000
718273345,CMD,0,15.0000
718273345,CMD,1,0.0000
718273345,CMD,2,0.0000
718273345,CMD,3,0.0000
724277901,CMD,0,15.0000
724277901,CMD,1,0.0000
724277901,CMD,2,0.0000
724277901,CMD,3,0.0000
730277756,CMD,0,15.0000
730277756,CMD,1,0.0000
730277756,CMD,2,0.0000
730277756,CMD,3,0.0000
738284390,CMD,0,15.0000
738284390,CMD,1,0.0000
738284390,CMD,2,0.0000
738284390,CMD,3,0.0000
744283193,CMD,0,15.0000
744283193,CMD,1,0.0000
744283193,CMD,2,0.0000
744283193,CMD,3,0.0000
750272566,CMD,0,15.0000
750272566,CMD,1,0.0000
750272566,CMD,2,0.0000
750272566,CMD,3,0.0000
756272202,CMD,0,15.0000
756272202,CMD,1,0.0000
756272202,CMD,2,0.0000
756272202,CMD,3,0.0000
762265471,CMD,0,15.0000
762265471,CMD,1,0.0000
762265471,CMD,2,0.0000
762265471,CMD,3,0.0000
768267645,CMD,0,15.0000
768267645,CMD,1,0.0000
768267645,CMD,2,0.0000
768267645,CMD,3,0.0000
774272924,CMD,0,15.0000
774272924,CMD,1,0.0000
774272924,CMD,2,0.0000
774272924,CMD,3,0.0000
780277319,CMD,0,15.0000
780277319,CMD,1,0.0000
780277319,CMD,2,0.0000
780277319,CMD,3,0.0000
785285793,CMD,0,15.0000
785285793,CMD,1,0.0000
785285793,CMD,2,0.0000
785285793,CMD,3,0.0000
791275634,CMD,0,15.0000
791275634,CMD,1,0.0000
791275634,CMD,2,0.0000
791275634,CMD,3,0.0000
798293552,CMD,0,15.0000
798293552,CMD,1,0.0000
798293552,CMD,2,0.0000
798293552,CMD,3,0.0000
804287415,CMD,0,15.0000
804287415,CMD,1,0.0000
804287415,CMD,2,0.0000
804287415,CMD,3,0.0000
810286896,CMD,0,15.0000
810286896,CMD,1,0.0000
810286896,CMD,2,0.0000
810286896,CMD,3,0.0000
816273231,CMD,0,15.0000
816273231,CMD,1,0.0000
816273231,CMD,2,0.0000
816273231,CMD,3,0.0000
822278930,CMD,0,15.0000
822278930,CMD,1,0.0000
822278930,CMD,2,0.0000
822278930,CMD,3,0.0000
828270269,CMD,0,15.0000
828270269,CMD,1,0.0000
828270269,CMD,2,0.0000
828270269,CMD,3,0.0000
834268857,CMD,0,15.0000
834268857,CMD,1,0.0000
834268857,CMD,2,0.0000
834268857,CMD,3,0.0000
840285853,CMD,0,15.0000
840285853,CMD,1,0.0000
840285853,CMD,2,0.0000
840285853,CMD,3,0.0000
846285985,CMD,0,15.0000
846285985,CMD,1,0.0000
846285985,CMD,2,0.0000
846285985,CMD,3,0.0000
852278656,CMD,0,15.0000
852278656,CMD,1,0.0000
852278656,CMD,2,0.0000
852278656,CMD,3,0.0000
858301062,CMD,0,15.0000
858301062,CMD,1,0.0000
858301062,CMD,2,0.0000
858301062,CMD,3,0.0000
864272327,CMD,0,15.0000
864272327,CMD,1,0.0000
864272327,CMD,2,0.0000
864272327,CMD,3,0.0000
872279107,CMD,0,15.0000
872279107,CMD,1,0.0000
872279107,CMD,2,0.0000
872279107,CMD,3,0.0000
878264263,CMD,0,15.0000
878264263,CMD,1,0.0000
878264263,CMD,2,0.0000
878264263,CMD,3,0.0000
884279010,CMD,0,15.0000
884279010,CMD,1,0.0000
884279010,CMD,2,0.0000
884279010,CMD,3,0.0000
890286300,CMD,0,15.0000
890286300,CMD,1,0.0000
890286300,CMD,2,0.0000
890286300,CMD,3,0.0000
896298514,CMD,0,15.0000
896298514,CMD,1,0.0000
896298514,CMD,2,0.0000
896298514,CMD,3,0.0000
902303539,CMD,0,15.0000
902303539,CMD,1,0.0000
902303539,CMD,2,0.0000
902303539,CMD,3,0.0000
908272615,CMD,0,15.0000
908272615,CMD,1,0.0000
908272615,CMD,2,0.0000
908272615,CMD,3,0.0000
914324649,CMD,0,15.0000
914324649,CMD,1,0.0000
