t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
1.252994,16948045078,0.638686,0.260968,-9.741676,0.000346,-0.000094,-0.001783,0.281406,1.166898,2.724453,780.12,41.70,highres
1.252994,16948055798,0.638251,0.258008,-9.739532,0.000796,-0.000849,0.000033,0.277909,1.164399,2.729924,780.12,41.70,highres
1.252994,16948059646,0.627038,0.271419,-9.754978,0.000088,0.000272,-0.000373,0.277909,1.164399,2.729924,780.12,41.70,highres
1.252994,16948072827,0.626715,0.262165,-9.735691,0.000185,0.000067,-0.000578,0.277909,1.164399,2.729924,780.12,41.70,highres
1.252994,16948084728,0.632700,0.274136,-9.754843,0.002017,0.001131,0.000348,0.277909,1.164399,2.729924,780.12,41.70,highres
1.252994,16948090325,0.631415,0.267218,-9.755775,0.001712,0.000067,0.000033,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948101381,0.639252,0.261252,-9.747662,0.000796,0.000373,-0.000883,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948112114,0.639552,0.260263,-9.741533,0.001027,-0.000848,-0.000589,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948125730,0.636493,0.266930,-9.744426,0.000726,-0.000030,-0.001230,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948129596,0.632901,0.258550,-9.732456,0.000794,0.001595,0.000633,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948142760,0.631105,0.281294,-9.748815,0.001710,-0.000031,-0.001810,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948153070,0.630841,0.264565,-9.743244,0.000207,0.000209,-0.000283,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948165194,0.635296,0.269324,-9.733652,0.001000,0.000935,-0.000283,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948180654,0.626478,0.258201,-9.752865,-0.000324,-0.000647,-0.001706,0.276312,1.157741,2.731788,780.12,41.70,highres
1.252994,16948187150,0.635501,0.271341,-9.727839,0.000388,0.000369,-0.000785,0.276312,1.157741,2.731788,780.12,41.70,highres
1.253480,16948197850,0.643274,0.265601,-9.762251,0.001405,-0.000271,0.000192,0.285000,1.161446,2.730305,780.12,41.70,highres
1.253480,16948202802,0.647742,0.273345,-9.749505,0.000269,-0.000946,-0.000589,0.285000,1.161446,2.730305,780.12,41.70,highres
1.253480,16948212322,0.644872,0.275309,-9.716894,0.000794,-0.000543,-0.001810,0.285000,1.161446,2.730305,780.13,41.70,highres
1.253480,16948227113,0.641700,0.276985,-9.728504,0.000904,-0.000152,-0.000589,0.285000,1.161446,2.730305,780.13,41.70,highres
1.253480,16948237140,0.636493,0.272915,-9.748016,0.001099,-0.000848,-0.000894,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948250585,0.633784,0.268284,-9.750569,0.000097,0.001595,0.000155,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948254937,0.639414,0.275211,-9.735188,-0.000770,-0.000482,0.000328,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948265512,0.628899,0.268165,-9.756512,0.003237,0.000679,-0.000589,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948279922,0.640084,0.269324,-9.691755,-0.000428,0.001290,0.000328,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948284882,0.637116,0.272915,-9.754533,0.005156,-0.002254,-0.000393,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948297046,0.624522,0.286083,-9.752806,-0.001316,0.002154,-0.000283,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948307859,0.642660,0.258533,-9.717228,-0.001347,0.000986,-0.001509,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948317795,0.633873,0.267238,-9.758470,0.003775,-0.001997,0.000136,0.284657,1.162228,2.730077,780.13,41.70,highres
1.253480,16948327601,0.631415,0.276933,-9.735228,0.001211,0.000830,0.000439,0.276800,1.167266,2.725127,780.13,41.70,highres
1.253734,16948339593,0.645983,0.273582,-9.727019,0.001819,0.000319,-0.000106,0.276800,1.167266,2.725127,780.13,41.70,highres
1.253734,16948343802,0.627590,0.274160,-9.747123,0.002623,-0.001152,-0.000592,0.276800,1.167266,2.725127,780.13,41.70,highres
1.253734,16948355145,0.644129,0.256165,-9.739842,0.001401,0.001292,-0.000592,0.276800,1.167266,2.725127,780.13,41.70,highres
1.253734,16948365969,0.634059,0.282827,-9.727198,0.001490,0.000070,-0.001814,0.270848,1.177407,2.729919,780.13,41.70,highres
1.253734,16948374962,0.628540,0.272897,-9.743779,0.001215,0.001150,0.000160,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948384867,0.621358,0.257336,-9.755750,0.001096,0.000070,-0.001203,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948390848,0.654220,0.263863,-9.745492,-0.000126,0.000681,-0.001203,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948407833,0.628357,0.278925,-9.726400,-0.000767,-0.000002,-0.000256,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948418481,0.630389,0.285633,-9.758355,0.000972,-0.002130,-0.000530,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948432734,0.637786,0.272515,-9.735254,0.001401,0.000681,-0.001509,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948445009,0.627622,0.259566,-9.744698,0.001096,0.000070,0.000018,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948455490,0.631811,0.253267,-9.730692,0.000404,0.001353,-0.000877,0.270848,1.177407,2.729919,780.12,41.70,highres
1.253734,16948459710,0.654983,0.266933,-9.739260,0.001085,0.001684,-0.000691,0.270848,1.177407,2.729919,780.13,41.70,highres
1.253734,16948475094,0.624746,0.248956,-9.731145,0.002703,-0.000076,-0.000353,0.273003,1.172346,2.736360,780.13,41.70,highres
1.253734,16948480311,0.643222,0.261790,-9.761839,0.001320,0.000348,0.000629,0.273003,1.172346,2.736360,780.13,41.70,highres
1.253899,16948490223,0.620880,0.271938,-9.724051,0.000499,0.000493,-0.001349,0.273003,1.172346,2.736360,780.13,41.70,highres
1.253899,16948503177,0.630670,0.266244,-9.756014,0.002114,-0.000711,0.000358,0.273003,1.172346,2.736360,780.13,41.70,highres
1.253899,16948510150,0.620752,0.270806,-9.752160,0.001246,0.000143,-0.000055,0.283534,1.157069,2.722107,780.13,41.70,highres
1.253899,16948523682,0.645960,0.266581,-9.736307,-0.001347,-0.000235,-0.001203,0.283534,1.157069,2.722107,780.13,41.70,highres
1.253899,16948530709,0.629737,0.277685,-9.733005,0.000395,0.000681,-0.000943,0.283534,1.157069,2.722107,780.13,41.70,highres
1.253899,16948540672,0.633328,0.254941,-9.749764,0.000485,0.000681,-0.000592,0.283534,1.157069,2.722107,780.12,41.70,highres
1.253899,16948553075,0.639907,0.269009,-9.739880,-0.000891,0.000530,0.000018,0.283534,1.157069,2.722107,780.12,41.70,highres
