t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
9.255836,9790879958,0.641459,0.009103,-9.744929,-0.000561,0.002237,-0.000226,0.330209,1.199593,2.624527,778.93,15.00,highres
9.257495,9790889327,0.643494,-0.005819,-9.745743,0.000649,0.000548,0.000211,0.330209,1.199593,2.624527,778.93,15.00,highres
9.272786,9790894993,0.637564,-0.006971,-9.749450,0.000383,0.000892,-0.000258,0.330209,1.199593,2.624527,778.93,15.00,highres
9.272786,9790908098,0.639901,0.003034,-9.749011,0.000397,0.000318,0.000143,0.317437,1.201962,2.632735,778.93,15.00,highres
9.272786,9790919463,0.648100,0.000706,-9.760201,-0.000203,0.000306,0.000131,0.317437,1.201962,2.632735,778.93,15.00,highres
9.272786,9790929994,0.655727,-0.000695,-9.755619,-0.000543,0.000883,0.000138,0.317437,1.201962,2.632735,778.93,15.00,highres
9.314508,9790934546,0.647203,-0.006745,-9.748627,-0.000077,0.001237,-0.000187,0.317437,1.201962,2.632735,778.93,15.00,highres
9.320995,9790957293,0.640612,-0.000238,-9.753893,0.000288,0.000299,-0.000073,0.320266,1.203102,2.630893,778.93,15.00,highres
9.333736,9790963334,0.638610,-0.004869,-9.757991,-0.001203,0.000892,0.000230,0.320266,1.203102,2.630893,778.93,15.00,highres
9.345149,9790972663,0.639310,-0.002671,-9.750274,-0.001263,-0.000640,0.000329,0.320266,1.203102,2.630893,778.93,15.00,highres
9.357260,9790982138,0.644953,0.001634,-9.755990,-0.000716,0.001321,0.001146,0.320266,1.203102,2.630893,778.93,15.00,highres
9.366143,9790989632,0.644629,0.004789,-9.759033,0.000300,0.001214,-0.000595,0.320266,1.203102,2.630893,778.93,15.00,highres
9.373723,9791004744,0.629503,-0.004242,-9.751744,0.000117,0.000349,0.000396,0.320266,1.203102,2.630893,778.93,15.00,highres
9.387183,9791014354,0.646150,0.007475,-9.754027,-0.000410,0.000453,0.000278,0.320266,1.203102,2.630893,778.93,15.00,highres
9.393898,9791024466,0.644371,-0.018347,-9.752445,0.000506,-0.000253,0.000711,0.320266,1.203102,2.630893,778.93,15.00,highres
9.397216,9791036877,0.642106,-0.002374,-9.736131,-0.000045,0.000673,0.000230,0.320266,1.203102,2.630893,778.93,15.00,highres
9.413758,9791042691,0.657269,-0.016247,-9.748870,0.001117,0.000560,-0.000074,0.320266,1.203102,2.630893,778.91,15.00,highres
9.421213,9791053448,0.651197,0.010530,-9.758902,-0.001823,0.002122,0.001031,0.321002,1.201275,2.632961,778.91,15.00,highres
9.434020,9791064668,0.649741,-0.001957,-9.752399,0.000283,-0.000042,0.000371,0.321002,1.201275,2.632961,778.91,15.00,highres
9.444909,9791074609,0.651490,-0.001125,-9.761424,-0.000410,0.000217,0.000371,0.321002,1.201275,2.632961,778.91,15.00,highres
9.454040,9791084742,0.644426,0.008077,-9.753139,0.000306,0.000813,0.000230,0.321002,1.201275,2.632961,778.91,15.00,highres
9.458177,9791097315,0.631119,0.001968,-9.746610,-0.000255,0.000715,0.000157,0.328951,1.203927,2.630018,778.91,15.00,highres
9.474114,9791101816,0.640043,-0.005507,-9.747032,0.000070,0.001406,-0.000076,0.328951,1.203927,2.630018,778.91,15.00,highres
9.478084,9791115247,0.649439,0.002318,-9.752531,-0.000151,0.000950,0.000220,0.328951,1.203927,2.630018,778.91,15.00,highres
9.494446,9791128206,0.645741,0.001203,-9.756597,-0.000811,0.000596,-0.000287,0.328951,1.203927,2.630018,778.92,15.00,highres
9.499166,9791137959,0.644446,-0.004068,-9.753431,-0.000569,0.000831,0.001292,0.328951,1.203927,2.630018,778.92,15.00,highres
9.514652,9791146389,0.631247,-0.006614,-9.763067,0.000509,-0.000045,-0.000358,0.328951,1.203927,2.630018,778.92,15.00,highres
9.520327,9791154051,0.632591,-0.001976,-9.753939,-0.000583,0.001287,0.000155,0.328951,1.203927,2.630018,778.92,15.00,highres
