time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,-1.742670,-99.8476,0.000000,0.0000,0.0233,0.3000,33.4466,8.0000,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0588,-0.0000,576.0000,ARMED,4.833070,18.214580,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.058819,-0.000000,-0.000000,1.000000,2.693005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1637,8.9291,0.0000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.430825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-8.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.058819,0.000000,16.45747200,44.11536100,1200.0000
0.100,5.2003,5.0422,6.3989,9.6650,4393519.3140,4259901.0688,1795675.2829,1200.4148,0.1934,0.000000,0.0000,-0.691421,-39.6155,0.0366,0.3000,82.2611,12.5464,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,63850.4747,0.1914,-0.0000,63850.3841,0.0000,0.0000,0.0000,-0.0000,-0.3558,573.4496,LAUNCH,-0.000000,-0.000000,4.833070,-18.214580,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.355816,-0.001432,0.993116,2.691574,0.1934,0.4148,-0.0000,4.0846,8.7595,0.0000,4.3964,9.4281,0.0000,11.3501,0.0000,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,-0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],11.3540,11.3540,11.3540,0.0000,-0.0000,343.0546,1,0.407783,4.0846,0.0000,-8.7595,4.0846,0.0000,-8.7595,4.0846,-8.0000,-8.7595,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000000,-0.355542,16.45747375,44.11536100,1200.4148
0.200,10.6913,10.3661,13.1553,19.8701,4393520.1085,4259901.8392,1795676.2606,1201.7532,0.8174,0.000000,0.0000,-0.382758,-21.9304,0.0624,0.3000,239.7411,21.4201,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,63598.4651,2.9379,-0.0000,63598.6856,0.0000,0.0000,0.0000,-0.0000,-3.0227,570.7788,LAUNCH,-0.000000,-0.000001,4.833070,-18.214580,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-3.022658,-0.002931,0.985908,2.690074,0.8175,1.7532,-0.0000,8.3975,18.0085,0.0000,4.4021,9.4403,-0.0000,11.3582,0.0005,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,-0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],11.3621,11.3621,11.3621,0.0005,-0.0000,343.0502,1,0.362818,8.3975,0.0000,-18.0085,8.3975,0.0000,-18.0085,8.3975,-8.0000,-18.0085,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000000,-3.014047,16.45747939,44.11536100,1201.7532
0.300,16.1893,15.6970,19.9205,30.0885,4393521.4526,4259903.1424,1795677.9144,1204.0172,1.8729,0.000000,0.0000,-0.259870,-14.8895,0.0908,0.3000,506.3699,31.1338,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,62512.8623,9.3298,-0.0000,62513.8200,0.0000,0.0000,0.0000,-0.0000,-8.2088,568.1171,LAUNCH,-0.000001,-0.000003,3.439549,-11.085203,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000002,-8.208777,-0.004426,0.978724,2.688580,1.8732,4.0172,-0.0000,12.7159,27.2694,-0.0000,4.6613,9.0160,0.0020,11.2166,0.0017,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,-0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],11.2205,11.2205,11.2205,0.0017,-0.0000,343.0430,1,0.353073,12.7159,-0.0000,-27.2694,12.7159,-0.0000,-27.2694,12.7159,-8.0000,-27.2694,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000002,-8.167487,16.45748892,44.11536100,1204.0172
0.400,21.3477,20.7012,26.8116,40.0390,4393523.3309,4259904.9637,1795680.2524,1207.1886,3.3735,0.010149,0.5815,-0.197119,-11.2941,0.1190,0.3000,870.6193,40.8300,0.843392,-0.000013,0.537299,-0.000017,-0.0055,65.0000,-0.0057,-0.000000,-0.000019,-0.000839,-0.0000,-0.0011,-0.0480,60622.5831,19.8409,-0.8747,60625.2915,0.0000,0.0000,0.0000,-0.6892,-15.8396,565.5403,LAUNCH,-0.109047,-0.314706,2.473480,-7.233150,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.689162,-15.839574,-0.005872,0.971769,2.687133,3.3742,7.1886,0.0001,17.2887,36.1141,0.0019,4.5962,8.8603,0.0032,10.9270,0.0036,-0.0002,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,64.4184,0.0065,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.9308,10.9308,10.9308,0.0036,-0.0002,343.0326,1,0.337651,17.2887,0.0019,-36.1141,17.2887,0.0019,-36.1141,17.2887,-7.9981,-36.1141,0.000000,-0.000497,-0.011426,0.0000,-0.0285,-0.6547,0.000000,-0.684026,-15.723062,16.45750248,44.11536100,1207.1886
0.500,26.4130,25.6169,33.5982,49.8268,4393525.7193,4259907.2800,1795683.2733,1211.2353,5.3278,0.016438,0.9418,-0.158896,-9.1041,0.1471,0.3000,1329.4231,50.4642,0.843393,-0.000058,0.537297,-0.000082,-0.0252,64.9996,-0.0273,-0.000000,-0.000129,-0.002358,-0.0000,-0.0074,-0.1351,59828.7955,35.4704,-3.3057,59834.8500,0.0000,0.0000,0.0000,-2.6018,-26.6760,563.0134,LAUNCH,-0.176660,-0.509317,1.895563,-5.221919,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-2.601824,-26.675979,-0.007291,0.964948,2.685715,5.3288,11.2353,0.0004,21.7976,44.8060,0.0051,4.5710,8.8074,0.0038,10.8323,0.0064,-0.0006,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,64.0577,0.0135,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.8360,10.8360,10.8360,0.0064,-0.0006,343.0195,1,0.323554,21.7976,0.0051,-44.8060,21.7975,0.0051,-44.8060,21.7976,-7.9949,-44.8060,0.000000,-0.001879,-0.019260,0.0000,-0.1077,-1.1035,0.000000,-2.577723,-26.417367,16.45752014,44.11536100,1211.2353
0.600,31.4472,30.5032,40.3464,59.5584,4393528.6125,4259910.0861,1795686.9707,1216.1481,7.7314,0.020651,1.1832,-0.132823,-7.6102,0.1752,0.3000,1884.1885,60.0921,0.843400,-0.000155,0.537286,-0.000230,-0.0689,64.9981,-0.0751,0.000000,-0.000445,-0.004753,0.0000,-0.0255,-0.2723,59421.5916,57.1385,-8.3503,59433.2752,0.0000,0.0000,-0.0000,-6.5598,-40.8829,560.5107,POWERED_ASCENT,-0.222026,-0.638894,1.519256,-3.981811,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-6.559778,-40.882853,-0.008696,0.958194,2.684310,7.7328,16.1481,0.0011,26.2817,53.4460,0.0089,4.5673,8.8012,0.0032,10.8067,0.0104,-0.0015,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.8148,0.0193,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.8104,10.8103,10.8103,0.0104,-0.0015,343.0037,1,0.310655,26.2817,0.0089,-53.4460,26.2816,0.0089,-53.4461,26.2817,-7.9911,-53.4460,-0.000000,-0.004745,-0.029539,-0.0000,-0.2719,-1.6924,-0.000000,-6.487164,-40.385979,16.45754186,44.11536101,1216.1481
0.700,36.4785,35.3858,47.0894,69.2838,4393532.0087,4259913.3805,1795691.3425,1221.9243,10.5830,0.023614,1.3530,-0.113582,-6.5078,0.2033,0.3000,2536.5474,69.7427,0.843420,-0.000332,0.537254,-0.000504,-0.1493,64.9937,-0.1635,0.000000,-0.001151,-0.008451,0.0000,-0.0660,-0.4842,59225.1460,87.2566,-17.3288,59245.9056,0.0000,0.0000,-0.0000,-13.5699,-62.2934,558.0203,POWERED_ASCENT,-0.254063,-0.728763,1.279296,-3.345436,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-13.569885,-62.293431,-0.010094,0.951472,2.682911,10.5850,21.9243,0.0022,30.7622,62.0800,0.0120,4.5776,8.8252,-0.0001,10.8190,0.0159,-0.0032,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.6405,0.0223,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.8227,10.8227,10.8227,0.0159,-0.0032,342.9849,1,0.304363,30.7622,0.0120,-62.0800,30.7621,0.0120,-62.0801,30.7622,-7.9880,-62.0800,-0.000000,-0.009829,-0.045062,-0.0000,-0.5631,-2.5818,-0.000000,-13.394966,-61.412653,16.45756763,44.11536102,1221.9243
0.800,41.5261,40.2798,53.8487,79.0352,4393535.9087,4259917.1636,1795696.3891,1228.5649,13.8829,0.025709,1.4730,-0.098417,-5.6389,0.2316,0.3000,3288.6570,79.4378,0.843467,-0.000632,0.537179,-0.000969,-0.2854,64.9833,-0.3134,0.000000,-0.002512,-0.013894,0.0000,-0.1439,-0.7960,59172.5754,125.0322,-31.7707,59207.1609,0.0000,0.0000,-0.0000,-24.7563,-88.9299,555.5346,POWERED_ASCENT,-0.276894,-0.790331,1.089703,-2.839038,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-24.756299,-88.929868,-0.011490,0.944763,2.681516,13.8856,28.5649,0.0034,35.2528,70.7375,0.0119,4.5979,8.8699,-0.0080,10.8578,0.0229,-0.0058,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.5103,0.0193,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.8615,10.8615,10.8615,0.0230,-0.0058,342.9634,1,0.301425,35.2528,0.0119,-70.7375,35.2526,0.0119,-70.7376,35.2528,-7.9881,-70.7375,-0.000000,-0.017954,-0.064403,-0.0000,-1.0287,-3.6900,-0.000000,-24.391265,-87.493294,16.45759745,44.11536103,1228.5649
0.900,46.6052,45.1935,60.6395,88.8350,4393540.3150,4259921.4371,1795702.1132,1236.0733,17.6328,0.027100,1.5527,-0.085703,-4.9104,0.2601,0.3000,4143.0339,89.1941,0.843563,-0.001105,0.537027,-0.001707,-0.5005,64.9621,-0.5505,0.000000,-0.004871,-0.021439,0.0000,-0.2791,-1.2283,59225.2465,169.5563,-53.2813,59279.6637,0.0000,0.0000,-0.0000,-41.2142,-119.9013,553.0483,POWERED_ASCENT,-0.292336,-0.828307,0.930296,-2.409729,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-41.214221,-119.901257,-0.012885,0.938052,2.680120,17.6362,36.0733,0.0043,39.7633,79.4389,0.0041,4.6266,8.9298,-0.0233,10.9163,0.0313,-0.0098,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.4098,0.0059,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],10.9201,10.9200,10.9200,0.0313,-0.0098,342.9391,1,0.298568,39.7633,0.0041,-79.4389,39.7631,0.0041,-79.4390,39.7633,-7.9959,-79.4389,-0.000000,-0.029928,-0.086928,-0.0000,-1.7147,-4.9806,-0.000000,-40.527666,-117.716441,16.45763134,44.11536104,1236.0733
