time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7312,0.8205,-0.0157,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7055,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7781,-0.7760,6.5608,6.6522,4393519.0292,4259900.7916,1795675.2848,1200.0342,0.3078,0.140498,8.0499,-0.002322,-0.1330,0.0194,0.1000,23.1263,6.6522,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,0.0000,-0.000000,-0.000018,-0.000006,-0.0000,-0.0010,-0.0004,1024.0130,-2.3123,-1.9948,1024.0197,-2.3127,-1.9722,-0.0000,-0.0020,-0.0000,12.7012,LAUNCH,-1.927068,-1.353142,0.031367,-0.023374,0.000000,0.000000,-0.001472,0.005355,0.000174,-0.000633,-0.000001,-0.002030,-0.000035,-0.000068,0.981680,0.572017,0.3079,0.0342,-0.0007,6.6033,0.8049,-0.0154,7.9346,1.1468,-0.0185,8.2185,-0.0186,-0.0160,0.000772,0.000666,0.000151,-0.000121,-0.000352,0.000042,0.000367,0.0000,0.0000,0.0000,-0.7055,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],8.2213,8.2213,8.2213,-0.0186,-0.0160,343.0558,1,0.592937,6.6033,-0.0154,-0.8049,6.6033,-0.0154,-0.8049,6.6033,-0.0154,-0.8049,-0.000037,-0.001623,-0.000166,-0.0021,-0.0930,-0.0095,-0.000001,-0.001876,-0.000191,0.28723712,0.76995830,1200.0342,80.570921,-0.196414,-0.210017,0.001525,-0.001529,-0.003146,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5741,-1.5730,14.3445,14.5161,4393518.9116,4259900.6742,1795676.3267,1200.1701,1.3538,0.128413,7.3575,-0.002315,-0.1326,0.0423,0.1000,110.1192,14.5161,0.991447,-0.000008,0.130507,-0.000000,-0.0009,14.9977,-0.0001,-0.000034,-0.001315,-0.000052,-0.0020,-0.0753,-0.0030,1049.7316,-2.3628,-2.4908,1049.8612,-2.3710,-2.0219,-0.0000,-0.0417,-0.0008,12.6557,LAUNCH,-1.761761,-1.236227,0.031293,-0.023377,0.000000,0.000000,-0.001688,0.006139,0.000200,-0.000726,-0.000034,-0.042048,-0.000795,-0.000147,0.960191,0.571938,1.3541,0.1701,-0.0032,14.3872,1.9299,-0.0336,8.5063,1.3093,-0.0197,8.4552,-0.0190,-0.0201,0.000885,0.000764,0.000174,-0.000139,-0.000404,0.000048,0.000421,0.0000,0.0000,0.0000,-0.7059,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],8.4581,8.4581,8.4581,-0.0190,-0.0201,343.0554,1,0.499921,14.3872,-0.0336,-1.9299,14.3872,-0.0336,-1.9299,14.3872,-0.0336,-1.9299,-0.000962,-0.035786,-0.000995,-0.0551,-2.0504,-0.0570,-0.000034,-0.041292,-0.001147,0.28723729,0.76995830,1200.1701,82.893176,-0.201062,-0.249778,0.001491,-0.002826,-0.003192,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.060000,1.8230,46.250104,-0.527537,-0.128636,0.000271,-0.126612,-0.000533,0.156581,0.008277,0.078424,0.009641,4393.530255,4259.903211,0.002837,0.030000,-0.001344,-4.996612,0.255990
0.300,-2.3735,-2.3751,22.7111,22.9580,4393518.7142,4259900.4768,1795678.1754,1200.4261,3.2056,0.120777,6.9200,-0.002295,-0.1315,0.0669,0.1000,275.4367,22.9580,0.991481,-0.000019,0.130253,-0.000006,-0.0024,14.9684,-0.0010,-0.000325,-0.011789,-0.000302,-0.0186,-0.6755,-0.0173,1126.5362,-2.4952,-4.9320,1127.3163,-2.5459,-2.1711,-0.0002,-0.2446,-0.0049,12.6070,LAUNCH,-1.658000,-1.160175,0.030995,-0.023101,0.000000,0.000000,-0.001697,0.006171,0.000201,-0.000730,-0.000212,-0.246889,-0.004916,-0.000231,0.937188,0.571853,3.2062,0.4261,-0.0075,22.7318,3.2143,-0.0530,8.7079,1.3864,-0.0199,9.1088,-0.0202,-0.0399,0.000890,0.000768,0.000174,-0.000140,-0.000406,0.000048,0.000423,0.0000,0.0000,0.0000,-0.7042,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],9.1121,9.1120,9.1120,-0.0202,-0.0399,343.0546,1,0.480955,22.7318,-0.0530,-3.2143,22.7318,-0.0530,-3.2143,22.7318,-0.0530,-3.2143,-0.005958,-0.211432,-0.004807,-0.3414,-12.1141,-0.2754,-0.000212,-0.243460,-0.005526,0.28723758,0.76995830,1200.4261,89.305335,-0.212283,-0.444175,0.001200,-0.013300,-0.003442,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,1.5403,45.149374,0.229804,-0.810387,0.002209,-0.173080,-0.000706,0.092022,0.005065,1.088781,0.022226,4393.526526,4259.895735,-0.002388,0.030000,-0.025733,-4.999993,4.999994
0.400,-3.1610,-3.1658,31.2889,31.6071,4393518.4373,4259900.1996,1795680.8772,1200.8158,5.9072,0.113156,6.4833,-0.002225,-0.1275,0.0921,0.1000,522.0449,31.6071,0.991666,-0.000069,0.128838,-0.000033,-0.0086,14.8049,-0.0050,-0.001695,-0.051779,-0.001213,-0.0971,-2.9667,-0.0695,1085.9074,-2.2862,-11.6954,1088.5961,-2.4585,-2.0965,-0.0009,-0.6861,-0.0152,12.5574,LAUNCH,-1.604575,-0.904308,0.029300,-0.019777,0.093932,-0.341628,-0.049699,0.180755,-0.000462,0.001680,-0.000920,-0.691329,-0.015119,-0.000318,0.913671,0.571767,5.9083,0.8158,-0.0138,31.2743,4.5744,-0.0725,8.3674,1.3158,-0.0192,8.8151,-0.0186,-0.0949,0.012631,0.012192,-0.011355,-0.011352,-0.011882,-0.000110,0.000529,0.0000,0.0000,0.0000,-0.6978,7.5406,0.0003,-0.022043,-0.000342,0.000072,2.5430,0,1,0.0000,0.0000,0.022458,0.021773,-0.022313,-0.021628,1.000000,[],8.8186,8.8181,8.8181,-0.0186,-0.0950,343.0533,1,0.461443,31.2743,-0.0725,-4.5744,31.2743,-0.0725,-4.5744,31.2743,-0.0725,-4.5744,-0.025853,-0.593874,-0.013984,-1.4813,-34.0264,-0.8012,-0.000920,-0.682386,-0.015955,0.28723800,0.76995830,1200.8158,86.423299,-0.196421,-0.984322,-0.000170,-0.053290,-0.004352,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300002,1.7855,43.764632,0.041928,-0.262317,0.000222,-0.040170,-0.013955,0.001154,0.032510,1.598554,-0.001841,4393.526267,4259.896835,0.001653,0.028322,0.029999,-4.999998,4.999998
0.500,-3.9287,-3.9363,39.5267,39.9160,4393518.0828,4259899.8445,1795684.4204,1201.3385,9.4466,0.102274,5.8599,-0.002049,-0.1174,0.1164,0.1164,832.5502,39.9160,0.992213,-0.000251,0.124550,-0.000113,-0.0312,14.3095,-0.0170,-0.005122,-0.121519,-0.002988,-0.2935,-6.9625,-0.1712,1045.0117,-2.0867,-19.2869,1049.8584,-2.3710,-2.0219,-0.0012,-0.7375,-0.0199,12.5097,LAUNCH,-1.536204,-0.514268,0.025739,-0.013741,0.176374,-0.640725,-0.125865,0.457588,-0.001571,0.005712,-0.001222,-0.738609,-0.019735,-0.000401,0.891121,0.571684,9.4484,1.3385,-0.0220,39.4827,5.8652,-0.0913,8.2632,1.2340,-0.0209,8.5154,-0.0170,-0.1572,0.030924,0.029956,-0.029876,-0.029345,-0.030025,-0.000375,0.000415,0.0000,0.0000,0.0000,-0.6891,6.4406,0.0005,-0.040996,-0.000637,-0.000220,2.8260,0,1,0.0000,0.0000,0.041413,0.040139,-0.041852,-0.040578,1.000000,[],8.5198,8.5183,8.5183,-0.0170,-0.1572,343.0516,1,0.442752,39.4827,-0.0913,-5.8652,39.4826,-0.0913,-5.8653,39.4827,-0.0913,-5.8652,-0.034327,-0.636353,-0.018717,-1.9668,-36.4603,-1.0724,-0.001222,-0.729717,-0.020751,0.28723856,0.76995830,1201.3385,83.483842,-0.181164,-1.594720,-0.003597,-0.123030,-0.006128,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,1.4692,56.376427,-0.031262,-0.264556,-0.000345,-0.078564,0.034017,0.039753,0.002003,0.142414,-0.006607,4393.534275,4259.894665,-0.000947,0.030000,-0.030000,-4.999996,4.999997
0.600,-4.7296,-4.7415,47.6437,48.1121,4393517.6504,4259899.4111,1795688.7779,1201.9859,13.7982,0.087207,4.9966,-0.001761,-0.1009,0.1402,0.1402,1209.4758,48.1121,0.993115,-0.000607,0.117138,-0.000263,-0.0747,13.4539,-0.0392,-0.007680,-0.171285,-0.004739,-0.4401,-9.8139,-0.2715,1055.9933,-2.0682,-24.7296,1062.7406,-2.4001,-2.0467,-0.0004,-0.3356,-0.0140,12.4627,POWERED_ASCENT,-1.389297,-0.156543,0.020678,-0.006608,0.213024,-0.773384,-0.184569,0.670268,-0.002712,0.009852,-0.000385,-0.326621,-0.013787,-0.000483,0.868961,0.571602,13.8008,1.9859,-0.0321,47.5888,7.0758,-0.1118,8.3833,1.1559,-0.0250,8.6373,-0.0169,-0.2023,0.044540,0.043033,-0.044022,-0.042951,-0.043636,-0.000645,0.000150,0.0000,0.0000,0.0000,-0.6863,6.3439,0.0007,-0.048976,-0.000838,-0.000400,5.8710,0,1,0.0000,0.0000,0.049414,0.047737,-0.050214,-0.048537,1.000000,[],8.6426,8.6403,8.6403,-0.0169,-0.2023,343.0495,1,0.424285,47.5888,-0.1118,-7.0758,47.5888,-0.1118,-7.0759,47.5888,-0.1118,-7.0758,-0.010779,-0.282801,-0.014391,-0.6176,-16.2033,-0.8245,-0.000385,-0.323674,-0.014995,0.28723925,0.76995829,1201.9859,84.679553,-0.180314,-2.037248,-0.006155,-0.172796,-0.007879,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,1.5489,54.384054,0.109278,-0.119324,0.004436,-0.111698,0.026800,0.060129,0.000115,0.091402,0.021564,4393.531313,4259.900081,-0.004322,0.015255,-0.030000,-4.999998,4.999998
0.700,-5.6045,-5.6240,55.8520,56.4136,4393517.1344,4259898.8936,1795693.9517,1202.7510,18.9661,0.070994,4.0677,-0.001391,-0.0797,0.1644,0.1644,1662.7338,56.4136,0.994117,-0.001035,0.108309,-0.000475,-0.1267,12.4357,-0.0685,-0.007650,-0.175200,-0.005685,-0.4383,-10.0382,-0.3257,1053.9164,-2.0711,-28.8265,1062.7841,-2.4002,-2.0468,0.0004,0.2543,-0.0005,12.4154,POWERED_ASCENT,-1.193098,0.096114,0.014915,-0.000089,0.219003,-0.795095,-0.213261,0.774260,-0.003510,0.012746,0.000426,0.275692,-0.000255,-0.000565,0.846540,0.571519,18.9697,2.7509,-0.0444,55.8128,8.2097,-0.1364,8.5261,1.0663,-0.0305,8.6532,-0.0170,-0.2367,0.051097,0.049215,-0.050881,-0.049436,-0.050157,-0.000832,-0.000001,0.0000,0.0000,0.0000,-0.6921,6.3437,0.0009,-0.050091,-0.000945,-0.000448,3.4960,0,1,0.0000,0.0000,0.050588,0.048698,-0.051485,-0.049595,1.000000,[],8.6594,8.6562,8.6562,-0.0170,-0.2368,343.0470,1,0.405612,55.8128,-0.1364,-8.2097,55.8128,-0.1364,-8.2099,55.8128,-0.1364,-8.2097,0.011995,0.236964,-0.002731,0.6873,13.5770,-0.1565,0.000426,0.270579,-0.001634,0.28724006,0.76995829,1202.7510,84.835473,-0.181179,-2.374798,-0.006124,-0.176711,-0.008825,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,3.2091,72.609561,0.110188,-0.118670,0.030769,-0.070471,0.016557,0.060298,-0.000844,0.060040,0.022264,4393.543884,4259.898569,-0.029425,-0.030000,-0.022328,-4.999995,4.999995
0.800,-6.5647,-6.5966,64.1698,64.8412,4393516.5266,4259898.2832,1795699.9526,1203.6251,24.9640,0.058260,3.3380,-0.001033,-0.0592,0.1890,0.1890,2196.4459,64.8412,0.994928,-0.001417,0.100579,-0.000706,-0.1732,11.5449,-0.0988,-0.006187,-0.128787,-0.005231,-0.3545,-7.3790,-0.2997,1038.7232,-2.0821,-31.9221,1049.8772,-2.3711,-2.0220,0.0005,0.6909,0.0156,12.3675,POWERED_ASCENT,-1.008431,0.190439,0.009915,0.004173,0.192613,-0.699245,-0.207300,0.752612,-0.003769,0.013681,0.000461,0.721591,0.015812,-0.000649,0.823846,0.571436,24.9687,3.6250,-0.0595,64.1769,9.2557,-0.1662,8.6465,1.0056,-0.0356,8.5615,-0.0172,-0.2631,0.049657,0.047658,-0.049455,-0.047893,-0.048666,-0.000890,-0.000008,0.0000,0.0000,0.0000,-0.7017,6.3435,0.0013,-0.043968,-0.000905,-0.000398,3.5360,0,1,0.0000,0.0000,0.044475,0.042665,-0.045271,-0.043461,1.000000,[],8.5685,8.5644,8.5644,-0.0172,-0.2632,343.0442,1,0.386220,64.1769,-0.1662,-9.2557,64.1769,-0.1662,-9.2560,64.1769,-0.1662,-9.2557,0.012964,0.624442,0.011767,0.7428,35.7779,0.6742,0.000461,0.711648,0.014278,0.28724101,0.76995829,1203.6251,83.935763,-0.182710,-2.634093,-0.004662,-0.130298,-0.008370,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,1.9308,70.741048,0.148168,-0.112475,0.030882,-0.091610,0.015384,0.061693,-0.000758,0.055139,0.020126,4393.529111,4259.897738,-0.030000,-0.030000,-0.021389,-4.999996,4.999996
0.900,-7.5864,-7.6359,72.5840,73.3778,4393515.8194,4259897.5720,1795706.7886,1204.6001,31.8028,0.051891,2.9731,-0.000808,-0.0463,0.2139,0.2139,2812.5956,73.3778,0.995397,-0.001732,0.095821,-0.000892,-0.2112,10.9970,-0.1230,-0.005522,-0.062932,-0.003560,-0.3164,-3.6058,-0.2040,1074.6341,-2.1866,-35.8772,1088.6272,-2.4586,-2.0966,-0.0000,0.6427,0.0243,12.3191,POWERED_ASCENT,-0.889721,0.139119,0.007288,0.005042,0.156493,-0.567749,-0.178894,0.649188,-0.003485,0.012640,-0.000036,0.675007,0.024464,-0.000733,0.800965,0.571351,31.8087,4.6000,-0.0779,72.6592,10.2422,-0.2012,8.7657,1.0136,-0.0393,8.8923,-0.0181,-0.2969,0.042905,0.041048,-0.042612,-0.041191,-0.041939,-0.000820,0.000038,0.0000,0.0000,0.0000,-0.7176,6.3432,0.0017,-0.035641,-0.000763,-0.000366,3.9860,0,1,0.0000,0.0000,0.036038,0.034512,-0.036770,-0.035244,1.000000,[],8.9003,8.8953,8.8953,-0.0181,-0.2970,343.0411,1,0.378382,72.6592,-0.2012,-10.2422,72.6591,-0.2012,-10.2426,72.6592,-0.2012,-10.2422,-0.001005,0.588203,0.019631,-0.0576,33.7015,1.1248,-0.000036,0.668965,0.022689,0.28724209,0.76995829,1204.6001,87.180620,-0.191854,-2.965282,-0.003997,-0.064443,-0.006700,-0.052438,-0.014361,-0.052962,0.001525,-0.001511,-0.003140,0.300000,2.0877,88.628682,0.153981,-0.127693,0.038176,-0.037891,-0.020106,0.058907,-0.001214,-0.225316,0.034300,4393.544687,4259.895716,-0.030000,-0.030000,0.017694,-4.999997,4.999997
