time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5535,0.7767,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1212,-3.0222,23.2674,23.6695,4393518.4482,4259900.2268,1795679.3635,1200.4126,4.4481,0.157351,9.0155,-0.164931,-9.4499,0.0700,0.1000,301.1236,24.0046,0.991557,-0.000174,0.129663,-0.001186,-0.0387,14.9002,-0.1421,-0.000091,-0.023721,-0.032794,-0.0052,-1.3591,-1.8790,819.5338,3.7134,-4.7498,820.4584,-0.6746,-0.2727,-0.0000,-0.2262,-0.4039,12.6020,LAUNCH,-2.333090,-0.859418,2.242770,-1.573417,0.283705,-1.028926,-0.180873,0.657097,-0.004093,0.014886,-0.000020,-0.218588,-0.400190,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5449,2.4251,0.0029,6.2943,0.7326,0.0144,6.6292,0.0300,-0.0384,0.043238,0.042782,-0.044656,-0.041197,-0.042968,-0.000979,0.000042,-0.0000,4.0000,-0.0000,-0.7046,6.3442,0.0000,-0.064523,-0.002205,0.000012,2.2000,0,1,-0.4634,0.0070,0.066740,0.062330,-0.066717,-0.062307,1.000000,[],6.6316,6.6314,6.6314,0.0300,-0.0384,343.0546,1,0.469198,23.5449,0.0029,-2.4251,23.5449,0.0029,-2.4252,23.5449,-3.9971,-2.4251,-0.000535,-0.195201,-0.350170,-0.0307,-11.1842,-20.0633,-0.000020,-0.224726,-0.402752,16.45751220,44.11536098,1200.4126,65.076129,0.333555,-0.373607,0.002163,-0.022786,-0.034513,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8921,-3.7500,29.3927,29.8854,4393518.0973,4259899.8879,1795681.9983,1200.6913,7.1127,0.151047,8.6544,-0.124714,-7.1456,0.0879,0.1000,475.0160,30.1497,0.991773,-0.000543,0.127948,-0.003903,-0.1229,14.7017,-0.4668,-0.000266,-0.046458,-0.081707,-0.0152,-2.6618,-4.6815,788.9300,7.5818,-11.4551,791.1823,-0.6505,-0.2630,-0.0001,-0.3046,-0.7352,12.5659,LAUNCH,-2.343726,-0.458068,1.690838,-1.150509,0.298766,-1.083436,-0.273743,0.992904,-0.010219,0.037166,-0.000144,-0.289930,-0.728204,-0.000401,0.891121,0.571684,7.1140,0.6913,-0.0009,29.7196,3.1438,0.0171,6.1875,0.7443,-0.0075,6.3999,0.0615,-0.0929,0.066495,0.062590,-0.067265,-0.061398,-0.064437,-0.002443,0.000106,-0.0000,4.0000,-0.0000,-0.7010,6.3440,0.0000,-0.067529,-0.002688,-0.000002,2.1970,0,1,-0.3056,0.0329,0.070215,0.064839,-0.070219,-0.064843,1.000000,[],6.4031,6.4021,6.4021,0.0615,-0.0930,343.0537,1,0.459299,29.7196,0.0171,-3.1438,29.7196,0.0171,-3.1438,29.7196,-3.9829,-3.1438,-0.003919,-0.260937,-0.637585,-0.2245,-14.9506,-36.5309,-0.000144,-0.299961,-0.732185,16.45753627,44.11536099,1200.6913,62.827185,0.642249,-0.908297,0.001988,-0.045523,-0.083425,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6189,-4.4649,35.4208,35.9986,4393517.6713,4259899.4773,1795685.2383,1201.0417,10.3869,0.142328,8.1548,-0.090888,-5.2075,0.1056,0.1056,685.4929,36.2191,0.992121,-0.001345,0.124895,-0.009778,-0.3023,14.3471,-1.1674,-0.000990,-0.077650,-0.159371,-0.0567,-4.4490,-9.1313,796.8122,10.4330,-20.3795,800.9165,-0.6585,-0.2662,-0.0003,-0.3544,-0.9743,12.5305,POWERED_ASCENT,-2.254367,-0.280263,1.219317,-0.815921,0.310260,-1.125408,-0.298214,1.081518,-0.009981,0.036296,-0.000300,-0.331423,-0.964863,-0.000483,0.868961,0.571602,10.3889,1.0417,0.0009,35.7895,3.8739,0.0097,6.2494,0.7678,-0.1088,6.4822,0.0849,-0.1658,0.072136,0.068231,-0.072766,-0.067132,-0.070066,-0.002385,0.000117,0.0000,4.0000,0.0000,-0.6962,6.3439,-0.0000,-0.071904,-0.000874,-0.000053,2.2040,0,1,-0.1661,0.0155,0.072725,0.070977,-0.072830,-0.071082,1.000000,[],6.4870,6.4844,6.4844,0.0849,-0.1658,343.0525,1,0.447976,35.7895,0.0097,-3.8739,35.7895,0.0097,-3.8740,35.7895,-3.9903,-3.8739,-0.008044,-0.300050,-0.845394,-0.4609,-17.1916,-48.4375,-0.000300,-0.344546,-0.969287,16.45756586,44.11536101,1201.0417,63.633928,0.871497,-1.623096,0.001265,-0.076715,-0.161089,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.2729,-5.2477,41.5136,42.1749,4393517.1760,4259898.9926,1795689.0843,1201.4667,14.2710,0.130955,7.5032,-0.057488,-3.2938,0.1235,0.1235,938.1993,42.3733,0.992532,-0.002713,0.120354,-0.019705,-0.5976,13.8159,-2.3471,-0.001882,-0.103514,-0.239723,-0.1078,-5.9309,-13.7351,795.4876,8.8594,-25.9436,800.9482,-0.6586,-0.2662,-0.0005,-0.2924,-0.8557,12.4947,POWERED_ASCENT,-2.102810,-0.164263,0.764503,-0.523699,0.301781,-1.094805,-0.299839,1.087738,0.001118,-0.004065,-0.000481,-0.265857,-0.847600,-0.000565,0.846540,0.571519,14.2737,1.4667,-0.0023,41.9202,4.6271,-0.0971,6.3319,0.7634,-0.2909,6.4899,0.0723,-0.2117,0.069872,0.071123,-0.070306,-0.070121,-0.070355,0.000267,0.000142,-0.0000,4.0000,-0.0000,-0.6944,6.3437,0.0000,-0.066380,0.004413,-0.000007,2.1980,0,1,-0.0448,-0.1327,0.061960,0.070786,-0.061974,-0.070800,1.000000,[],6.4960,6.4921,6.4921,0.0723,-0.2117,343.0512,1,0.435467,41.9202,-0.0971,-4.6271,41.9202,-0.0971,-4.6272,41.9202,-4.0971,-4.6271,-0.012769,-0.241936,-0.743236,-0.7316,-13.8619,-42.5843,-0.000481,-0.277748,-0.850709,16.45760096,44.11536098,1201.4667,63.710059,0.747946,-2.073073,0.000372,-0.102579,-0.241441,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-5.8220,-6.1776,47.6829,48.4326,4393516.6202,4259898.4228,1795693.5440,1201.9671,18.7726,0.118033,6.7628,-0.023804,-1.3639,0.1418,0.1418,1235.6016,48.6289,0.992847,-0.004607,0.114585,-0.033229,-0.9863,13.1338,-3.9473,-0.003740,-0.127023,-0.302855,-0.2143,-7.2779,-17.3523,784.2228,4.7099,-30.8624,791.1928,-0.6505,-0.2630,-0.0010,-0.3041,-0.5965,12.4585,POWERED_ASCENT,-1.902737,-0.128161,0.326926,-0.277681,0.306191,-1.111137,-0.275680,1.000465,0.026923,-0.097820,-0.001017,-0.273179,-0.591886,-0.000649,0.823846,0.571436,18.7761,1.9671,-0.0245,48.1317,5.3760,-0.3825,6.4012,0.7310,-0.5404,6.4166,0.0385,-0.2525,0.058197,0.071649,-0.058385,-0.070535,-0.064692,0.006400,0.000231,-0.0000,4.0000,-0.0000,-0.6937,6.3435,0.0005,-0.059367,0.012271,0.000084,3.9020,0,1,0.0297,-0.4557,0.047180,0.071722,-0.047012,-0.071553,1.000000,[],6.4239,6.4188,6.4188,0.0385,-0.2526,343.0495,1,0.422054,48.1317,-0.3825,-5.3760,48.1317,-0.3825,-5.3762,48.1317,-4.3825,-5.3760,-0.027419,-0.247148,-0.519570,-1.5710,-14.1605,-29.7692,-0.001017,-0.284035,-0.593402,16.45764164,44.11536077,1201.9671,62.990857,0.416935,-2.473919,-0.001486,-0.126088,-0.304573,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.2365,-7.3179,53.9084,54.7591,4393516.0161,4259897.7501,1795698.6225,1202.5408,23.8977,0.103832,5.9492,0.009006,0.5160,0.1602,0.1602,1578.8413,54.9714,0.992951,-0.006961,0.107606,-0.049198,-1.4317,12.2988,-5.8274,-0.007370,-0.150627,-0.337405,-0.4223,-8.6303,-19.3319,811.8667,-2.4280,-34.8043,820.4760,-0.6746,-0.2727,-0.0017,-0.2976,-0.1854,12.4219,POWERED_ASCENT,-1.680437,-0.096739,-0.083687,-0.068603,0.306636,-1.113044,-0.246893,0.896270,0.058279,-0.211658,-0.001694,-0.263485,-0.186850,-0.000733,0.800965,0.571351,23.9021,2.5408,-0.0869,54.4114,6.0932,-0.9126,6.4753,0.6713,-0.8417,6.6623,-0.0199,-0.2856,0.044129,0.072410,-0.044134,-0.071133,-0.057951,0.013820,0.000318,-0.0000,4.0000,-0.0000,-0.6927,6.3432,0.0018,-0.051661,0.019913,0.000161,2.6680,0,1,0.0457,-0.9627,0.031908,0.071734,-0.031587,-0.071413,1.000000,[],6.6708,6.6646,6.6646,-0.0199,-0.2857,343.0477,1,0.407984,54.4114,-0.9126,-6.0932,54.4113,-0.9126,-6.0934,54.4114,-4.9126,-6.0932,-0.046072,-0.235721,-0.165040,-2.6397,-13.5058,-9.4561,-0.001694,-0.272033,-0.187135,16.45768795,44.11536019,1202.5408,65.401516,-0.156569,-2.798545,-0.005116,-0.149692,-0.339124,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
