time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.100000,0.000000,0.000000,5.7296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1729,0.3891,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7694,-0.7460,4.9748,5.0889,4393519.0296,4259900.7930,1795675.2109,1200.0145,0.2365,0.186722,10.6984,0.001857,0.1064,0.0148,0.1000,13.5340,5.0889,0.991432,0.004954,0.130525,-0.000652,0.5725,15.0000,0.0000,0.100000,-0.000001,0.000000,5.7296,-0.0001,0.0000,787.1446,-0.0001,-0.0100,787.1470,0.0000,0.0000,-0.0000,-0.0009,0.0000,12.7101,LAUNCH,-2.527102,-1.800992,-0.024944,0.018190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000925,0.000009,-0.000068,0.981680,0.572017,0.2366,0.0145,0.0000,5.0746,0.3817,0.0000,6.0957,0.6369,0.0000,6.3130,-0.0000,-0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3151,6.3151,6.3151,-0.0000,-0.0001,343.0559,1,0.622124,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,-0.000263,-0.000799,0.000008,-0.0151,-0.0458,0.0005,-0.000009,-0.000925,0.000009,0.28723711,0.76995830,1200.0145,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5555,-1.5081,10.8868,11.1002,4393518.9134,4259900.6804,1795676.0014,1200.0832,1.0403,0.170951,9.7947,0.003402,0.1949,0.0324,0.1000,64.3922,11.1002,0.991397,0.009905,0.130511,-0.001304,1.1449,14.9990,0.0000,0.099876,-0.000608,0.000012,5.7225,-0.0349,0.0007,807.0159,-0.0041,-0.2085,807.0633,0.0000,0.0000,-0.0001,-0.0193,0.0004,12.6751,LAUNCH,-2.330519,-1.655656,-0.045709,0.033325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000101,-0.019255,0.000388,-0.000147,0.960191,0.571938,1.0405,0.0832,0.0000,11.0545,1.0065,0.0000,6.5321,0.7576,0.0000,6.4902,-0.0000,-0.0017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7104,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.4925,6.4925,6.4925,-0.0000,-0.0017,343.0557,1,0.530345,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,-0.002848,-0.016646,0.000394,-0.1632,-0.9537,0.0226,-0.000101,-0.019225,0.000387,0.28723724,0.76995830,1200.0832,0.060000,2.3122,38.496049,-0.543889,0.012393,0.070292,-0.136913,-0.003482,0.161383,0.016241,0.129254,0.008497,4393.528733,4259.903695,0.024909,0.030000,-0.000776,-4.996612,0.019960
0.300,-2.3471,-2.2756,17.2428,17.5499,4393518.7183,4259900.4912,1795677.4047,1200.2202,2.4630,0.161606,9.2594,0.004822,0.2763,0.0512,0.1000,160.9586,17.5499,0.991350,0.014840,0.130385,-0.001951,1.7152,14.9854,0.0000,0.099230,-0.005470,0.000164,5.6855,-0.3134,0.0094,866.4846,-0.0362,-1.2337,866.7591,0.0000,0.0000,-0.0004,-0.1136,0.0034,12.6376,LAUNCH,-2.206982,-1.562663,-0.064759,0.047163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000407,-0.113558,0.003427,-0.000231,0.937188,0.571853,2.4634,0.2202,0.0000,17.4625,1.7497,0.0001,6.6866,0.8105,0.0001,6.9892,-0.0003,-0.0100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7081,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.9916,6.9916,6.9916,-0.0003,-0.0100,343.0552,1,0.491083,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,-0.011422,-0.098226,0.003495,-0.6545,-5.6279,0.2002,-0.000407,-0.113272,0.003419,0.28723746,0.76995830,1200.2202,0.300000,2.1368,37.234045,0.252340,0.942927,0.065156,-0.152943,0.020113,0.104153,0.024355,1.403660,0.021335,4393.524841,4259.910888,0.030000,0.030000,-0.029952,-4.999992,-4.999992
0.400,-3.1339,-3.0384,23.7588,24.1565,4393518.4441,4259900.2254,1795679.4562,1200.4351,4.5382,0.154548,8.8549,0.006119,0.3506,0.0704,0.1000,304.9449,24.1565,0.991353,0.019675,0.129713,-0.002574,2.2740,14.9090,0.0000,0.093814,-0.024683,0.000977,5.3752,-1.4143,0.0560,835.9601,-0.1616,-4.3130,836.9159,0.0000,0.0000,-0.0050,-0.3557,0.0141,12.5993,LAUNCH,-2.149534,-1.363497,-0.080556,0.054067,0.082971,-0.301766,-0.034461,0.125334,0.001519,-0.005524,-0.005041,-0.355657,0.014103,-0.000318,0.913671,0.571767,4.5390,0.4351,0.0000,24.0221,2.5448,0.0002,6.4235,0.7607,0.0003,6.7635,-0.0013,-0.0349,0.014317,0.015043,-0.001435,-0.002161,-0.008239,0.000363,0.006441,0.0000,0.0000,0.0000,-0.7039,6.3442,-0.0000,-0.011197,0.000481,0.008159,2.9100,0,1,0.0000,0.0000,0.018875,0.019837,-0.002558,-0.003520,1.000000,[],6.7659,6.7658,6.7658,-0.0013,-0.0349,343.0545,1,0.476369,24.0221,0.0002,-2.5448,24.0221,0.0002,-2.5448,24.0221,0.0002,-2.5448,-0.141596,-0.307690,0.014464,-8.1128,-17.6293,0.8288,-0.005041,-0.354285,0.014052,0.28723779,0.76995830,1200.4351,0.300000,1.9612,35.950789,-0.005641,0.305479,0.067353,-0.034082,-0.026130,-0.005174,0.034531,1.601372,-0.004341,4393.525099,4259.900392,0.030000,0.025111,0.030000,-4.999997,-4.999997
0.500,-3.9020,-3.7827,30.0136,30.5016,4393518.0921,4259899.8842,1795682.1467,1200.7272,7.2568,0.147395,8.4451,0.007046,0.4037,0.0889,0.1000,486.1696,30.5016,0.991556,0.023728,0.127450,-0.003049,2.7417,14.6487,0.0001,0.063220,-0.071763,0.003473,3.6222,-4.1117,0.1990,804.7014,-0.4649,-10.7445,807.0590,0.0000,0.0000,-0.0187,-0.7343,0.0376,12.5625,LAUNCH,-2.106717,-1.107587,-0.091160,0.056659,0.159530,-0.579923,-0.083006,0.301893,0.003126,-0.011368,-0.018720,-0.734349,0.037566,-0.000401,0.891121,0.571684,7.2582,0.7272,0.0000,30.3236,3.2910,0.0004,6.3204,0.7509,0.0009,6.5296,-0.0038,-0.0872,0.029981,0.031476,-0.008215,-0.009710,-0.019846,0.000747,0.010883,0.0000,0.0000,0.0000,-0.6965,6.3440,-0.0000,-0.025686,0.000859,0.011489,2.8320,0,1,0.0000,0.0000,0.036316,0.038034,-0.013338,-0.015056,1.000000,[],6.5324,6.5319,6.5319,-0.0038,-0.0872,343.0536,1,0.462261,30.3236,0.0004,-3.2910,30.3236,0.0004,-3.2911,30.3236,0.0004,-3.2910,-0.525861,-0.634994,0.036954,-30.1296,-36.3825,2.1173,-0.018720,-0.730038,0.037379,0.28723822,0.76995830,1200.7272,0.300000,1.4397,44.712163,-0.129640,0.310240,0.004111,-0.072262,0.042952,0.034713,0.018202,0.556108,-0.011406,4393.531122,4259.902327,0.030000,0.030000,-0.030000,-4.796390,-4.935856
0.600,-4.6566,-4.5131,36.1686,36.7453,4393517.6642,4259899.4694,1795685.4551,1201.0930,10.5978,0.134826,7.7249,0.006829,0.3913,0.1071,0.1071,705.5529,36.7453,0.992198,0.025168,0.122070,-0.003081,2.9063,14.0276,0.0019,-0.012534,-0.147042,0.008224,-0.7181,-8.4249,0.4712,812.7857,-0.8119,-18.8374,816.9865,0.0000,0.0000,-0.0320,-0.8794,0.0599,12.5264,POWERED_ASCENT,-2.011969,-0.722524,-0.086715,0.049244,0.226061,-0.820519,-0.152241,0.553489,0.004329,-0.015740,-0.032032,-0.879419,0.059938,-0.000483,0.868961,0.571602,10.5998,1.0930,0.0001,36.5239,4.0276,0.0014,6.3993,0.7222,0.0024,6.6142,-0.0066,-0.1533,0.046365,0.048433,-0.024200,-0.026268,-0.036317,0.001034,0.011083,0.0000,0.0000,0.0000,-0.6861,6.3439,-0.0000,-0.042007,0.001134,0.010241,2.9440,0,1,0.0000,0.0000,0.051114,0.053381,-0.030633,-0.032900,1.000000,[],6.6183,6.6165,6.6165,-0.0066,-0.1533,343.0524,1,0.448675,36.5239,0.0014,-4.0276,36.5239,0.0014,-4.0277,36.5239,0.0014,-4.0276,-0.899802,-0.758542,0.050152,-51.5549,-43.4613,2.8735,-0.032032,-0.870324,0.059546,0.28723874,0.76995830,1201.0930,0.300000,1.8090,40.534542,0.054947,0.200402,-0.033060,-0.106146,0.028339,0.057336,0.005056,0.153809,0.014678,4393.528934,4259.902517,0.030000,0.029990,-0.030000,-2.597884,-4.515006
0.700,-5.4472,-5.2765,42.3898,43.0629,4393517.1595,4259898.9804,1795689.3823,1201.5317,14.5625,0.116420,6.6704,0.005131,0.2940,0.1255,0.1255,968.9772,43.0629,0.993328,0.022399,0.113099,-0.002453,2.5849,12.9911,0.0114,-0.096706,-0.208132,0.012047,-5.5409,-11.9251,0.6903,811.4257,-0.8049,-23.6216,817.0188,0.0000,0.0000,-0.0235,-0.4558,0.0466,12.4899,POWERED_ASCENT,-1.837067,-0.272646,-0.062594,0.027878,0.271864,-0.986432,-0.226510,0.822208,0.005522,-0.020070,-0.023471,-0.455750,0.046600,-0.000565,0.846540,0.571519,14.5653,1.5317,0.0004,42.8016,4.7361,0.0037,6.5083,0.6439,0.0052,6.6225,-0.0066,-0.1928,0.058923,0.061554,-0.045246,-0.047878,-0.053400,0.001316,0.006838,0.0000,0.0000,0.0000,-0.6798,6.3437,-0.0000,-0.057208,0.001370,0.005306,2.9570,0,1,0.0000,0.0000,0.061144,0.063884,-0.050532,-0.053272,1.000000,[],6.6276,6.6248,6.6248,-0.0066,-0.1929,343.0510,1,0.434976,42.8016,0.0037,-4.7361,42.8016,0.0037,-4.7362,42.8016,0.0037,-4.7361,-0.659359,-0.387255,0.020793,-37.7785,-22.1881,1.1913,-0.023471,-0.442393,0.046145,0.28723937,0.76995830,1201.5317,0.300000,1.6918,46.521314,0.065939,0.155063,-0.115181,-0.127978,0.030144,0.069488,0.003154,0.109119,0.012402,4393.535193,4259.903218,0.030000,-0.004185,-0.030000,4.999793,-2.218340
0.800,-6.3145,-6.1102,48.6919,49.4784,4393516.5722,4259898.4117,1795693.9363,1202.0378,19.1606,0.096089,5.5055,0.002773,0.1589,0.1442,0.1442,1279.1354,49.4784,0.994624,0.016426,0.102227,-0.001402,1.8957,11.7359,0.0334,-0.133927,-0.219192,0.011924,-7.6735,-12.5588,0.6832,799.9258,-0.5173,-27.3081,807.0698,0.0000,0.0000,0.0009,0.2318,0.0068,12.4529,POWERED_ASCENT,-1.608805,0.105056,-0.030477,0.003074,0.293790,-1.066138,-0.278264,1.009864,0.006084,-0.022104,0.000887,0.231820,0.006782,-0.000649,0.823846,0.571436,19.1642,2.0377,0.0010,49.1863,5.3678,0.0088,6.6102,0.5449,0.0093,6.5480,-0.0042,-0.2235,0.064881,0.067773,-0.062783,-0.065674,-0.065278,0.001446,0.001049,0.0000,0.0000,0.0000,-0.6800,6.3435,-0.0000,-0.067202,0.001445,-0.000220,2.8540,0,1,0.0000,0.0000,0.065537,0.068427,-0.065977,-0.068867,1.000000,[],6.5541,6.5503,6.5503,-0.0042,-0.2236,343.0493,1,0.420880,49.1863,0.0088,-5.3678,49.1863,0.0088,-5.3679,49.1863,0.0088,-5.3678,0.024836,0.216607,-0.022828,1.4230,12.4107,-1.3079,0.000887,0.249545,0.006447,0.28724009,0.76995830,1202.0378,0.300000,1.4238,52.699211,0.115824,0.073162,-0.172769,-0.147710,0.021618,0.074830,0.002240,0.061465,0.007141,4393.526056,4259.899835,0.030000,-0.030000,-0.017785,-3.067309,-3.551378
0.900,-7.2717,-7.0257,55.0623,55.9829,4393515.8936,4259897.7556,1795699.1227,1202.6019,24.4010,0.079341,4.5459,0.000899,0.0515,0.1632,0.1632,1637.4708,55.9829,0.995672,0.010342,0.092353,-0.000426,1.1959,10.5980,0.0619,-0.102595,-0.167746,0.008097,-5.8782,-9.6111,0.4639,828.1038,-0.1290,-30.2114,836.9338,0.0000,0.0000,0.0209,0.8853,-0.0371,12.4156,POWERED_ASCENT,-1.390358,0.313413,-0.005936,-0.013150,0.309890,-1.124903,-0.295253,1.071764,0.005712,-0.020743,0.020891,0.885329,-0.037145,-0.000733,0.800965,0.571351,24.4056,2.6019,0.0023,55.6709,5.9023,0.0179,6.7165,0.4784,0.0132,6.7991,-0.0011,-0.2480,0.065477,0.068185,-0.070049,-0.072757,-0.069117,0.001354,-0.002286,0.0000,0.0000,0.0000,-0.6925,6.3432,-0.0000,-0.068560,0.001270,-0.002631,2.9270,0,1,0.0000,0.0000,0.064659,0.067199,-0.069921,-0.072461,1.000000,[],6.8059,6.8014,6.8014,-0.0011,-0.2481,343.0475,1,0.406364,55.6709,0.0179,-5.9023,55.6709,0.0179,-5.9025,55.6709,0.0179,-5.9023,0.586778,0.793794,-0.049326,33.6199,45.4810,-2.8262,0.020891,0.907486,-0.037239,0.28724092,0.76995830,1202.6019,0.300000,1.4337,64.618233,0.126510,0.072284,-0.156597,-0.109541,0.006954,0.071759,0.001961,0.003382,0.017580,4393.537062,4259.900631,0.030000,-0.030000,0.000803,-1.139494,-3.411439
