time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.100000,0.000000,0.000000,5.7296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1729,0.3891,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7694,-0.7460,4.9748,5.0889,4393519.0296,4259900.7930,1795675.2109,1200.0145,0.2365,0.186722,10.6984,0.001857,0.1064,0.0148,0.1000,13.5340,5.0889,0.991432,0.004954,0.130525,-0.000652,0.5725,15.0000,0.0000,0.100000,-0.000001,0.000000,5.7296,-0.0001,0.0000,787.1446,-0.0001,-0.0100,787.1470,0.0000,0.0000,-0.0000,-0.0009,0.0000,12.7101,LAUNCH,-2.527102,-1.800992,-0.024944,0.018190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000925,0.000009,-0.000068,0.981680,0.572017,0.2366,0.0145,0.0000,5.0746,0.3817,0.0000,6.0957,0.6369,0.0000,6.3130,-0.0000,-0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3151,6.3151,6.3151,-0.0000,-0.0001,343.0559,1,0.622124,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,-0.000263,-0.000799,0.000008,-0.0151,-0.0458,0.0005,-0.000009,-0.000925,0.000009,0.28723711,0.76995830,1200.0145,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5555,-1.5081,10.8868,11.1002,4393518.9134,4259900.6804,1795676.0014,1200.0832,1.0403,0.170951,9.7947,0.003402,0.1949,0.0324,0.1000,64.3922,11.1002,0.991397,0.009905,0.130511,-0.001304,1.1449,14.9990,0.0000,0.099876,-0.000608,0.000012,5.7225,-0.0349,0.0007,807.0159,-0.0041,-0.2085,807.0633,0.0000,0.0000,-0.0001,-0.0193,0.0004,12.6751,LAUNCH,-2.330519,-1.655656,-0.045709,0.033325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000101,-0.019255,0.000388,-0.000147,0.960191,0.571938,1.0405,0.0832,0.0000,11.0545,1.0065,0.0000,6.5321,0.7576,0.0000,6.4902,-0.0000,-0.0017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7104,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.4925,6.4925,6.4925,-0.0000,-0.0017,343.0557,1,0.530345,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,-0.002848,-0.016646,0.000394,-0.1632,-0.9537,0.0226,-0.000101,-0.019225,0.000387,0.28723724,0.76995830,1200.0832,0.060000,5.3129,38.496049,-0.543889,0.012393,0.070292,-0.136913,-0.003482,0.161383,0.016241,0.129254,0.008497,4393.528733,4259.903695,0.024909,0.030000,-0.000776,-4.996612,0.019960
0.300,-2.3471,-2.2756,17.2428,17.5499,4393518.7183,4259900.4912,1795677.4047,1200.2202,2.4630,0.161606,9.2594,0.004822,0.2763,0.0512,0.1000,160.9586,17.5499,0.991350,0.014840,0.130385,-0.001951,1.7152,14.9854,0.0000,0.099230,-0.005470,0.000164,5.6855,-0.3134,0.0094,866.4846,-0.0362,-1.2337,866.7591,0.0000,0.0000,-0.0004,-0.1136,0.0034,12.6376,LAUNCH,-2.206982,-1.562663,-0.064759,0.047163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000407,-0.113558,0.003427,-0.000231,0.937188,0.571853,2.4634,0.2202,0.0000,17.4625,1.7497,0.0001,6.6866,0.8106,0.0001,6.9892,-0.0003,-0.0100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7081,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.9916,6.9916,6.9916,-0.0003,-0.0100,343.0552,1,0.491083,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,-0.011422,-0.098226,0.003495,-0.6545,-5.6279,0.2002,-0.000407,-0.113272,0.003419,0.28723746,0.76995830,1200.2202,0.300000,1.7957,37.234045,0.252340,0.942927,0.065156,-0.152943,0.020113,0.104153,0.024355,1.403660,0.021335,4393.524841,4259.910888,0.030000,0.030000,-0.029952,-4.999992,-4.999992
0.400,-3.1338,-3.0383,23.7588,24.1565,4393518.4441,4259900.2254,1795679.4562,1200.4351,4.5382,0.154546,8.8548,0.006120,0.3507,0.0704,0.1000,304.9445,24.1565,0.991353,0.019679,0.129714,-0.002575,2.2745,14.9091,0.0000,0.092534,-0.024111,0.000953,5.3018,-1.3815,0.0546,835.9601,-0.1585,-4.3882,836.9159,0.0000,0.0000,-0.0079,-0.3200,0.0126,12.5993,LAUNCH,-2.187023,-1.226983,-0.079016,0.048403,0.193541,-0.702905,-0.072036,0.261992,0.003083,-0.011212,-0.007871,-0.320047,0.012626,-0.000318,0.913671,0.571767,4.5390,0.4351,0.0000,24.0220,2.5449,0.0002,6.4229,0.7630,0.0004,6.7635,-0.0013,-0.0355,0.027481,0.028955,-0.005490,-0.006964,-0.017223,0.000737,0.010996,0.0000,0.0000,0.0000,-0.7040,6.3442,-0.0000,-0.030676,0.001213,0.014007,4.6540,0,1,0.0000,0.0000,0.043470,0.045897,-0.015456,-0.017883,1.000000,[],6.7659,6.7658,6.7658,-0.0013,-0.0355,343.0545,1,0.476370,24.0220,0.0002,-2.5449,24.0220,0.0002,-2.5449,24.0220,0.0002,-2.5449,-0.221098,-0.276737,0.013099,-12.6680,-15.8559,0.7505,-0.007871,-0.318651,0.012575,0.28723779,0.76995830,1200.4351,0.300000,1.8785,35.950789,-0.005641,0.305479,0.067353,-0.034082,-0.026130,-0.005174,0.034531,1.601372,-0.004341,4393.525099,4259.900392,0.030000,0.025111,0.030000,-4.999997,-4.999997
0.500,-3.9004,-3.7809,30.0136,30.5013,4393518.0922,4259899.8842,1795682.1467,1200.7273,7.2568,0.147676,8.4612,0.006970,0.3994,0.0889,0.1000,486.1578,30.5013,0.991541,0.023418,0.127628,-0.003013,2.7060,14.6692,0.0002,0.050755,-0.063081,0.003078,2.9081,-3.6142,0.1763,804.7016,-0.4468,-11.1125,807.0590,0.0000,0.0000,-0.0226,-0.5705,0.0309,12.5625,LAUNCH,-2.178974,-0.860448,-0.087613,0.046663,0.286667,-1.039636,-0.152302,0.553786,0.005702,-0.020738,-0.022567,-0.570464,0.030937,-0.000401,0.891121,0.571684,7.2581,0.7273,0.0001,30.3229,3.2934,0.0006,6.3169,0.7641,0.0014,6.5296,-0.0036,-0.0902,0.048477,0.051203,-0.021523,-0.024250,-0.036363,0.001363,0.013477,0.0000,0.0000,0.0000,-0.6978,6.3440,-0.0000,-0.055209,0.001535,0.010681,2.9110,0,1,0.0000,0.0000,0.064355,0.067424,-0.042993,-0.046062,1.000000,[],6.5325,6.5319,6.5319,-0.0036,-0.0902,343.0536,1,0.462246,30.3229,0.0006,-3.2934,30.3229,0.0006,-3.2934,30.3229,0.0006,-3.2934,-0.633909,-0.492331,0.029892,-36.3203,-28.2085,1.7127,-0.022567,-0.566005,0.030758,0.28723822,0.76995830,1200.7273,0.300000,1.6012,41.316970,-0.136172,0.311255,-0.032303,-0.060040,0.034723,0.049010,0.012895,0.336742,-0.011325,4393.529821,4259.901920,0.030000,0.029997,-0.030000,-1.597522,-3.941194
0.600,-4.6456,-4.5016,36.1690,36.7429,4393517.6648,4259899.4700,1795685.4551,1201.0938,10.5976,0.136776,7.8367,0.006630,0.3799,0.1071,0.1071,705.4609,36.7429,0.992078,0.024125,0.123247,-0.002968,2.7865,14.1632,0.0034,-0.024219,-0.111165,0.006769,-1.3877,-6.3693,0.3879,812.7870,-0.7648,-20.0780,816.9865,0.0000,0.0000,-0.0244,-0.4318,0.0470,12.5264,POWERED_ASCENT,-2.144751,-0.354822,-0.081702,0.038654,0.327883,-1.189636,-0.261016,0.946960,0.006801,-0.024730,-0.024362,-0.431815,0.047041,-0.000483,0.868961,0.571602,10.5996,1.0938,0.0002,36.5198,4.0430,0.0019,6.3877,0.7667,0.0034,6.6143,-0.0062,-0.1634,0.068435,0.071684,-0.051240,-0.054489,-0.061462,0.001624,0.008597,0.0000,0.0000,0.0000,-0.6911,6.3439,-0.0000,-0.070069,0.001661,0.005137,2.9550,0,1,0.0000,0.0000,0.073545,0.076866,-0.063271,-0.066592,1.000000,[],6.6185,6.6165,6.6165,-0.0062,-0.1634,343.0524,1,0.448596,36.5198,0.0019,-4.0430,36.5198,0.0019,-4.0431,36.5198,0.0019,-4.0430,-0.684342,-0.368015,0.038099,-39.2099,-21.0857,2.1829,-0.024362,-0.422120,0.046672,0.28723874,0.76995830,1201.0938,0.300000,1.8991,36.560729,0.076680,0.200393,-0.033048,-0.082869,0.026418,0.077547,0.004653,0.112223,0.014914,4393.528153,4259.902359,0.030000,0.029981,-0.030000,1.233233,-3.741806
0.700,-5.4046,-5.2328,42.3916,43.0540,4393517.1625,4259898.9835,1795689.3824,1201.5358,14.5614,0.123010,7.0480,0.005113,0.2930,0.1255,0.1255,968.5757,43.0540,0.992888,0.021524,0.117068,-0.002372,2.4861,13.4486,0.0195,-0.074212,-0.131963,0.009961,-4.2520,-7.5609,0.5707,811.4310,-0.7853,-25.8669,817.0188,0.0000,0.0000,-0.0079,-0.0371,0.0384,12.4899,POWERED_ASCENT,-2.012517,-0.022211,-0.061102,0.022987,0.334461,-1.213768,-0.316715,1.149186,0.006937,-0.025213,-0.007867,-0.037112,0.038410,-0.000565,0.846540,0.571519,14.5641,1.5358,0.0005,42.7861,4.7951,0.0053,6.4822,0.7478,0.0074,6.6225,-0.0064,-0.2111,0.075268,0.078573,-0.069844,-0.073150,-0.074209,0.001653,0.002712,0.0000,0.0000,0.0000,-0.6908,6.3437,-0.0000,-0.076058,0.001599,0.000613,2.8620,0,1,0.0000,0.0000,0.075072,0.078271,-0.073845,-0.077044,1.000000,[],6.6282,6.6248,6.6248,-0.0064,-0.2112,343.0509,1,0.434746,42.7861,0.0053,-4.7951,42.7861,0.0053,-4.7952,42.7861,0.0053,-4.7951,-0.221015,-0.020341,0.023670,-12.6632,-1.1655,1.3562,-0.007867,-0.022485,0.037965,0.28723937,0.76995830,1201.5358,0.300000,1.6851,46.352776,0.093646,0.121232,-0.086459,-0.050100,0.026789,0.094323,0.003379,0.100665,0.012964,4393.535187,4259.902746,0.030000,-0.030000,-0.028611,4.999992,-1.494596
0.800,-6.1980,-5.9919,48.6980,49.4552,4393516.5827,4259898.4225,1795693.9367,1202.0523,19.1568,0.109797,6.2909,0.003234,0.1853,0.1442,0.1442,1277.9360,49.4552,0.993696,0.017635,0.110698,-0.001509,2.0394,12.7122,0.0532,-0.077924,-0.119827,0.011322,-4.4647,-6.8656,0.6487,799.9388,-0.6196,-31.1062,807.0700,0.0000,0.0000,0.0050,0.2484,0.0155,12.4529,POWERED_ASCENT,-1.834288,0.112661,-0.036538,0.007039,0.316062,-1.147059,-0.320674,1.163825,0.006271,-0.022783,0.004961,0.248369,0.015518,-0.000649,0.823846,0.571436,19.1604,2.0523,0.0014,49.1452,5.5288,0.0126,6.5666,0.7280,0.0136,6.5481,-0.0051,-0.2546,0.073293,0.076273,-0.073761,-0.076741,-0.075017,0.001490,-0.000234,0.0000,0.0000,0.0000,-0.6945,6.3435,-0.0000,-0.072142,0.001313,-0.000509,3.0550,0,1,0.0000,0.0000,0.070319,0.072946,-0.071337,-0.073964,1.000000,[],6.5553,6.5504,6.5504,-0.0051,-0.2547,343.0493,1,0.420514,49.1452,0.0126,-5.5288,49.1452,0.0126,-5.5289,49.1452,0.0126,-5.5288,0.139304,0.233921,0.004172,7.9815,13.4027,0.2390,0.004961,0.268559,0.015116,0.28724009,0.76995830,1202.0523,0.300000,2.5684,54.703232,0.118226,0.065949,-0.094891,-0.060914,0.012243,0.098318,0.002540,0.036278,0.007308,4393.526463,4259.899796,0.030000,-0.030000,-0.010687,-4.999997,-3.408477
0.900,-7.0257,-6.7759,55.0783,55.9365,4393515.9218,4259897.7843,1795699.1243,1202.6409,24.3911,0.099408,5.6957,0.001608,0.0921,0.1631,0.1631,1634.7465,55.9365,0.994324,0.014227,0.105432,-0.000660,1.6500,12.1040,0.0988,-0.060660,-0.090748,0.010762,-3.4755,-5.1995,0.6166,828.1289,-0.3503,-36.1305,836.9341,0.0000,0.0000,0.0062,0.3285,-0.0102,12.4156,POWERED_ASCENT,-1.665528,0.116494,-0.016148,-0.003622,0.277497,-1.007334,-0.296518,1.076352,0.004897,-0.017784,0.006175,0.328524,-0.010214,-0.000733,0.800965,0.571351,24.3957,2.6409,0.0032,55.5870,6.2430,0.0259,6.6593,0.7286,0.0210,6.7993,-0.0029,-0.2966,0.067825,0.070147,-0.068674,-0.070996,-0.069410,0.001161,-0.000424,0.0000,0.0000,0.0000,-0.7011,6.3432,-0.0001,-0.063987,0.000835,-0.000191,3.0400,0,1,0.0000,0.0000,0.062961,0.064631,-0.063343,-0.065013,1.000000,[],6.8081,6.8016,6.8016,-0.0029,-0.2967,343.0474,1,0.405897,55.5870,0.0259,-6.2430,55.5870,0.0259,-6.2432,55.5870,0.0259,-6.2430,0.173436,0.310226,-0.014515,9.9372,17.7747,-0.8316,0.006175,0.355022,-0.010470,0.28724092,0.76995830,1202.6409,0.300000,1.3512,68.453649,0.125823,0.081855,-0.026520,-0.028401,0.004258,0.095831,0.002258,0.007536,0.017868,4393.538593,4259.900958,-0.030000,-0.030000,0.002707,-4.999992,-4.132614
