time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5536,0.7761,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1216,-3.0226,23.2673,23.6696,4393518.4482,4259900.2267,1795679.3635,1200.4126,4.4481,0.157326,9.0141,-0.164931,-9.4498,0.0700,0.1000,301.1260,24.0047,0.991561,-0.000175,0.129638,-0.001186,-0.0388,14.8973,-0.1421,-0.000168,-0.026754,-0.032817,-0.0096,-1.5329,-1.8803,819.5338,3.7175,-4.4323,820.4584,-0.6746,-0.2727,-0.0001,-0.3812,-0.4059,12.6020,LAUNCH,-2.167627,-1.459389,2.244826,-1.580933,0.036659,-0.133327,-0.015407,0.056034,-0.002022,0.007355,-0.000124,-0.371193,-0.402108,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5451,2.4246,0.0029,6.2966,0.7237,0.0145,6.6292,0.0301,-0.0359,0.004014,0.003862,-0.004320,-0.002538,-0.003684,-0.000483,0.000254,-0.0000,4.0000,-0.0000,-0.7041,6.3442,0.0000,-0.007953,-0.000748,0.000063,2.1420,0,1,-0.4648,0.0071,0.008765,0.007268,-0.008638,-0.007142,1.000000,[],6.6316,6.6314,6.6314,0.0301,-0.0359,343.0546,1,0.469200,23.5451,0.0029,-2.4246,23.5451,0.0029,-2.4246,23.5451,-3.9971,-2.4246,-0.003464,-0.329932,-0.351842,-0.1985,-18.9037,-20.1591,-0.000124,-0.379835,-0.404672,16.45751220,44.11536098,1200.4126,65.076128,0.333880,-0.348417,0.002086,-0.025819,-0.034536,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8991,-3.7566,29.3924,29.8869,4393518.0970,4259899.8877,1795681.9983,1200.6909,7.1128,0.149849,8.5857,-0.124683,-7.1438,0.0879,0.1000,475.0625,30.1511,0.991870,-0.000557,0.127197,-0.003914,-0.1244,14.6149,-0.4681,-0.000645,-0.078296,-0.082346,-0.0370,-4.4860,-4.7181,788.9290,7.6083,-10.2803,791.1823,-0.6505,-0.2630,-0.0003,-0.8364,-0.7480,12.5659,LAUNCH,-2.097305,-1.285107,1.695942,-1.170365,0.085484,-0.310903,-0.040366,0.146811,-0.004637,0.016864,-0.000293,-0.813557,-0.740917,-0.000401,0.891121,0.571684,7.1141,0.6909,-0.0009,29.7221,3.1345,0.0171,6.1981,0.7049,-0.0078,6.3999,0.0617,-0.0834,0.010555,0.009180,-0.010964,-0.007905,-0.009651,-0.001109,0.000216,-0.0000,4.0000,-0.0000,-0.6961,6.3440,0.0000,-0.018334,-0.001991,-0.000113,2.1450,0,1,-0.3238,0.0330,0.020211,0.016229,-0.020438,-0.016456,1.000000,[],6.4029,6.4021,6.4021,0.0617,-0.0834,343.0537,1,0.459395,29.7221,0.0171,-3.1345,29.7221,0.0171,-3.1345,29.7221,-3.9829,-3.1345,-0.008044,-0.723967,-0.648702,-0.4609,-41.4802,-37.1679,-0.000293,-0.832230,-0.744910,16.45753627,44.11536099,1200.6909,62.827112,0.644356,-0.814807,0.001609,-0.077361,-0.084065,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6543,-4.4996,35.4196,36.0063,4393517.6692,4259899.4753,1795685.2382,1201.0389,10.3877,0.136118,7.7990,-0.090734,-5.1987,0.1056,0.1056,685.7843,36.2268,0.992586,-0.001399,0.121140,-0.009844,-0.3047,13.9135,-1.1737,-0.001250,-0.171387,-0.160955,-0.0716,-9.8197,-9.2220,796.8078,10.4072,-17.7976,800.9165,-0.6585,-0.2662,0.0002,-1.1886,-0.9679,12.5305,POWERED_ASCENT,-1.964144,-0.975009,1.215971,-0.810193,0.139553,-0.507485,-0.084690,0.307974,-0.011061,0.040224,0.000237,-1.153481,-0.958496,-0.000483,0.868961,0.571602,10.3897,1.0389,0.0009,35.8024,3.8260,0.0094,6.2791,0.6549,-0.1111,6.4821,0.0847,-0.1448,0.022353,0.017973,-0.023398,-0.017207,-0.020233,-0.002643,-0.000070,0.0000,4.0000,0.0000,-0.6826,6.3439,-0.0000,-0.028894,-0.003907,-0.000540,2.2440,0,1,-0.2441,0.0151,0.032260,0.024447,-0.033340,-0.025527,1.000000,[],6.4865,6.4843,6.4843,0.0847,-0.1448,343.0526,1,0.448266,35.8024,0.0094,-3.8260,35.8024,0.0094,-3.8261,35.8024,-3.9906,-3.8260,0.007495,-1.027979,-0.839967,0.4294,-58.8989,-48.1266,0.000237,-1.180050,-0.962911,16.45756587,44.11536101,1201.0389,63.633575,0.869444,-1.417047,0.001005,-0.170452,-0.162673,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.3890,-5.3637,41.5090,42.1996,4393517.1669,4259898.9836,1795689.0840,1201.4544,14.2743,0.114208,6.5436,-0.057291,-3.2825,0.1236,0.1236,939.3016,42.3982,0.993718,-0.002746,0.110120,-0.019785,-0.5764,12.6355,-2.3451,0.001432,-0.268334,-0.237062,0.0821,-15.3744,-13.5827,795.4735,8.5694,-21.2962,800.9481,-0.6586,-0.2662,0.0024,-0.9561,-0.7266,12.4947,POWERED_ASCENT,-1.720193,-0.568999,0.740336,-0.443583,0.208657,-0.757563,-0.135652,0.493087,-0.020533,0.074635,0.002384,-0.922000,-0.718776,-0.000565,0.846540,0.571519,14.2770,1.4543,-0.0024,41.9623,4.4684,-0.0995,6.3913,0.5245,-0.2933,6.4898,0.0699,-0.1737,0.036134,0.027272,-0.038309,-0.027598,-0.032328,-0.004893,-0.000625,-0.0000,4.0000,-0.0000,-0.6703,6.3437,0.0000,-0.041378,-0.006717,-0.001186,2.1650,0,1,-0.2653,-0.1359,0.046909,0.033475,-0.049282,-0.035847,1.000000,[],6.4947,6.4920,6.4920,0.0699,-0.1738,343.0512,1,0.436071,41.9623,-0.0995,-4.4684,41.9623,-0.0995,-4.4685,41.9623,-4.0995,-4.4684,0.068866,-0.824139,-0.630082,3.9457,-47.2197,-36.1010,0.002384,-0.944049,-0.721802,16.45760099,44.11536098,1201.4544,63.708931,0.724732,-1.701118,0.003687,-0.267399,-0.238781,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-6.1097,-6.4632,47.6678,48.4904,4393516.5918,4259898.3946,1795693.5428,1201.9284,18.7827,0.087093,4.9901,-0.024607,-1.4099,0.1419,0.1419,1238.5546,48.6869,0.994924,-0.004181,0.095050,-0.032775,-0.8490,10.8863,-3.8544,0.012539,-0.325847,-0.278293,0.7184,-18.6697,-15.9450,784.1924,3.9804,-22.8570,791.1925,-0.6505,-0.2630,0.0059,-0.2712,-0.1759,12.4585,POWERED_ASCENT,-1.401592,-0.115873,0.281764,-0.080472,0.265376,-0.963123,-0.188648,0.685042,-0.030772,0.111806,0.005853,-0.247578,-0.171939,-0.000649,0.823846,0.571436,18.7863,1.9284,-0.0250,48.2321,4.9830,-0.3872,6.4933,0.3331,-0.5259,6.4164,0.0326,-0.1870,0.050159,0.036449,-0.053615,-0.038064,-0.044572,-0.007315,-0.001268,-0.0000,4.0000,-0.0000,-0.6603,6.3435,0.0005,-0.052192,-0.008529,-0.001588,2.4590,0,1,-0.4451,-0.4604,0.059133,0.042075,-0.062309,-0.045251,1.000000,[],6.4214,6.4185,6.4185,0.0326,-0.1871,343.0497,1,0.422865,48.2321,-0.3872,-4.9830,48.2321,-0.3872,-4.9831,48.2321,-4.3872,-4.9830,0.167100,-0.227427,-0.147646,9.5741,-13.0306,-8.4595,0.005853,-0.256352,-0.173306,16.45764173,44.11536077,1201.9284,62.988416,0.358385,-1.831349,0.014793,-0.324912,-0.280011,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.8212,-7.8717,53.8693,54.8671,4393515.9452,4259897.6806,1795698.6187,1202.4446,23.9222,0.060689,3.4772,0.004027,0.2307,0.1606,0.1606,1585.0015,55.0783,0.995792,-0.004933,0.078821,-0.046483,-0.9950,9.0049,-5.4236,0.032237,-0.306987,-0.260556,1.8471,-17.5890,-14.9287,811.8166,-2.9282,-22.4356,820.4752,-0.6746,-0.2727,0.0082,0.7521,0.5926,12.4219,POWERED_ASCENT,-1.074337,0.277105,-0.107145,0.216028,0.292763,-1.062685,-0.229128,0.831823,-0.037008,0.134405,0.008192,0.757684,0.590683,-0.000733,0.800965,0.571351,23.9266,2.4446,-0.0875,54.6021,5.3098,-0.9031,6.5942,0.1412,-0.7627,6.6619,-0.0240,-0.1841,0.060637,0.043955,-0.064601,-0.046181,-0.053843,-0.008775,-0.001548,-0.0000,4.0000,-0.0000,-0.6563,6.3432,0.0018,-0.058422,-0.008595,-0.001537,2.2010,0,1,-0.7895,-0.9494,0.065480,0.048290,-0.068554,-0.051365,1.000000,[],6.6668,6.6642,6.6642,-0.0240,-0.1842,343.0480,1,0.408722,54.6021,-0.9031,-5.3098,54.6020,-0.9031,-5.3100,54.6021,-4.9031,-5.3098,0.232502,0.664593,0.526942,13.3214,38.0784,30.1916,0.008192,0.768506,0.590457,16.45768817,44.11536018,1202.4446,65.397489,-0.196838,-1.802828,0.034492,-0.306052,-0.262274,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
