time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.100000,0.000000,0.000000,5.7296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1729,0.3891,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7694,-0.7460,4.9748,5.0889,4393519.0296,4259900.7930,1795675.2109,1200.0145,0.2365,0.186722,10.6984,0.001857,0.1064,0.0148,0.1000,13.5340,5.0889,0.991432,0.004954,0.130525,-0.000652,0.5725,15.0000,0.0000,0.100000,-0.000001,0.000000,5.7296,-0.0001,0.0000,787.1446,-0.0001,-0.0100,787.1470,0.0000,0.0000,-0.0000,-0.0009,0.0000,12.7101,LAUNCH,-2.527102,-1.800992,-0.024944,0.018190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000925,0.000009,-0.000068,0.981680,0.572017,0.2366,0.0145,0.0000,5.0746,0.3817,0.0000,6.0957,0.6369,0.0000,6.3130,-0.0000,-0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3151,6.3151,6.3151,-0.0000,-0.0001,343.0559,1,0.622124,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,-0.000263,-0.000799,0.000008,-0.0151,-0.0458,0.0005,-0.000009,-0.000925,0.000009,0.28723711,0.76995830,1200.0145,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5555,-1.5081,10.8868,11.1002,4393518.9134,4259900.6804,1795676.0014,1200.0832,1.0403,0.170951,9.7947,0.003402,0.1949,0.0324,0.1000,64.3922,11.1002,0.991397,0.009905,0.130511,-0.001304,1.1449,14.9990,0.0000,0.099876,-0.000608,0.000012,5.7225,-0.0349,0.0007,807.0159,-0.0041,-0.2085,807.0633,0.0000,0.0000,-0.0001,-0.0193,0.0004,12.6751,LAUNCH,-2.330519,-1.655656,-0.045709,0.033325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000101,-0.019255,0.000388,-0.000147,0.960191,0.571938,1.0405,0.0832,0.0000,11.0545,1.0065,0.0000,6.5321,0.7576,0.0000,6.4902,-0.0000,-0.0017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7104,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.4925,6.4925,6.4925,-0.0000,-0.0017,343.0557,1,0.530345,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,-0.002848,-0.016646,0.000394,-0.1632,-0.9537,0.0226,-0.000101,-0.019225,0.000387,0.28723724,0.76995830,1200.0832,0.060000,5.7468,38.496049,-0.543889,0.012393,0.070292,-0.136913,-0.003482,0.161383,0.016241,0.129254,0.008497,4393.528733,4259.903695,0.024909,0.030000,-0.000776,-4.996612,0.019960
0.300,-2.3471,-2.2756,17.2428,17.5499,4393518.7183,4259900.4912,1795677.4047,1200.2202,2.4630,0.161606,9.2594,0.004822,0.2763,0.0512,0.1000,160.9586,17.5499,0.991350,0.014840,0.130385,-0.001951,1.7152,14.9854,0.0000,0.099230,-0.005470,0.000164,5.6855,-0.3134,0.0094,866.4846,-0.0362,-1.2337,866.7591,0.0000,0.0000,-0.0004,-0.1136,0.0034,12.6376,LAUNCH,-2.206982,-1.562663,-0.064759,0.047163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000407,-0.113558,0.003427,-0.000231,0.937188,0.571853,2.4634,0.2202,0.0000,17.4625,1.7497,0.0001,6.6867,0.8103,0.0001,6.9892,-0.0003,-0.0100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7081,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.9916,6.9916,6.9916,-0.0003,-0.0100,343.0552,1,0.491083,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,-0.011422,-0.098226,0.003495,-0.6545,-5.6279,0.2002,-0.000407,-0.113272,0.003419,0.28723746,0.76995830,1200.2202,0.300000,4.8409,37.234045,0.252340,0.942927,0.065156,-0.152943,0.020113,0.104153,0.024355,1.403660,0.021335,4393.524841,4259.910888,0.030000,0.030000,-0.029952,-4.999992,-4.999992
0.400,-3.1340,-3.0385,23.7588,24.1565,4393518.4441,4259900.2254,1795679.4562,1200.4351,4.5382,0.154536,8.8543,0.006130,0.3512,0.0704,0.1000,304.9456,24.1565,0.991353,0.019715,0.129704,-0.002579,2.2786,14.9079,0.0001,0.097263,-0.025490,0.001017,5.5728,-1.4605,0.0583,835.9601,-0.1649,-4.2446,836.9159,0.0000,0.0000,-0.0011,-0.3878,0.0155,12.5993,LAUNCH,-2.115450,-1.486896,-0.082201,0.059613,0.040475,-0.147206,-0.000439,0.001597,0.000020,-0.000074,-0.001116,-0.387846,0.015550,-0.000318,0.913671,0.571767,4.5390,0.4351,0.0000,24.0221,2.5446,0.0002,6.4241,0.7585,0.0002,6.7635,-0.0013,-0.0343,0.000196,0.000206,-0.000004,-0.000014,-0.000105,0.000005,0.000096,0.0000,0.0000,0.0000,-0.7038,6.3442,-0.0000,-0.005431,0.000231,0.004015,3.3540,0,1,0.0000,0.0000,0.009215,0.009677,-0.001185,-0.001647,1.000000,[],6.7659,6.7658,6.7658,-0.0013,-0.0344,343.0545,1,0.476370,24.0221,0.0002,-2.5446,24.0221,0.0002,-2.5447,24.0221,0.0002,-2.5446,-0.031351,-0.335666,0.015880,-1.7963,-19.2322,0.9099,-0.001116,-0.386496,0.015497,0.28723779,0.76995830,1200.4351,0.300000,3.7633,35.950789,-0.005641,0.305479,0.067353,-0.034082,-0.026130,-0.005174,0.034531,1.601372,-0.004341,4393.525099,4259.900392,0.030000,0.025111,0.030000,-4.999997,-4.999997
0.500,-3.9036,-3.7845,30.0135,30.5020,4393518.0921,4259899.8841,1795682.1467,1200.7271,7.2568,0.147106,8.4285,0.007220,0.4137,0.0889,0.1000,486.1813,30.5020,0.991563,0.024377,0.127271,-0.003128,2.8166,14.6283,0.0001,0.088098,-0.079348,0.003916,5.0476,-4.5463,0.2244,804.7013,-0.4892,-10.3834,807.0590,0.0000,0.0000,-0.0066,-0.8947,0.0445,12.5625,LAUNCH,-2.035821,-1.349404,-0.095905,0.067160,0.083921,-0.305220,-0.015260,0.055501,0.000672,-0.002445,-0.006626,-0.894720,0.044530,-0.000401,0.891121,0.571684,7.2582,0.7271,0.0000,30.3242,3.2887,0.0003,6.3239,0.7377,0.0004,6.5296,-0.0040,-0.0843,0.006421,0.006743,-0.000554,-0.000876,-0.003648,0.000161,0.002934,0.0000,0.0000,0.0000,-0.6953,6.3440,-0.0000,-0.013425,0.000383,0.006257,3.4220,0,1,0.0000,0.0000,0.019299,0.020064,-0.006785,-0.007550,1.000000,[],6.5324,6.5319,6.5319,-0.0040,-0.0843,343.0536,1,0.462276,30.3242,0.0003,-3.2887,30.3242,0.0003,-3.2888,30.3242,0.0003,-3.2887,-0.186120,-0.774538,0.045391,-10.6639,-44.3777,2.6007,-0.006626,-0.890554,0.044334,0.28723822,0.76995830,1200.7271,0.300000,1.7735,44.935749,-0.129882,0.309956,0.026883,-0.077081,0.044049,0.032872,0.018896,0.587159,-0.011427,4393.531207,4259.902352,0.030000,0.030000,-0.030000,-4.999997,-4.999997
0.600,-4.6675,-4.5245,36.1681,36.7476,4393517.6636,4259899.4688,1795685.4551,1201.0922,10.5980,0.132929,7.6163,0.007528,0.4313,0.1071,0.1071,705.6430,36.7476,0.992257,0.028106,0.120928,-0.003422,3.2450,13.8969,0.0004,0.057112,-0.183181,0.010503,3.2723,-10.4955,0.6018,812.7844,-0.9274,-17.5065,816.9865,0.0000,0.0000,-0.0161,-1.3760,0.0815,12.5264,POWERED_ASCENT,-1.869577,-1.130363,-0.099044,0.066952,0.112912,-0.410591,-0.033079,0.120287,0.001195,-0.004346,-0.016068,-1.375996,0.081500,-0.000483,0.868961,0.571602,10.6001,1.0922,0.0001,36.5279,4.0124,0.0008,6.4117,0.6735,0.0010,6.6142,-0.0075,-0.1425,0.012428,0.012999,-0.002803,-0.003374,-0.007901,0.000285,0.004813,0.0000,0.0000,0.0000,-0.6810,6.3439,-0.0000,-0.019366,0.000565,0.007039,3.2530,0,1,0.0000,0.0000,0.025840,0.026969,-0.011762,-0.012892,1.000000,[],6.6180,6.6165,6.6165,-0.0075,-0.1425,343.0524,1,0.448750,36.5279,0.0008,-4.0124,36.5279,0.0008,-4.0125,36.5279,0.0008,-4.0124,-0.451402,-1.191162,0.080845,-25.8634,-68.2486,4.6321,-0.016068,-1.367543,0.081053,0.28723874,0.76995830,1201.0922,0.300000,1.9872,43.054824,0.045528,0.200459,0.011834,-0.120229,0.030127,0.047926,0.005566,0.193283,0.014565,4393.529428,4259.902617,0.030000,0.029992,-0.030000,-4.999996,-4.999996
0.700,-5.4926,-5.3231,42.3874,43.0720,4393517.1565,4259898.9772,1795689.3822,1201.5274,14.5636,0.109275,6.2610,0.006512,0.3731,0.1256,0.1256,969.3894,43.0720,0.993613,0.029654,0.108825,-0.003226,3.4191,12.5006,0.0025,-0.000836,-0.302386,0.018786,-0.0479,-17.3254,1.0764,811.4201,-1.0845,-20.3530,817.0187,0.0000,0.0000,-0.0255,-1.3045,0.0892,12.4899,POWERED_ASCENT,-1.582192,-0.780075,-0.084310,0.053331,0.153003,-0.556040,-0.063088,0.229311,0.001874,-0.006812,-0.025544,-1.304515,0.089185,-0.000565,0.846540,0.571519,14.5664,1.5274,0.0002,42.8178,4.6731,0.0017,6.5394,0.5088,0.0022,6.6225,-0.0089,-0.1661,0.020967,0.021860,-0.008202,-0.009095,-0.015031,0.000447,0.006383,0.0000,0.0000,0.0000,-0.6645,6.3437,-0.0000,-0.028675,0.000806,0.006926,3.0660,0,1,0.0000,0.0000,0.034794,0.036407,-0.020942,-0.022555,1.000000,[],6.6268,6.6247,6.6247,-0.0089,-0.1662,343.0510,1,0.435224,42.8178,0.0017,-4.6731,42.8178,0.0017,-4.6732,42.8178,0.0017,-4.6731,-0.717686,-1.128571,0.077133,-41.1204,-64.6623,4.4194,-0.025544,-1.293006,0.088571,0.28723937,0.76995830,1201.5274,0.300000,1.9204,55.289801,0.023891,0.200884,-0.069253,-0.168459,0.032435,0.045499,0.002350,0.141095,0.011589,4393.538520,4259.904458,0.030000,-0.005187,-0.030000,-3.252569,-4.647576
0.800,-6.4552,-6.2535,48.6812,49.5039,4393516.5605,4259898.3997,1795693.9355,1202.0216,19.1647,0.077977,4.4677,0.004241,0.2430,0.1443,0.1443,1280.4562,49.5039,0.995442,0.027706,0.091222,-0.002450,3.1896,10.4716,0.0103,-0.083027,-0.396811,0.024158,-4.7571,-22.7356,1.3842,799.9105,-0.8958,-20.2120,807.0697,0.0000,0.0000,-0.0324,-0.7639,0.0603,12.4529,POWERED_ASCENT,-1.189525,-0.345833,-0.052718,0.027296,0.180801,-0.656591,-0.098364,0.357371,0.002794,-0.010153,-0.032369,-0.763916,0.060295,-0.000649,0.823846,0.571436,19.1683,2.0215,0.0005,49.2329,5.1722,0.0039,6.6694,0.2477,0.0046,6.5479,-0.0073,-0.1655,0.029684,0.031013,-0.015739,-0.017067,-0.023376,0.000664,0.006973,0.0000,0.0000,0.0000,-0.6445,6.3435,-0.0000,-0.036586,0.001031,0.005130,3.0860,0,1,0.0000,0.0000,0.040684,0.042747,-0.030424,-0.032487,1.000000,[],6.5522,6.5502,6.5502,-0.0073,-0.1655,343.0494,1,0.421337,49.2329,0.0039,-5.1722,49.2329,0.0039,-5.1724,49.2329,0.0039,-5.1722,-0.909515,-0.658289,0.020300,-52.1114,-37.7172,1.1631,-0.032369,-0.750796,0.059714,0.28724010,0.76995830,1202.0216,0.300000,1.7499,54.692182,0.103103,0.105763,-0.109420,-0.250448,0.032307,0.050134,0.002410,0.113480,0.006941,4393.526430,4259.900170,0.030000,-0.030000,-0.021992,-4.906488,-4.990631
0.900,-7.6218,-7.3783,55.0247,56.0379,4393515.8586,4259897.7200,1795699.1199,1202.5533,24.4124,0.044235,2.5345,0.001577,0.0904,0.1634,0.1634,1640.6940,56.0379,0.997286,0.021320,0.070455,-0.001274,2.4513,8.0815,0.0268,-0.174963,-0.420343,0.021538,-10.0247,-24.0839,1.2341,828.0828,-0.3526,-16.5186,836.9334,0.0000,0.0000,-0.0307,0.3239,-0.0046,12.4156,POWERED_ASCENT,-0.758710,0.114444,-0.016193,-0.001626,0.190803,-0.692771,-0.134282,0.487648,0.003795,-0.013783,-0.030703,0.323919,-0.004602,-0.000733,0.800965,0.571351,24.4170,2.5532,0.0011,55.7756,5.4152,0.0084,6.8070,-0.0560,0.0080,6.7989,-0.0029,-0.1356,0.037046,0.038846,-0.024812,-0.026611,-0.031829,0.000900,0.006117,0.0000,0.0000,0.0000,-0.5977,6.3432,-0.0000,-0.042040,0.001128,0.001803,3.0110,0,1,0.0000,0.0000,0.042714,0.044971,-0.039109,-0.041365,1.000000,[],6.8026,6.8012,6.8012,-0.0029,-0.1357,343.0476,1,0.406510,55.7756,0.0084,-5.4152,55.7756,0.0084,-5.4154,55.7756,0.0084,-5.4152,-0.862721,0.290585,-0.075578,-49.4303,16.6493,-4.3303,-0.030703,0.336034,-0.004861,0.28724092,0.76995830,1202.5533,0.300000,1.5381,61.055275,0.125178,0.103246,-0.173230,-0.302303,0.013819,0.035739,0.002445,0.021268,0.017284,4393.535574,4259.901109,0.030000,-0.030000,0.007059,2.531526,-4.209320
