time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5536,0.7762,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1215,-3.0225,23.2673,23.6696,4393518.4482,4259900.2267,1795679.3635,1200.4126,4.4481,0.157334,9.0146,-0.164931,-9.4499,0.0700,0.1000,301.1252,24.0047,0.991560,-0.000174,0.129646,-0.001186,-0.0387,14.8983,-0.1421,-0.000105,-0.025763,-0.032791,-0.0060,-1.4761,-1.8788,819.5338,3.7137,-4.5382,820.4584,-0.6746,-0.2727,-0.0000,-0.3295,-0.4041,12.6020,LAUNCH,-2.222804,-1.259062,2.242919,-1.573970,0.152630,-0.554972,-0.070585,0.256717,-0.003941,0.014332,-0.000019,-0.320239,-0.400335,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5450,2.4247,0.0029,6.2957,0.7272,0.0144,6.6292,0.0300,-0.0367,0.017333,0.016501,-0.018303,-0.015367,-0.016876,-0.000942,0.000041,-0.0000,4.0000,-0.0000,-0.7043,6.3442,0.0000,-0.033736,-0.002415,-0.000288,3.3950,0,1,-0.4643,0.0070,0.035863,0.031032,-0.036439,-0.031609,1.000000,[],6.6316,6.6314,6.6314,0.0301,-0.0367,343.0546,1,0.469200,23.5450,0.0029,-2.4247,23.5450,0.0029,-2.4248,23.5450,-3.9971,-2.4247,-0.000516,-0.284947,-0.350297,-0.0296,-16.3262,-20.0705,-0.000019,-0.328044,-0.402897,16.45751220,44.11536098,1200.4126,65.076128,0.333582,-0.356817,0.002150,-0.024828,-0.034509,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8963,-3.7541,29.3925,29.8863,4393518.0971,4259899.8878,1795681.9983,1200.6911,7.1127,0.150296,8.6113,-0.124709,-7.1453,0.0879,0.1000,475.0447,30.1506,0.991834,-0.000538,0.127478,-0.003903,-0.1221,14.6474,-0.4666,0.000207,-0.065182,-0.081618,0.0119,-3.7347,-4.6763,788.9294,7.5686,-10.8657,791.1823,-0.6505,-0.2630,0.0004,-0.5654,-0.7287,12.5659,LAUNCH,-2.220027,-0.863695,1.687919,-1.140053,0.285344,-1.034853,-0.158340,0.575620,-0.013089,0.047604,0.000386,-0.546734,-0.721674,-0.000401,0.891121,0.571684,7.1141,0.6910,-0.0009,29.7211,3.1381,0.0170,6.1927,0.7252,-0.0078,6.3999,0.0614,-0.0881,0.040093,0.034873,-0.041684,-0.034387,-0.037759,-0.003129,-0.000277,-0.0000,4.0000,-0.0000,-0.6981,6.3440,0.0000,-0.060484,-0.006019,-0.000616,3.1610,0,1,-0.3167,0.0328,0.065887,0.053849,-0.067119,-0.055080,1.000000,[],6.4030,6.4021,6.4021,0.0614,-0.0882,343.0537,1,0.459358,29.7211,0.0170,-3.1381,29.7211,0.0170,-3.1382,29.7211,-3.9830,-3.1381,0.011002,-0.488070,-0.631868,0.6303,-27.9643,-36.2034,0.000386,-0.560998,-0.725649,16.45753627,44.11536099,1200.6911,62.827140,0.641198,-0.861391,0.002462,-0.064247,-0.083336,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6368,-4.4827,35.4202,36.0026,4393517.6701,4259899.4761,1795685.2382,1201.0401,10.3874,0.139165,7.9736,-0.090950,-5.2110,0.1056,0.1056,685.6441,36.2231,0.992362,-0.001249,0.122971,-0.009742,-0.2881,14.1250,-1.1606,0.002665,-0.114801,-0.156635,0.1527,-6.5776,-8.9745,796.8100,10.2843,-19.7260,800.9165,-0.6585,-0.2662,0.0014,-0.4578,-0.8997,12.5305,POWERED_ASCENT,-2.180631,-0.366590,1.202711,-0.752748,0.356756,-1.294820,-0.263766,0.956891,-0.027681,0.100661,0.001410,-0.433605,-0.890354,-0.000483,0.868961,0.571602,10.3893,1.0401,0.0009,35.7962,3.8495,0.0094,6.2609,0.7255,-0.1083,6.4821,0.0837,-0.1605,0.067654,0.055495,-0.069781,-0.055488,-0.062105,-0.006613,-0.000530,0.0000,4.0000,0.0000,-0.6904,6.3439,-0.0000,-0.073445,-0.009282,-0.000773,3.2280,0,1,-0.2058,0.0150,0.081955,0.063391,-0.083500,-0.064936,1.000000,[],6.4869,6.4844,6.4844,0.0837,-0.1605,343.0526,1,0.448119,35.7962,0.0094,-3.8495,35.7962,0.0094,-3.8496,35.7962,-3.9906,-3.8495,0.040150,-0.390986,-0.779995,2.3004,-22.4018,-44.6904,0.001410,-0.448277,-0.894723,16.45756586,44.11536101,1201.0401,63.633750,0.859635,-1.570937,0.004919,-0.113866,-0.158354,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.3220,-5.2951,41.5122,42.1856,4393517.1716,4259898.9883,1795689.0842,1201.4608,14.2726,0.124901,7.1563,-0.058197,-3.3345,0.1235,0.1235,938.6704,42.3839,0.992998,-0.002247,0.116518,-0.019326,-0.5280,13.3746,-2.2918,0.007944,-0.138563,-0.224728,0.4551,-7.9391,-12.8760,795.4817,8.4652,-25.2082,800.9481,-0.6586,-0.2662,0.0023,-0.0695,-0.6191,12.4947,POWERED_ASCENT,-2.041560,-0.029238,0.732468,-0.377507,0.383031,-1.390530,-0.319311,1.158611,-0.041873,0.152205,0.002324,-0.047346,-0.611297,-0.000565,0.846540,0.571519,14.2753,1.4608,-0.0023,41.9382,4.5612,-0.0969,6.3493,0.7003,-0.2808,6.4899,0.0691,-0.2057,0.083663,0.064615,-0.085922,-0.065053,-0.074813,-0.009979,-0.000674,-0.0000,4.0000,-0.0000,-0.6897,6.3437,0.0000,-0.077668,-0.010899,-0.000835,2.5530,0,1,-0.1365,-0.1324,0.087732,0.065934,-0.089401,-0.067603,1.000000,[],6.4957,6.4921,6.4921,0.0691,-0.2057,343.0512,1,0.435716,41.9382,-0.0969,-4.5612,41.9381,-0.0969,-4.5613,41.9382,-4.0969,-4.5612,0.066219,-0.049895,-0.535484,3.7941,-2.8588,-30.6809,0.002324,-0.055197,-0.614293,16.45760097,44.11536098,1201.4608,63.709585,0.716392,-2.014215,0.010198,-0.137628,-0.226446,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-5.9241,-6.2627,47.6802,48.4533,4393516.6085,4259898.4119,1795693.5437,1201.9516,18.7768,0.111076,6.3642,-0.026922,-1.5425,0.1418,0.1418,1236.6112,48.6488,0.993457,-0.003234,0.109718,-0.031537,-0.7835,12.5797,-3.7228,0.015268,-0.128331,-0.258019,0.8748,-7.3528,-14.7834,784.2143,4.3025,-30.1857,791.1927,-0.6505,-0.2630,0.0027,0.2499,-0.1355,12.4585,POWERED_ASCENT,-1.859137,0.126897,0.301837,-0.061527,0.347146,-1.260041,-0.327468,1.188495,-0.043268,0.157208,0.002697,0.270707,-0.131254,-0.000649,0.823846,0.571436,18.7803,1.9516,-0.0242,48.1668,5.2482,-0.3724,6.4206,0.6715,-0.4950,6.4165,0.0352,-0.2470,0.085828,0.066006,-0.087905,-0.066583,-0.076581,-0.010286,-0.000664,-0.0000,4.0000,-0.0000,-0.6931,6.3435,0.0005,-0.072840,-0.007473,-0.000762,2.5050,0,1,-0.1252,-0.4434,0.079551,0.064606,-0.081075,-0.066130,1.000000,[],6.4236,6.4187,6.4187,0.0352,-0.2471,343.0496,1,0.422218,48.1668,-0.3724,-5.2482,48.1668,-0.3724,-5.2483,48.1668,-4.3724,-5.2482,0.076755,0.231742,-0.114174,4.3978,13.2779,-6.5417,0.002697,0.269517,-0.132687,16.45764167,44.11536077,1201.9516,62.990172,0.384240,-2.419600,0.017522,-0.127396,-0.259738,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.4137,-7.4136,53.9075,54.7915,4393515.9905,4259897.7297,1795698.6220,1202.5095,23.9064,0.100163,5.7389,0.000289,0.0166,0.1603,0.1603,1580.4760,54.9998,0.993584,-0.003877,0.103969,-0.044336,-0.9910,11.9033,-5.2133,0.022481,-0.098125,-0.246632,1.2881,-5.6222,-14.1310,811.8564,-1.6005,-34.9081,820.4757,-0.6746,-0.2727,0.0024,0.3524,0.3668,12.4219,POWERED_ASCENT,-1.683742,0.137679,-0.044145,0.134249,0.279582,-1.014863,-0.303928,1.103210,-0.025221,0.091597,0.002357,0.375379,0.366028,-0.000733,0.800965,0.571351,23.9108,2.5094,-0.0838,54.4654,5.9070,-0.8580,6.4934,0.6620,-0.7158,6.6623,-0.0131,-0.2865,0.076226,0.064922,-0.077969,-0.065350,-0.071117,-0.005981,-0.000543,-0.0000,4.0000,-0.0000,-0.6998,6.3432,0.0018,-0.064326,0.000521,-0.000660,3.2130,0,1,-0.1540,-0.9042,0.063145,0.064187,-0.064466,-0.065508,1.000000,[],6.6707,6.6645,6.6645,-0.0131,-0.2866,343.0478,1,0.408034,54.4654,-0.8580,-5.9070,54.4654,-0.8580,-5.9072,54.4654,-4.8580,-5.9070,0.066941,0.325531,0.322508,3.8354,18.6515,18.4783,0.002357,0.378011,0.365644,16.45768803,44.11536022,1202.5095,65.400692,-0.089953,-2.806896,0.024736,-0.097190,-0.248351,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
