time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.100000,0.000000,0.000000,5.7296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1729,0.3891,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7694,-0.7460,4.9748,5.0889,4393519.0296,4259900.7930,1795675.2109,1200.0145,0.2365,0.186722,10.6984,0.001857,0.1064,0.0148,0.1000,13.5340,5.0889,0.991432,0.004954,0.130525,-0.000652,0.5725,15.0000,0.0000,0.100000,-0.000001,0.000000,5.7296,-0.0001,0.0000,787.1446,-0.0001,-0.0100,787.1470,0.0000,0.0000,-0.0000,-0.0009,0.0000,12.7101,LAUNCH,-2.527102,-1.800992,-0.024944,0.018190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000925,0.000009,-0.000068,0.981680,0.572017,0.2366,0.0145,0.0000,5.0746,0.3817,0.0000,6.0957,0.6369,0.0000,6.3130,-0.0000,-0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3151,6.3151,6.3151,-0.0000,-0.0001,343.0559,1,0.622124,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,-0.000263,-0.000799,0.000008,-0.0151,-0.0458,0.0005,-0.000009,-0.000925,0.000009,0.28723711,0.76995830,1200.0145,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5555,-1.5081,10.8868,11.1002,4393518.9134,4259900.6804,1795676.0014,1200.0832,1.0403,0.170951,9.7947,0.003402,0.1949,0.0324,0.1000,64.3922,11.1002,0.991397,0.009905,0.130511,-0.001304,1.1449,14.9990,0.0000,0.099876,-0.000608,0.000012,5.7225,-0.0349,0.0007,807.0159,-0.0041,-0.2085,807.0633,0.0000,0.0000,-0.0001,-0.0193,0.0004,12.6751,LAUNCH,-2.330519,-1.655656,-0.045709,0.033325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000101,-0.019255,0.000388,-0.000147,0.960191,0.571938,1.0405,0.0832,0.0000,11.0545,1.0065,0.0000,6.5321,0.7576,0.0000,6.4902,-0.0000,-0.0017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7104,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.4925,6.4925,6.4925,-0.0000,-0.0017,343.0557,1,0.530345,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,-0.002848,-0.016646,0.000394,-0.1632,-0.9537,0.0226,-0.000101,-0.019225,0.000387,0.28723724,0.76995830,1200.0832,0.060000,3.8150,38.496049,-0.543889,0.012393,0.070292,-0.136913,-0.003482,0.161383,0.016241,0.129254,0.008497,4393.528733,4259.903695,0.024909,0.030000,-0.000776,-4.996612,0.019960
0.300,-2.3471,-2.2756,17.2428,17.5499,4393518.7183,4259900.4912,1795677.4047,1200.2202,2.4630,0.161606,9.2594,0.004822,0.2763,0.0512,0.1000,160.9586,17.5499,0.991350,0.014840,0.130385,-0.001951,1.7152,14.9854,0.0000,0.099230,-0.005470,0.000164,5.6855,-0.3134,0.0094,866.4846,-0.0362,-1.2337,866.7591,0.0000,0.0000,-0.0004,-0.1136,0.0034,12.6376,LAUNCH,-2.206982,-1.562663,-0.064759,0.047163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000407,-0.113558,0.003427,-0.000231,0.937188,0.571853,2.4634,0.2202,0.0000,17.4625,1.7497,0.0001,6.6867,0.8103,0.0001,6.9892,-0.0003,-0.0100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7081,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.9916,6.9916,6.9916,-0.0003,-0.0100,343.0552,1,0.491083,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,-0.011422,-0.098226,0.003495,-0.6545,-5.6279,0.2002,-0.000407,-0.113272,0.003419,0.28723746,0.76995830,1200.2202,0.300000,2.0659,37.234045,0.252340,0.942927,0.065156,-0.152943,0.020113,0.104153,0.024355,1.403660,0.021335,4393.524841,4259.910888,0.030000,0.030000,-0.029952,-4.999992,-4.999992
0.400,-3.1340,-3.0385,23.7588,24.1565,4393518.4441,4259900.2254,1795679.4562,1200.4351,4.5382,0.154536,8.8543,0.006130,0.3512,0.0704,0.1000,304.9456,24.1565,0.991353,0.019715,0.129704,-0.002579,2.2786,14.9079,0.0001,0.097263,-0.025490,0.001017,5.5728,-1.4605,0.0583,835.9601,-0.1644,-4.2555,836.9159,0.0000,0.0000,-0.0019,-0.3827,0.0153,12.5993,LAUNCH,-2.120898,-1.467079,-0.081948,0.058693,0.041340,-0.150355,-0.005888,0.021413,0.000273,-0.000995,-0.001863,-0.382677,0.015310,-0.000318,0.913671,0.571767,4.5390,0.4351,0.0000,24.0221,2.5446,0.0002,6.4240,0.7589,0.0002,6.7635,-0.0013,-0.0344,0.002634,0.002765,-0.000050,-0.000181,-0.001408,0.000065,0.001292,0.0000,0.0000,0.0000,-0.7038,6.3441,-0.0000,-0.005596,0.000235,0.004053,3.1610,0,1,0.0000,0.0000,0.009413,0.009884,-0.001308,-0.001779,1.000000,[],6.7659,6.7658,6.7658,-0.0013,-0.0344,343.0545,1,0.476370,24.0221,0.0002,-2.5446,24.0221,0.0002,-2.5447,24.0221,0.0002,-2.5446,-0.052323,-0.331172,0.015672,-2.9979,-18.9748,0.8979,-0.001863,-0.381323,0.015257,0.28723779,0.76995830,1200.4351,0.300000,1.9167,35.950789,-0.005641,0.305479,0.067353,-0.034082,-0.026130,-0.005174,0.034531,1.601372,-0.004341,4393.525099,4259.900392,0.030000,0.025111,0.030000,-4.999997,-4.999997
0.500,-3.9034,-3.7842,30.0135,30.5019,4393518.0921,4259899.8841,1795682.1467,1200.7272,7.2568,0.147157,8.4315,0.007185,0.4117,0.0889,0.1000,486.1793,30.5019,0.991563,0.024248,0.127302,-0.003112,2.8017,14.6318,0.0001,0.082582,-0.077914,0.003829,4.7316,-4.4641,0.2194,804.7013,-0.4848,-10.4371,807.0590,0.0000,0.0000,-0.0088,-0.8712,0.0434,12.5625,LAUNCH,-2.046349,-1.313943,-0.095051,0.065406,0.095060,-0.345731,-0.025239,0.091793,0.001068,-0.003883,-0.008848,-0.871201,0.043367,-0.000401,0.891121,0.571684,7.2582,0.7271,0.0000,30.3241,3.2891,0.0003,6.3232,0.7404,0.0006,6.5296,-0.0039,-0.0847,0.010186,0.010697,-0.001372,-0.001882,-0.006034,0.000255,0.004407,0.0000,0.0000,0.0000,-0.6955,6.3440,-0.0000,-0.015203,0.000450,0.007074,3.2300,0,1,0.0000,0.0000,0.021827,0.022727,-0.007679,-0.008580,1.000000,[],6.5324,6.5319,6.5319,-0.0039,-0.0847,343.0536,1,0.462273,30.3241,0.0003,-3.2891,30.3241,0.0003,-3.2891,30.3241,0.0003,-3.2891,-0.248546,-0.754083,0.043840,-14.2406,-43.2058,2.5118,-0.008848,-0.867013,0.043172,0.28723822,0.76995830,1200.7272,0.300000,1.6479,44.935199,-0.129789,0.309970,0.026684,-0.077033,0.043989,0.032968,0.018834,0.585123,-0.011425,4393.531207,4259.902352,0.030000,0.030000,-0.030000,-4.999998,-4.999998
0.600,-4.6653,-4.5222,36.1682,36.7472,4393517.6637,4259899.4689,1795685.4551,1201.0923,10.5980,0.133301,7.6376,0.007350,0.4211,0.1071,0.1071,705.6253,36.7472,0.992251,0.027369,0.121152,-0.003336,3.1600,13.9225,0.0007,0.035711,-0.175116,0.009939,2.0461,-10.0334,0.5694,812.7847,-0.8988,-17.8366,816.9865,0.0000,0.0000,-0.0222,-1.2458,0.0764,12.5264,POWERED_ASCENT,-1.904880,-1.023460,-0.095988,0.062733,0.148392,-0.539563,-0.063900,0.232364,0.001913,-0.006957,-0.022214,-1.245831,0.076363,-0.000483,0.868961,0.571602,10.6000,1.0923,0.0001,36.5271,4.0155,0.0009,6.4089,0.6846,0.0014,6.6142,-0.0073,-0.1452,0.021970,0.022884,-0.007642,-0.008556,-0.015263,0.000457,0.007164,0.0000,0.0000,0.0000,-0.6821,6.3439,-0.0000,-0.026419,0.000711,0.008296,3.0950,0,1,0.0000,0.0000,0.034004,0.035427,-0.017411,-0.018834,1.000000,[],6.6181,6.6165,6.6165,-0.0073,-0.1452,343.0524,1,0.448736,36.5271,0.0009,-4.0155,36.5271,0.0009,-4.0155,36.5271,0.0009,-4.0155,-0.624029,-1.077829,0.072295,-35.7542,-61.7550,4.1422,-0.022214,-1.237219,0.075929,0.28723874,0.76995830,1201.0923,0.300000,1.5960,42.845591,0.046747,0.200380,-0.002388,-0.116220,0.029597,0.049750,0.005224,0.180495,0.014584,4393.529388,4259.902608,0.030000,0.029992,-0.030000,-4.819165,-4.961755
0.700,-5.4826,-5.3128,42.3880,43.0700,4393517.1571,4259898.9779,1795689.3822,1201.5283,14.5634,0.110914,6.3549,0.006067,0.3476,0.1256,0.1256,969.3005,43.0700,0.993573,0.027347,0.109797,-0.002981,3.1537,12.6118,0.0048,-0.043310,-0.278961,0.016654,-2.4815,-15.9833,0.9542,811.4213,-0.9952,-21.2206,817.0187,0.0000,0.0000,-0.0316,-1.0536,0.0758,12.4899,POWERED_ASCENT,-1.649790,-0.630075,-0.077368,0.045337,0.194431,-0.706051,-0.109850,0.399279,0.002990,-0.010868,-0.031582,-1.053574,0.075809,-0.000565,0.846540,0.571519,14.5661,1.5283,0.0002,42.8143,4.6870,0.0022,6.5319,0.5427,0.0032,6.6225,-0.0081,-0.1732,0.033785,0.035209,-0.017135,-0.018560,-0.026172,0.000712,0.008325,0.0000,0.0000,0.0000,-0.6684,6.3437,-0.0000,-0.037877,0.000994,0.007113,3.0580,0,1,0.0000,0.0000,0.043996,0.045984,-0.029770,-0.031758,1.000000,[],6.6270,6.6247,6.6247,-0.0081,-0.1733,343.0510,1,0.435167,42.8143,0.0022,-4.6870,42.8143,0.0022,-4.6871,42.8143,0.0022,-4.6870,-0.887271,-0.909800,0.054020,-50.8369,-52.1277,3.0951,-0.031582,-1.041574,0.075246,0.28723937,0.76995830,1201.5283,0.300000,1.7775,51.767237,0.036140,0.200916,-0.086224,-0.160257,0.031910,0.053161,0.002682,0.129747,0.011847,4393.537140,4259.904178,0.030000,-0.003466,-0.030000,0.156316,-3.958669
0.800,-6.4215,-6.2188,48.6841,49.4980,4393516.5631,4259898.4025,1795693.9357,1202.0252,19.1638,0.082591,4.7321,0.003615,0.2071,0.1443,0.1443,1280.1533,49.4980,0.995306,0.022951,0.093996,-0.002018,2.6435,10.7896,0.0174,-0.136146,-0.346638,0.019045,-7.8006,-19.8609,1.0912,799.9142,-0.7346,-22.2652,807.0697,0.0000,0.0000,-0.0308,-0.3938,0.0376,12.4529,POWERED_ASCENT,-1.310673,-0.178320,-0.043243,0.017016,0.222345,-0.807174,-0.158910,0.577242,0.004178,-0.015179,-0.030773,-0.393800,0.037578,-0.000649,0.823846,0.571436,19.1674,2.0252,0.0006,49.2220,5.2194,0.0054,6.6544,0.3302,0.0062,6.5479,-0.0060,-0.1823,0.043827,0.045813,-0.029560,-0.031545,-0.037686,0.000993,0.007134,0.0000,0.0000,0.0000,-0.6560,6.3435,-0.0000,-0.047599,0.001196,0.003555,3.0080,0,1,0.0000,0.0000,0.049958,0.052350,-0.042848,-0.045240,1.000000,[],6.5527,6.5502,6.5502,-0.0060,-0.1823,343.0493,1,0.421220,49.2220,0.0054,-5.2194,49.2220,0.0054,-5.2196,49.2220,0.0054,-5.2194,-0.864609,-0.334136,-0.013303,-49.5384,-19.1446,-0.7622,-0.030773,-0.379348,0.037102,0.28724010,0.76995830,1202.0252,0.300000,1.6650,53.880319,0.107562,0.105565,-0.144531,-0.224198,0.028132,0.057568,0.002401,0.091844,0.007006,4393.526267,4259.900152,0.030000,-0.030000,-0.019714,-4.123277,-4.908211
0.900,-7.5305,-7.2855,55.0364,56.0249,4393515.8671,4259897.7287,1795699.1207,1202.5652,24.4097,0.054202,3.1055,0.001091,0.0625,0.1633,0.1633,1639.9328,56.0249,0.996960,0.014353,0.076580,-0.000766,1.6526,8.7844,0.0389,-0.203328,-0.336544,0.013686,-11.6499,-19.2826,0.7841,828.0864,-0.1930,-20.8664,836.9335,0.0000,0.0000,-0.0127,0.6967,-0.0274,12.4156,POWERED_ASCENT,-0.958848,0.246253,-0.008868,-0.009684,0.234701,-0.852054,-0.201714,0.732362,0.005036,-0.018289,-0.012728,0.696661,-0.027397,-0.000733,0.800965,0.571351,24.4144,2.5651,0.0014,55.7500,5.5433,0.0115,6.7836,0.1087,0.0095,6.7989,-0.0016,-0.1713,0.049890,0.052278,-0.042709,-0.045096,-0.047493,0.001194,0.003591,0.0000,0.0000,0.0000,-0.6420,6.3432,-0.0000,-0.053140,0.001210,-0.000769,2.9630,0,1,0.0000,0.0000,0.051161,0.053580,-0.052700,-0.055119,1.000000,[],6.8034,6.8012,6.8012,-0.0016,-0.1714,343.0476,1,0.406540,55.7500,0.0115,-5.5433,55.7500,0.0115,-5.5435,55.7500,0.0115,-5.5433,-0.357674,0.620705,-0.090493,-20.4932,35.5638,-5.1848,-0.012728,0.711964,-0.027538,0.28724092,0.76995830,1202.5652,0.300000,1.7182,61.729154,0.126975,0.103913,-0.200295,-0.246478,0.011740,0.045999,0.002113,0.013061,0.017378,4393.535843,4259.901145,0.030000,-0.030000,0.003997,1.862193,-4.279893
