time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5536,0.7762,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1215,-3.0225,23.2673,23.6696,4393518.4482,4259900.2267,1795679.3635,1200.4126,4.4481,0.157334,9.0146,-0.164931,-9.4499,0.0700,0.1000,301.1252,24.0047,0.991560,-0.000174,0.129646,-0.001186,-0.0387,14.8983,-0.1421,-0.000105,-0.025758,-0.032791,-0.0060,-1.4758,-1.8788,819.5338,3.7137,-4.5389,820.4584,-0.6746,-0.2727,-0.0000,-0.3291,-0.4041,12.6020,LAUNCH,-2.223170,-1.257731,2.242921,-1.573979,0.152836,-0.555717,-0.070952,0.258050,-0.003938,0.014323,-0.000018,-0.319901,-0.400337,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5450,2.4247,0.0029,6.2957,0.7272,0.0144,6.6292,0.0300,-0.0367,0.017417,0.016588,-0.018393,-0.015456,-0.016964,-0.000942,0.000039,-0.0000,4.0000,-0.0000,-0.7043,6.3442,0.0000,-0.033877,-0.002270,-0.000339,3.2070,0,1,-0.4643,0.0070,0.035808,0.031268,-0.036487,-0.031947,1.000000,[],6.6316,6.6314,6.6314,0.0301,-0.0367,343.0546,1,0.469200,23.5450,0.0029,-2.4247,23.5450,0.0029,-2.4248,23.5450,-3.9971,-2.4247,-0.000489,-0.284648,-0.350299,-0.0280,-16.3091,-20.0706,-0.000018,-0.327700,-0.402899,16.45751220,44.11536098,1200.4126,65.076128,0.333582,-0.356873,0.002150,-0.024823,-0.034509,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8963,-3.7541,29.3925,29.8863,4393518.0971,4259899.8878,1795681.9983,1200.6911,7.1127,0.150297,8.6114,-0.124709,-7.1453,0.0879,0.1000,475.0447,30.1506,0.991833,-0.000537,0.127479,-0.003903,-0.1220,14.6475,-0.4667,0.000232,-0.065143,-0.081632,0.0133,-3.7324,-4.6771,788.9294,7.5691,-10.8665,791.1823,-0.6505,-0.2630,0.0004,-0.5650,-0.7290,12.5659,LAUNCH,-2.220210,-0.863143,1.688034,-1.140498,0.285326,-1.034787,-0.158500,0.576200,-0.012964,0.047149,0.000389,-0.546385,-0.721956,-0.000401,0.891121,0.571684,7.1141,0.6910,-0.0009,29.7211,3.1381,0.0170,6.1927,0.7253,-0.0078,6.3999,0.0614,-0.0882,0.040097,0.034937,-0.041694,-0.034456,-0.037796,-0.003099,-0.000279,-0.0000,4.0000,-0.0000,-0.6981,6.3440,0.0000,-0.060480,-0.006020,-0.000614,3.2580,0,1,-0.3167,0.0328,0.065886,0.053846,-0.067114,-0.055075,1.000000,[],6.4030,6.4021,6.4021,0.0614,-0.0882,343.0537,1,0.459358,29.7211,0.0170,-3.1381,29.7211,0.0170,-3.1382,29.7211,-3.9830,-3.1381,0.011079,-0.487763,-0.632112,0.6348,-27.9467,-36.2173,0.000389,-0.560643,-0.725931,16.45753627,44.11536099,1200.6911,62.827140,0.641242,-0.861460,0.002486,-0.064208,-0.083350,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6367,-4.4827,35.4202,36.0026,4393517.6701,4259899.4761,1795685.2382,1201.0401,10.3874,0.139172,7.9740,-0.090946,-5.2108,0.1056,0.1056,685.6438,36.2231,0.992361,-0.001248,0.122975,-0.009744,-0.2880,14.1255,-1.1609,0.002668,-0.114731,-0.156680,0.1529,-6.5736,-8.9771,796.8100,10.2840,-19.7269,800.9165,-0.6585,-0.2662,0.0014,-0.4578,-0.8997,12.5305,POWERED_ASCENT,-2.180736,-0.366613,1.202678,-0.752789,0.356742,-1.294767,-0.263782,0.956949,-0.027657,0.100574,0.001405,-0.433631,-0.890402,-0.000483,0.868961,0.571602,10.3893,1.0401,0.0009,35.7962,3.8496,0.0094,6.2609,0.7255,-0.1084,6.4821,0.0837,-0.1605,0.067654,0.055506,-0.069777,-0.055496,-0.062108,-0.006607,-0.000528,0.0000,4.0000,0.0000,-0.6905,6.3439,-0.0000,-0.073441,-0.009284,-0.000772,3.2340,0,1,-0.2057,0.0150,0.081953,0.063384,-0.083497,-0.064928,1.000000,[],6.4869,6.4844,6.4844,0.0837,-0.1605,343.0526,1,0.448119,35.7962,0.0094,-3.8496,35.7962,0.0094,-3.8497,35.7962,-3.9906,-3.8496,0.040005,-0.391010,-0.780037,2.2921,-22.4032,-44.6928,0.001405,-0.448303,-0.894771,16.45756586,44.11536101,1201.0401,63.633750,0.859610,-1.571012,0.004923,-0.113796,-0.158398,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.3219,-5.2951,41.5122,42.1856,4393517.1716,4259898.9883,1795689.0842,1201.4608,14.2726,0.124913,7.1570,-0.058190,-3.3341,0.1235,0.1235,938.6696,42.3839,0.992997,-0.002246,0.116525,-0.019330,-0.5280,13.3755,-2.2923,0.007939,-0.138509,-0.224766,0.4549,-7.9360,-12.8781,795.4817,8.4638,-25.2099,800.9481,-0.6586,-0.2662,0.0023,-0.0697,-0.6189,12.4947,POWERED_ASCENT,-2.041698,-0.029416,0.732362,-0.377407,0.383028,-1.390518,-0.319295,1.158553,-0.041879,0.152227,0.002323,-0.047634,-0.611135,-0.000565,0.846540,0.571519,14.2753,1.4608,-0.0023,41.9381,4.5614,-0.0970,6.3492,0.7004,-0.2809,6.4899,0.0691,-0.2057,0.083661,0.064610,-0.085919,-0.065048,-0.074810,-0.009980,-0.000674,-0.0000,4.0000,-0.0000,-0.6897,6.3437,0.0000,-0.077665,-0.010900,-0.000835,3.3180,0,1,-0.1363,-0.1325,0.087731,0.065930,-0.089401,-0.067600,1.000000,[],6.4957,6.4921,6.4921,0.0691,-0.2057,343.0512,1,0.435716,41.9381,-0.0970,-4.5614,41.9381,-0.0970,-4.5615,41.9381,-4.0970,-4.5614,0.066192,-0.050151,-0.535343,3.7925,-2.8734,-30.6729,0.002323,-0.055491,-0.614131,16.45760097,44.11536098,1201.4608,63.709586,0.716285,-2.014348,0.010193,-0.137574,-0.226485,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-5.9239,-6.2626,47.6802,48.4533,4393516.6085,4259898.4119,1795693.5437,1201.9517,18.7768,0.111089,6.3650,-0.026914,-1.5420,0.1418,0.1418,1236.6096,48.6487,0.993456,-0.003234,0.109727,-0.031542,-0.7836,12.5807,-3.7235,0.015263,-0.128305,-0.258040,0.8745,-7.3513,-14.7846,784.2143,4.3006,-30.1885,791.1927,-0.6505,-0.2630,0.0027,0.2496,-0.1353,12.4585,POWERED_ASCENT,-1.859312,0.126746,0.301716,-0.061425,0.347152,-1.260063,-0.327462,1.188476,-0.043272,0.157222,0.002699,0.270385,-0.131037,-0.000649,0.823846,0.571436,18.7803,1.9517,-0.0242,48.1667,5.2484,-0.3725,6.4206,0.6717,-0.4951,6.4165,0.0352,-0.2470,0.085827,0.066004,-0.087905,-0.066581,-0.076580,-0.010287,-0.000664,-0.0000,4.0000,-0.0000,-0.6931,6.3435,0.0005,-0.072841,-0.007473,-0.000762,3.2990,0,1,-0.1249,-0.4436,0.079552,0.064606,-0.081077,-0.066131,1.000000,[],6.4236,6.4187,6.4187,0.0352,-0.2471,343.0496,1,0.422218,48.1667,-0.3725,-5.2484,48.1667,-0.3725,-5.2486,48.1667,-4.3725,-5.2484,0.076787,0.231457,-0.113985,4.3996,13.2615,-6.5309,0.002699,0.269189,-0.132469,16.45764167,44.11536077,1201.9517,62.990173,0.384081,-2.419823,0.017518,-0.127370,-0.259759,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.4132,-7.4135,53.9075,54.7915,4393515.9906,4259897.7297,1795698.6220,1202.5095,23.9064,0.100176,5.7396,0.000298,0.0170,0.1603,0.1603,1580.4730,54.9997,0.993583,-0.003877,0.103979,-0.044342,-0.9911,11.9044,-5.2140,0.022481,-0.098126,-0.246634,1.2880,-5.6222,-14.1311,811.8565,-1.6028,-34.9117,820.4757,-0.6746,-0.2727,0.0024,0.3522,0.3670,12.4219,POWERED_ASCENT,-1.683920,0.137588,-0.044255,0.134326,0.279600,-1.014929,-0.303935,1.103235,-0.025220,0.091593,0.002359,0.375130,0.366237,-0.000733,0.800965,0.571351,23.9108,2.5095,-0.0839,54.4653,5.9074,-0.8582,6.4934,0.6621,-0.7159,6.6623,-0.0132,-0.2865,0.076227,0.064924,-0.077970,-0.065352,-0.071118,-0.005980,-0.000543,-0.0000,4.0000,-0.0000,-0.6998,6.3432,0.0018,-0.064330,0.000522,-0.000661,2.6540,0,1,-0.1535,-0.9045,0.063147,0.064191,-0.064468,-0.065512,1.000000,[],6.6707,6.6645,6.6645,-0.0132,-0.2866,343.0478,1,0.408034,54.4653,-0.8582,-5.9074,54.4653,-0.8582,-5.9076,54.4653,-4.8582,-5.9074,0.066979,0.325309,0.322691,3.8376,18.6388,18.4889,0.002359,0.377758,0.365853,16.45768803,44.11536021,1202.5095,65.400694,-0.090138,-2.807185,0.024735,-0.097191,-0.248353,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
