time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,576.0000,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,2.693005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0886,6.6236,0.0000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000
0.100,3.8576,3.7403,4.7467,7.1695,4393519.2502,4259901.0069,1795675.2044,1200.3074,0.1433,0.000000,0.0000,0.000000,0.0000,0.0209,0.3000,26.8619,7.1695,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,48822.0896,-0.0000,-0.0000,48822.0933,0.0000,0.0000,0.0000,-0.0000,0.0000,574.0382,LAUNCH,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.001432,0.993116,2.691574,0.1433,0.3074,0.0000,3.0300,6.4978,0.0000,3.2615,6.9943,0.0000,8.6697,-0.0000,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.6727,8.6727,8.6727,-0.0000,-0.0000,343.0549,1,0.481661,3.0300,0.0000,-6.4978,3.0300,-0.0000,-6.4978,3.0300,0.0000,-6.4978,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,16.45747329,44.11536100,1200.3074
0.200,7.9311,7.6899,9.7590,14.7403,4393519.8396,4259901.5785,1795675.9297,1201.3002,0.6062,0.000000,0.0000,0.000000,0.0000,0.0430,0.3000,113.5344,14.7403,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,48628.3970,-0.0000,-0.0000,48628.4572,0.0000,0.0000,0.0000,-0.0000,0.0000,571.9837,LAUNCH,-0.000000,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.002931,0.985908,2.690074,0.6063,1.3002,0.0000,6.2295,13.3592,0.0000,3.2618,6.9950,-0.0000,8.6664,-0.0000,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.6693,8.6693,8.6693,-0.0000,-0.0000,343.0517,1,0.441684,6.2295,0.0000,-13.3592,6.2295,0.0000,-13.3592,6.2295,0.0000,-13.3592,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,16.45747748,44.11536100,1201.3002
0.300,12.0050,11.6399,14.7718,22.3118,4393520.8365,4259902.5451,1795677.1564,1202.9794,1.3891,0.000000,0.0000,0.000000,0.0000,0.0650,0.3000,260.0839,22.3118,0.843391,0.000000,0.537300,0.000000,0.0000,65.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,47793.6258,-0.0000,-0.0000,47793.9132,0.0000,0.0000,0.0000,-0.0000,0.0000,569.9362,LAUNCH,-0.000001,-0.000002,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.004426,0.978724,2.688580,1.3893,2.9794,0.0000,9.4294,20.2213,0.0000,3.3482,6.6984,-0.0002,8.5482,-0.0000,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,65.0000,0.0000,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.5511,8.5511,8.5511,-0.0000,-0.0000,343.0463,1,0.401717,9.4294,0.0000,-20.2213,9.4294,-0.0000,-20.2213,9.4294,0.0000,-20.2213,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,16.45748455,44.11536100,1202.9794
0.400,15.8614,15.3788,19.7835,29.6560,4393522.2330,4259903.8991,1795678.8812,1205.3335,2.4919,0.006737,0.3860,-0.000003,-0.0001,0.0865,0.3000,459.3799,29.6560,0.843391,-0.000002,0.537300,-0.000000,-0.0005,65.0000,-0.0004,0.000000,-0.000002,-0.000000,0.0000,-0.0001,-0.0000,46340.3388,0.0001,-0.1616,46341.1488,0.0000,0.0000,-0.0000,-0.1274,-0.0000,567.9541,LAUNCH,-0.072379,-0.208956,0.000027,-0.000078,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.127369,-0.000047,-0.005872,0.971769,2.687133,2.4924,5.3335,-0.0000,12.7140,26.7924,-0.0002,3.4966,6.5017,-0.0004,8.3172,0.0000,-0.0000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,64.6140,-0.0007,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.3200,8.3200,8.3200,0.0000,-0.0000,343.0386,1,0.362795,12.7140,-0.0002,-26.7924,12.7139,-0.0002,-26.7924,12.7140,-0.0002,-26.7924,0.000000,-0.000092,-0.000000,0.0000,-0.0052,-0.0000,-0.000000,-0.126420,-0.000047,16.45749452,44.11536100,1205.3335
0.500,19.5556,18.9601,24.8801,36.8907,4393524.0042,4259905.6164,1795681.1148,1208.3322,3.9348,0.016618,0.9521,-0.000007,-0.0004,0.1075,0.3000,710.6476,36.8907,0.843392,-0.000005,0.537299,-0.000001,-0.0014,64.9999,-0.0011,0.000000,-0.000030,-0.000000,0.0000,-0.0017,-0.0000,45731.2078,0.0004,-0.9544,45733.0507,0.0000,0.0000,-0.0000,-0.7519,-0.0003,566.0103,LAUNCH,-0.178552,-0.515287,0.000076,-0.000219,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.751925,-0.000320,-0.007291,0.964948,2.685715,3.9356,8.3322,-0.0000,16.1442,33.1706,-0.0006,3.4739,6.4534,-0.0005,8.2361,0.0000,-0.0002,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,64.0478,-0.0020,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.2389,8.2389,8.2389,0.0000,-0.0002,343.0289,1,0.344784,16.1442,-0.0006,-33.1706,16.1441,-0.0006,-33.1706,16.1442,-0.0006,-33.1706,0.000000,-0.000541,-0.000000,0.0000,-0.0310,-0.0000,-0.000000,-0.744967,-0.000317,16.45750756,44.11536100,1208.3322
0.600,23.2217,22.5140,29.9419,44.0755,4393526.1432,4259907.6902,1795683.8560,1211.9661,5.7194,0.023275,1.3336,-0.000011,-0.0006,0.1285,0.3000,1014.0514,44.0755,0.843394,-0.000009,0.537296,-0.000003,-0.0024,64.9995,-0.0018,-0.000000,-0.000129,-0.000000,-0.0000,-0.0074,-0.0000,45420.4148,0.0013,-2.7234,45424.0652,0.0000,0.0000,0.0000,-2.1441,-0.0010,564.0852,POWERED_ASCENT,-0.250123,-0.721323,0.000120,-0.000346,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-2.144128,-0.001027,-0.008696,0.958194,2.684310,5.7205,11.9661,-0.0001,19.5520,39.5014,-0.0011,3.4678,6.4411,-0.0007,8.2080,0.0000,-0.0005,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.6660,-0.0032,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.2108,8.2108,8.2108,0.0000,-0.0005,343.0172,1,0.335265,19.5520,-0.0011,-39.5014,19.5520,-0.0011,-39.5015,19.5520,-0.0011,-39.5014,0.000000,-0.001544,-0.000001,0.0000,-0.0885,-0.0000,0.000000,-2.120445,-0.001016,16.45752368,44.11536100,1211.9661
0.700,26.8809,26.0609,34.9945,51.2481,4393528.6484,4259910.1189,1795687.1028,1216.2322,7.8443,0.028049,1.6071,-0.000015,-0.0009,0.1494,0.3000,1370.3823,51.2481,0.843400,-0.000012,0.537286,-0.000004,-0.0033,64.9982,-0.0026,-0.000000,-0.000367,-0.000000,-0.0000,-0.0210,-0.0000,45273.3558,0.0032,-5.9983,45279.8378,0.0000,0.0000,0.0000,-4.7168,-0.0025,562.1695,POWERED_ASCENT,-0.301503,-0.868456,0.000160,-0.000462,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-4.716799,-0.002511,-0.010094,0.951472,2.682911,7.8458,16.2322,-0.0003,22.9539,45.8202,-0.0017,3.4724,6.4521,-0.0008,8.2093,0.0000,-0.0011,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.3912,-0.0043,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.2121,8.2121,8.2121,0.0000,-0.0011,343.0034,1,0.325818,22.9539,-0.0017,-45.8202,22.9539,-0.0017,-45.8202,22.9539,-0.0017,-45.8202,0.000000,-0.003398,-0.000002,0.0000,-0.1947,-0.0001,0.000000,-4.656252,-0.002479,16.45754288,44.11536100,1216.2322
0.800,30.5466,29.6141,40.0546,58.4334,4393531.5196,4259912.9026,1795690.8552,1221.1305,10.3094,0.031596,1.8103,-0.000019,-0.0011,0.1704,0.3000,1780.7422,58.4334,0.843416,-0.000016,0.537262,-0.000005,-0.0043,64.9949,-0.0033,-0.000000,-0.000848,-0.000000,-0.0000,-0.0486,-0.0000,45239.2805,0.0067,-11.4204,45249.9155,0.0000,0.0000,0.0000,-8.9637,-0.0053,560.2574,POWERED_ASCENT,-0.339766,-0.976833,0.000199,-0.000572,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-8.963677,-0.005253,-0.011490,0.944763,2.681516,10.3114,21.1305,-0.0005,26.3604,52.1497,-0.0025,3.4846,6.4794,-0.0009,8.2311,0.0000,-0.0021,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.1846,-0.0054,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.2339,8.2339,8.2339,0.0000,-0.0021,342.9875,1,0.316398,26.3604,-0.0025,-52.1497,26.3603,-0.0025,-52.1498,26.3604,-0.0025,-52.1497,0.000000,-0.006462,-0.000004,0.0000,-0.3703,-0.0002,0.000000,-8.832460,-0.005176,16.45756516,44.11536100,1221.1305
0.900,34.2284,33.1828,45.1337,65.6485,4393534.7582,4259916.0423,1795695.1144,1226.6630,13.1157,0.034264,1.9632,-0.000022,-0.0013,0.1914,0.3000,2246.4387,65.6485,0.843449,-0.000019,0.537209,-0.000006,-0.0052,64.9877,-0.0041,0.000000,-0.001713,-0.000001,0.0000,-0.0982,-0.0001,45289.0155,0.0126,-19.7341,45305.5536,0.0000,0.0000,-0.0000,-15.4460,-0.0099,558.3449,POWERED_ASCENT,-0.368678,-1.057022,0.000235,-0.000676,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-15.446018,-0.009884,-0.012885,0.938052,2.680120,13.1183,26.6630,-0.0008,29.7788,58.5060,-0.0034,3.5026,6.5190,-0.0010,8.2684,0.0000,-0.0036,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-2.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,63.0247,-0.0065,-0.000000,0.000000,0.000000,-0.000000,1.000000,[],8.2712,8.2712,8.2712,0.0000,-0.0036,342.9695,1,0.308970,29.7788,-0.0034,-58.5060,29.7786,-0.0034,-58.5061,29.7788,-0.0034,-58.5060,-0.000000,-0.011142,-0.000007,-0.0000,-0.6384,-0.0004,-0.000000,-15.191735,-0.009721,16.45759052,44.11536099,1226.6630
