time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5536,0.7761,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1216,-3.0226,23.2673,23.6696,4393518.4482,4259900.2267,1795679.3635,1200.4126,4.4481,0.157328,9.0142,-0.164931,-9.4498,0.0700,0.1000,301.1258,24.0047,0.991560,-0.000175,0.129640,-0.001186,-0.0387,14.8976,-0.1421,-0.000148,-0.026506,-0.032809,-0.0085,-1.5187,-1.8798,819.5338,3.7162,-4.4589,820.4584,-0.6746,-0.2727,-0.0001,-0.3683,-0.4053,12.6020,LAUNCH,-2.181467,-1.409140,2.244209,-1.578681,0.070396,-0.256029,-0.029247,0.106373,-0.002643,0.009611,-0.000089,-0.358412,-0.401535,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5451,2.4246,0.0029,6.2964,0.7246,0.0144,6.6292,0.0301,-0.0361,0.007370,0.006981,-0.007879,-0.005740,-0.006993,-0.000632,0.000183,-0.0000,4.0000,-0.0000,-0.7042,6.3442,0.0000,-0.015158,-0.001601,-0.000072,3.2170,0,1,-0.4647,0.0071,0.016686,0.013485,-0.016831,-0.013629,1.000000,[],6.6316,6.6314,6.6314,0.0301,-0.0361,343.0546,1,0.469200,23.5451,0.0029,-2.4246,23.5451,0.0029,-2.4246,23.5451,-3.9971,-2.4246,-0.002479,-0.318648,-0.351342,-0.1421,-18.2572,-20.1304,-0.000089,-0.366844,-0.404098,16.45751220,44.11536098,1200.4126,65.076128,0.333783,-0.350524,0.002107,-0.025571,-0.034527,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8983,-3.7560,29.3924,29.8868,4393518.0971,4259899.8877,1795681.9983,1200.6909,7.1128,0.149966,8.5924,-0.124695,-7.1445,0.0879,0.1000,475.0578,30.1510,0.991860,-0.000551,0.127271,-0.003909,-0.1237,14.6235,-0.4675,-0.000346,-0.074707,-0.082025,-0.0198,-4.2804,-4.6997,788.9291,7.5904,-10.4521,791.1823,-0.6505,-0.2630,0.0001,-0.7563,-0.7393,12.5659,LAUNCH,-2.133310,-1.160633,1.692311,-1.156665,0.157235,-0.571623,-0.075135,0.273264,-0.008455,0.030750,0.000104,-0.734742,-0.732230,-0.000401,0.891121,0.571684,7.1141,0.6909,-0.0009,29.7218,3.1355,0.0171,6.1965,0.7110,-0.0078,6.3999,0.0616,-0.0848,0.019460,0.016329,-0.020510,-0.015556,-0.017964,-0.002021,-0.000069,-0.0000,4.0000,-0.0000,-0.6967,6.3440,0.0000,-0.033017,-0.004018,-0.000469,2.6040,0,1,-0.3219,0.0329,0.036565,0.028530,-0.037504,-0.029468,1.000000,[],6.4030,6.4021,6.4021,0.0616,-0.0848,343.0537,1,0.459385,29.7218,0.0171,-3.1355,29.7218,0.0171,-3.1355,29.7218,-3.9829,-3.1355,0.003112,-0.654290,-0.641107,0.1783,-37.4881,-36.7327,0.000104,-0.752112,-0.736215,16.45753627,44.11536099,1200.6909,62.827119,0.642935,-0.828477,0.001909,-0.073772,-0.083743,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6491,-4.4946,35.4198,36.0052,4393517.6694,4259899.4755,1795685.2382,1201.0392,10.3876,0.137015,7.8504,-0.090826,-5.2039,0.1056,0.1056,685.7434,36.2257,0.992521,-0.001323,0.121677,-0.009800,-0.2959,13.9755,-1.1677,0.001304,-0.153561,-0.158971,0.0747,-8.7984,-9.1084,796.8084,10.3465,-18.4641,800.9165,-0.6585,-0.2662,0.0013,-0.9243,-0.9347,12.5305,POWERED_ASCENT,-2.038931,-0.755003,1.209365,-0.782210,0.238221,-0.864496,-0.148551,0.540157,-0.019117,0.069518,0.001331,-0.893150,-0.925336,-0.000483,0.868961,0.571602,10.3896,1.0392,0.0009,35.8006,3.8329,0.0094,6.2731,0.6786,-0.1099,6.4821,0.0842,-0.1502,0.039051,0.030918,-0.041024,-0.030889,-0.035470,-0.004567,-0.000486,0.0000,4.0000,0.0000,-0.6851,6.3439,-0.0000,-0.048292,-0.006930,-0.000977,3.3770,0,1,-0.2328,0.0151,0.054245,0.040385,-0.056199,-0.042339,1.000000,[],6.4866,6.4843,6.4843,0.0842,-0.1503,343.0526,1,0.448222,35.8006,0.0094,-3.8329,35.8006,0.0094,-3.8330,35.8006,-3.9906,-3.8329,0.038116,-0.797790,-0.810626,2.1839,-45.7100,-46.4455,0.001331,-0.915405,-0.929728,16.45756587,44.11536101,1201.0392,63.633627,0.864594,-1.470232,0.003558,-0.152626,-0.160690,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.3674,-5.3413,41.5102,42.1952,4393517.1683,4259898.9851,1795689.0841,1201.4563,14.2738,0.117779,6.7483,-0.057699,-3.3059,0.1236,0.1236,939.1004,42.3936,0.993486,-0.002420,0.112235,-0.019576,-0.5410,12.8802,-2.3188,0.007586,-0.219993,-0.230763,0.4346,-12.6047,-13.2218,795.4762,8.4879,-22.9000,800.9481,-0.6586,-0.2662,0.0035,-0.5147,-0.6615,12.4947,POWERED_ASCENT,-1.851776,-0.300530,0.733957,-0.403478,0.318340,-1.155076,-0.221636,0.804554,-0.033030,0.120062,0.003489,-0.486871,-0.653652,-0.000565,0.846540,0.571519,14.2765,1.4563,-0.0024,41.9546,4.4986,-0.0984,6.3761,0.5910,-0.2875,6.4898,0.0692,-0.1868,0.058689,0.043935,-0.061618,-0.044887,-0.052282,-0.007872,-0.000970,-0.0000,4.0000,-0.0000,-0.6779,6.3437,0.0000,-0.063093,-0.010213,-0.001285,3.2650,0,1,-0.2234,-0.1344,0.072021,0.051595,-0.074591,-0.054165,1.000000,[],6.4951,6.4920,6.4920,0.0693,-0.1869,343.0512,1,0.435951,41.9546,-0.0984,-4.4986,41.9546,-0.0984,-4.4987,41.9546,-4.0984,-4.4986,0.099522,-0.439547,-0.571933,5.7022,-25.1842,-32.7694,0.003489,-0.501759,-0.656655,16.45760098,44.11536098,1201.4563,63.709146,0.718211,-1.829477,0.009840,-0.219058,-0.232482,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-6.0441,-6.3903,47.6731,48.4778,4393516.5973,4259898.4004,1795693.5432,1201.9362,18.7808,0.096314,5.5184,-0.025789,-1.4776,0.1419,0.1419,1237.8874,48.6738,0.994402,-0.003392,0.100599,-0.032145,-0.7726,11.5284,-3.7809,0.020364,-0.235444,-0.265234,1.1667,-13.4899,-15.1968,784.2001,4.0179,-26.2540,791.1926,-0.6505,-0.2630,0.0052,0.2100,-0.0941,12.4585,POWERED_ASCENT,-1.613189,0.106839,0.284195,-0.042204,0.356581,-1.294344,-0.278421,1.010400,-0.045158,0.164077,0.005216,0.228152,-0.090126,-0.000649,0.823846,0.571436,18.7844,1.9361,-0.0247,48.2096,5.0784,-0.3805,6.4647,0.4786,-0.5094,6.4164,0.0329,-0.2148,0.074390,0.053843,-0.077730,-0.055336,-0.065325,-0.010735,-0.001208,-0.0000,4.0000,-0.0000,-0.6769,6.3435,0.0005,-0.070537,-0.011464,-0.001229,2.4960,0,1,-0.3302,-0.4527,0.080772,0.057844,-0.083230,-0.060301,1.000000,[],6.4223,6.4186,6.4186,0.0329,-0.2149,343.0496,1,0.422632,48.2096,-0.3805,-5.0784,48.2095,-0.3805,-5.0785,48.2096,-4.3805,-5.0784,0.148383,0.193184,-0.075395,8.5017,11.0687,-4.3198,0.005216,0.227019,-0.091500,16.45764171,44.11536077,1201.9362,62.989034,0.361389,-2.104014,0.022618,-0.234509,-0.266952,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.6629,-7.6863,53.8882,54.8399,4393515.9614,4259897.6987,1795698.6202,1202.4683,23.9167,0.078417,4.4930,0.001557,0.0892,0.1605,0.1605,1583.3461,55.0496,0.994930,-0.003651,0.089807,-0.045108,-0.8948,10.2751,-5.2722,0.035203,-0.183401,-0.241781,2.0170,-10.5081,-13.8530,811.8297,-2.4251,-28.8205,820.4754,-0.6746,-0.2727,0.0046,0.9478,0.6221,12.4219,POWERED_ASCENT,-1.385289,0.349785,-0.083314,0.227198,0.338980,-1.230511,-0.302059,1.096422,-0.047603,0.172881,0.004610,0.955414,0.620575,-0.000733,0.800965,0.571351,23.9211,2.4682,-0.0858,54.5515,5.5479,-0.8802,6.5511,0.3977,-0.7288,6.6620,-0.0199,-0.2365,0.080571,0.058804,-0.083385,-0.060001,-0.070690,-0.011288,-0.001003,-0.0000,4.0000,-0.0000,-0.6893,6.3432,0.0018,-0.069244,-0.009017,-0.000841,2.6370,0,1,-0.5367,-0.9262,0.077420,0.059386,-0.079102,-0.061068,1.000000,[],6.6685,6.6643,6.6643,-0.0199,-0.2366,343.0479,1,0.408542,54.5515,-0.8802,-5.5479,54.5514,-0.8802,-5.5481,54.5515,-4.8802,-5.5479,0.130804,0.839934,0.549744,7.4945,48.1247,31.4980,0.004610,0.968936,0.620289,16.45768812,44.11536020,1202.4683,65.398540,-0.156340,-2.316829,0.037458,-0.182466,-0.243500,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
