time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0117,0.0000,8.3617,4.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0704,0.3634,-0.0043,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,4.0000,0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-6.3445,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-4.0000,-0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,16.45747200,44.11536100,1200.0000,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.100,-0.7633,-0.7459,4.8712,4.9868,4393519.0298,4259900.7930,1795675.2060,1200.0133,0.2319,0.190241,10.9000,-0.676544,-38.7631,0.0186,0.1000,21.3753,6.3954,0.991445,-0.000004,0.130526,0.000000,-0.0004,15.0000,-0.0000,-0.000000,-0.000044,-0.000061,-0.0000,-0.0025,-0.0035,771.6687,-0.6123,-0.2735,771.6578,-0.6345,-0.2565,-0.0000,-0.0024,-0.0033,12.7107,LAUNCH,-2.570795,-1.830432,4.110522,-2.567278,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000000,-0.002346,-0.003290,-0.000068,0.981680,0.572017,0.2319,0.0133,-0.0002,4.9740,0.3565,-0.0042,5.9749,0.6068,-0.0038,6.1886,-0.0049,-0.0022,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,4.0000,-0.0000,-0.7131,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-2.2449,-0.0483,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.1907,6.1907,6.1907,-0.0049,-0.0022,343.0559,1,0.551908,4.9740,-0.0042,-0.3565,4.9740,-0.0042,-0.3565,4.9740,-4.0042,-0.3565,-0.000003,-0.002060,-0.002899,-0.0001,-0.1180,-0.1661,-0.000000,-0.002383,-0.003350,16.45747410,44.11536100,1200.0133,60.754264,-0.009286,-0.018213,0.002254,0.000892,-0.001779,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.200,-1.5430,-1.5071,10.6611,10.8771,4393518.9146,4259900.6804,1795675.9801,1200.0781,1.0197,0.174141,9.9775,-0.352993,-20.2250,0.0338,0.1000,70.2242,11.5920,0.991447,-0.000010,0.130510,-0.000023,-0.0016,14.9981,-0.0028,-0.000001,-0.000902,-0.001331,-0.0001,-0.0517,-0.0763,791.1349,-0.2132,-0.5107,791.1866,-0.6505,-0.2630,-0.0000,-0.0239,-0.0359,12.6763,LAUNCH,-2.373737,-1.683926,4.110306,-2.566667,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000001,-0.023292,-0.035503,-0.000147,0.960191,0.571938,1.0199,0.0781,-0.0008,10.8354,0.9518,-0.0079,6.4022,0.7252,0.0012,6.3620,-0.0017,-0.0041,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,4.0000,-0.0000,-0.7108,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-1.3244,-0.0419,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3641,6.3641,6.3641,-0.0017,-0.0041,343.0557,1,0.483038,10.8354,-0.0079,-0.9518,10.8354,-0.0079,-0.9518,10.8354,-4.0079,-0.9518,-0.000033,-0.020640,-0.031120,-0.0019,-1.1826,-1.7830,-0.000001,-0.023837,-0.035907,16.45748121,44.11536099,1200.0781,62.454701,0.022071,-0.036986,0.002253,0.000033,-0.003050,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.300,-2.3314,-2.2699,16.8859,17.1966,4393518.7209,4259900.4915,1795677.3545,1200.2080,2.4141,0.164580,9.4298,-0.228443,-13.0888,0.0515,0.1000,162.9324,17.6572,0.991466,-0.000042,0.130365,-0.000236,-0.0086,14.9814,-0.0284,-0.000019,-0.006315,-0.009083,-0.0011,-0.3618,-0.5204,849.4483,1.0303,-1.5450,849.7211,-0.6987,-0.2824,-0.0000,-0.1214,-0.1604,12.6395,LAUNCH,-2.247388,-1.588654,3.018504,-2.134532,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000018,-0.118295,-0.158942,-0.000231,0.937188,0.571853,2.4146,0.2080,-0.0016,17.1160,1.6632,-0.0067,6.5536,0.7762,0.0098,6.8507,0.0083,-0.0125,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,4.0000,-0.0000,-0.7084,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,-0.7942,-0.0225,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.8531,6.8531,6.8531,0.0083,-0.0125,343.0553,1,0.472848,17.1160,-0.0067,-1.6632,17.1160,-0.0067,-1.6633,17.1160,-4.0067,-1.6632,-0.000515,-0.105011,-0.139042,-0.0295,-6.0167,-7.9665,-0.000018,-0.121087,-0.160179,16.45749381,44.11536098,1200.2080,67.249755,0.120403,-0.118935,0.002236,-0.005380,-0.010801,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.400,-3.1215,-3.0225,23.2673,23.6696,4393518.4482,4259900.2267,1795679.3635,1200.4126,4.4481,0.157332,9.0145,-0.164931,-9.4499,0.0700,0.1000,301.1254,24.0047,0.991560,-0.000174,0.129644,-0.001186,-0.0387,14.8980,-0.1421,-0.000116,-0.026013,-0.032794,-0.0066,-1.4904,-1.8790,819.5338,3.7142,-4.5115,820.4584,-0.6746,-0.2727,-0.0000,-0.3426,-0.4043,12.6020,LAUNCH,-2.208861,-1.309685,2.243185,-1.574943,0.126794,-0.461149,-0.056642,0.206005,-0.003673,0.013357,-0.000036,-0.333115,-0.400583,-0.000318,0.913671,0.571767,4.4490,0.4126,-0.0019,23.5451,2.4247,0.0029,6.2959,0.7264,0.0144,6.6292,0.0300,-0.0365,0.014000,0.013236,-0.014841,-0.012092,-0.013542,-0.000878,0.000076,-0.0000,4.0000,-0.0000,-0.7042,6.3442,0.0000,-0.027887,-0.002097,-0.000330,3.4500,0,1,-0.4645,0.0070,0.029654,0.025460,-0.030315,-0.026120,1.000000,[],6.6316,6.6314,6.6314,0.0301,-0.0365,343.0546,1,0.469200,23.5451,0.0029,-2.4247,23.5451,0.0029,-2.4247,23.5451,-3.9971,-2.4247,-0.000998,-0.296314,-0.350513,-0.0572,-16.9776,-20.0829,-0.000036,-0.341132,-0.403145,16.45751220,44.11536098,1200.4126,65.076128,0.333624,-0.354695,0.002139,-0.025078,-0.034513,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.500,-3.8970,-3.7547,29.3925,29.8865,4393518.0971,4259899.8877,1795681.9983,1200.6910,7.1128,0.150188,8.6052,-0.124706,-7.1451,0.0879,0.1000,475.0490,30.1507,0.991842,-0.000539,0.127410,-0.003904,-0.1223,14.6396,-0.4668,0.000149,-0.068218,-0.081707,0.0086,-3.9086,-4.6814,788.9293,7.5728,-10.7411,791.1823,-0.6505,-0.2630,0.0004,-0.6224,-0.7307,12.5659,LAUNCH,-2.193916,-0.952471,1.688756,-1.143251,0.253285,-0.918930,-0.133378,0.485095,-0.012194,0.044350,0.000357,-0.602942,-0.723711,-0.000401,0.891121,0.571684,7.1141,0.6910,-0.0009,29.7214,3.1373,0.0171,6.1938,0.7210,-0.0078,6.3999,0.0614,-0.0871,0.034043,0.029224,-0.035565,-0.028723,-0.031889,-0.002915,-0.000255,-0.0000,4.0000,-0.0000,-0.6977,6.3440,0.0000,-0.053463,-0.005646,-0.000599,3.4990,0,1,-0.3184,0.0329,0.058510,0.047219,-0.059708,-0.048416,1.000000,[],6.4030,6.4021,6.4021,0.0615,-0.0872,343.0537,1,0.459367,29.7214,0.0171,-3.1373,29.7214,0.0171,-3.1373,29.7214,-3.9829,-3.1373,0.010195,-0.537772,-0.633647,0.5841,-30.8121,-36.3053,0.000357,-0.618134,-0.727688,16.45753627,44.11536099,1200.6910,62.827133,0.641534,-0.851481,0.002404,-0.067283,-0.083425,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.600,-4.6405,-4.4863,35.4201,36.0034,4393517.6699,4259899.4759,1795685.2382,1201.0398,10.3874,0.138517,7.9364,-0.090924,-5.2095,0.1056,0.1056,685.6742,36.2239,0.992410,-0.001256,0.122580,-0.009754,-0.2885,14.0798,-1.1619,0.002681,-0.125748,-0.157014,0.1536,-7.2048,-8.9962,796.8095,10.2882,-19.4057,800.9165,-0.6585,-0.2662,0.0015,-0.5691,-0.9026,12.5305,POWERED_ASCENT,-2.144651,-0.459260,1.203083,-0.755194,0.337931,-1.226230,-0.235828,0.855839,-0.026918,0.097887,0.001524,-0.543238,-0.893286,-0.000483,0.868961,0.571602,10.3894,1.0398,0.0009,35.7975,3.8446,0.0094,6.2643,0.7129,-0.1087,6.4821,0.0837,-0.1579,0.060971,0.049181,-0.063183,-0.049250,-0.055646,-0.006431,-0.000570,0.0000,4.0000,0.0000,-0.6890,6.3439,-0.0000,-0.068740,-0.009563,-0.000877,3.4330,0,1,-0.2139,0.0150,0.077426,0.058300,-0.079180,-0.060054,1.000000,[],6.4868,6.4843,6.4843,0.0837,-0.1579,343.0526,1,0.448150,35.7975,0.0094,-3.8446,35.7975,0.0094,-3.8446,35.7975,-3.9906,-3.8446,0.043387,-0.488083,-0.782524,2.4859,-27.9651,-44.8353,0.001524,-0.559712,-0.897656,16.45756587,44.11536101,1201.0398,63.633713,0.859943,-1.545380,0.004936,-0.124813,-0.158733,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.700,-5.3347,-5.3079,41.5117,42.1883,4393517.1706,4259898.9874,1795689.0841,1201.4595,14.2730,0.122984,7.0465,-0.058132,-3.3307,0.1236,0.1236,938.7915,42.3867,0.993133,-0.002246,0.115356,-0.019358,-0.5254,13.2406,-2.2943,0.008695,-0.157919,-0.224968,0.4982,-9.0481,-12.8897,795.4802,8.4368,-24.7146,800.9481,-0.6586,-0.2662,0.0028,-0.1272,-0.6095,12.4947,POWERED_ASCENT,-2.000900,-0.064506,0.730098,-0.371544,0.386173,-1.401966,-0.303635,1.101556,-0.043321,0.157470,0.002806,-0.104468,-0.601719,-0.000565,0.846540,0.571519,14.2757,1.4595,-0.0023,41.9428,4.5439,-0.0973,6.3560,0.6740,-0.2817,6.4899,0.0688,-0.2016,0.080265,0.060573,-0.082832,-0.061228,-0.071224,-0.010324,-0.000805,-0.0000,4.0000,-0.0000,-0.6870,6.3437,0.0000,-0.076953,-0.012189,-0.000979,2.6230,0,1,-0.1606,-0.1329,0.088162,0.063785,-0.090121,-0.065743,1.000000,[],6.4956,6.4921,6.4921,0.0689,-0.2017,343.0512,1,0.435778,41.9428,-0.0973,-4.5439,41.9427,-0.0973,-4.5440,41.9428,-4.0973,-4.5439,0.079872,-0.100657,-0.526846,4.5763,-5.7672,-30.1861,0.002806,-0.113178,-0.604707,16.45760098,44.11536098,1201.4595,63.709466,0.714123,-1.974711,0.010950,-0.156984,-0.226686,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.800,-5.9553,-6.2946,47.6788,48.4598,4393516.6054,4259898.4088,1795693.5436,1201.9474,18.7779,0.107624,6.1664,-0.026913,-1.5420,0.1418,0.1418,1236.9452,48.6553,0.993695,-0.003158,0.107544,-0.031544,-0.7660,12.3295,-3.7191,0.017689,-0.147614,-0.255857,1.0135,-8.4577,-14.6595,784.2107,4.1939,-29.4508,791.1927,-0.6505,-0.2630,0.0033,0.3295,-0.0839,12.4585,POWERED_ASCENT,-1.812987,0.163218,0.295133,-0.037386,0.368067,-1.336103,-0.327505,1.188632,-0.049996,0.181652,0.003337,0.348284,-0.079776,-0.000649,0.823846,0.571436,18.7815,1.9474,-0.0243,48.1780,5.2051,-0.3736,6.4307,0.6311,-0.4947,6.4165,0.0343,-0.2410,0.087262,0.064294,-0.089686,-0.065115,-0.076589,-0.011885,-0.000811,-0.0000,4.0000,-0.0000,-0.6903,6.3435,0.0005,-0.074628,-0.010356,-0.000868,2.6920,0,1,-0.1773,-0.4448,0.084116,0.063404,-0.085853,-0.065140,1.000000,[],6.4233,6.4187,6.4187,0.0343,-0.2411,343.0496,1,0.422318,48.1780,-0.3736,-5.2051,48.1780,-0.3736,-5.2052,48.1780,-4.3736,-5.2051,0.094870,0.300296,-0.068490,5.4356,17.2057,-3.9242,0.003337,0.348604,-0.081186,16.45764168,44.11536077,1201.9474,62.989885,0.375516,-2.360612,0.019943,-0.146679,-0.257576,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
0.900,-6.4743,-7.4738,53.9042,54.8036,4393515.9830,4259897.7220,1795698.6216,1202.4991,23.9091,0.095939,5.4969,-0.000184,-0.0105,0.1604,0.1604,1581.1738,55.0119,0.993893,-0.003600,0.101090,-0.044095,-0.9400,11.5737,-5.1759,0.026605,-0.105311,-0.237165,1.5244,-6.0339,-13.5886,811.8506,-1.7367,-33.8863,820.4756,-0.6746,-0.2727,0.0027,0.5458,0.4833,12.4219,POWERED_ASCENT,-1.633347,0.206975,-0.050616,0.176839,0.299753,-1.088046,-0.311692,1.131404,-0.038657,0.140392,0.002715,0.564561,0.482361,-0.000733,0.800965,0.571351,23.9135,2.4990,-0.0841,54.4865,5.8241,-0.8589,6.5056,0.6154,-0.7077,6.6622,-0.0143,-0.2781,0.081079,0.063427,-0.083024,-0.064011,-0.072885,-0.009166,-0.000632,-0.0000,4.0000,-0.0000,-0.6994,6.3432,0.0018,-0.065929,-0.003586,-0.000650,2.5200,0,1,-0.2425,-0.9049,0.068866,0.061694,-0.070165,-0.062993,1.000000,[],6.6703,6.6645,6.6645,-0.0143,-0.2782,343.0478,1,0.408127,54.4865,-0.8589,-5.8241,54.4865,-0.8589,-5.8243,54.4865,-4.8589,-5.8241,0.077017,0.493402,0.425028,4.4127,28.2698,24.3523,0.002715,0.570630,0.481993,16.45768805,44.11536021,1202.4991,65.400221,-0.100917,-2.724637,0.028860,-0.104376,-0.238884,0.043970,0.038890,0.003302,0.002254,0.000935,-0.001719
