t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.253645,800,65535,-1,-1,0,0
2.254335,880,65535,-1,-1,0,0
2.254783,820,65535,-1,-1,0,0
2.255184,840,65535,-1,-1,0,0
2.255599,800,65535,-1,-1,0,0
2.778889,880,65535,-1,-1,0,0
3.255722,840,65535,-1,-1,0,0
3.776265,840,65535,-1,-1,0,0
4.257382,820,65535,-1,-1,0,0
4.775781,860,65535,-1,-1,0,0
5.266757,800,65535,-1,-1,0,0
5.776760,900,65535,-1,-1,0,0
6.277871,820,65535,-1,-1,0,0
6.776632,820,65535,-1,-1,0,0
7.278512,820,65535,-1,-1,0,0
7.776064,880,65535,-1,-1,0,0
8.279003,820,65535,-1,-1,0,0
8.775263,820,65535,-1,-1,0,0
9.277836,840,65535,-1,-1,0,0
9.775943,820,65535,-1,-1,0,0
10.276368,780,65535,-1,-1,0,0
10.775593,880,65535,-1,-1,0,0
11.275134,780,65535,-1,-1,0,0
11.776798,880,65535,-1,-1,0,0
12.276345,880,65535,-1,-1,0,0
12.778590,840,65535,-1,-1,0,0
13.277938,840,65535,-1,-1,0,0
13.775783,840,65535,-1,-1,0,0
14.278620,820,65535,-1,-1,0,0
14.780178,900,65535,-1,-1,0,0
15.280129,840,65535,-1,-1,0,0
15.780248,840,65535,-1,-1,0,0
16.281749,860,65535,-1,-1,0,0
16.777309,920,65535,-1,-1,0,0
17.277222,820,65535,-1,-1,0,0
17.776963,920,65535,-1,-1,0,0
18.276342,620,65535,-1,-1,0,0
18.777278,580,65535,-1,-1,0,0
19.276849,760,65535,-1,-1,0,0
19.779247,880,65535,-1,-1,0,0
20.280700,820,65535,-1,-1,0,0
20.776921,800,65535,-1,-1,0,0
21.280618,820,65535,-1,-1,0,0
21.776900,860,65535,-1,-1,0,0
22.278440,860,65535,-1,-1,0,0
22.776634,900,65535,-1,-1,0,0
23.280335,803,65535,-1,-1,0,0
23.776495,816,65535,-1,-1,0,0
24.277625,820,65535,-1,-1,0,0
24.779311,860,65535,-1,-1,0,0
25.279514,820,65535,-1,-1,0,0
25.779838,860,65535,-1,-1,0,0
26.278742,840,65535,-1,-1,0,0
26.777594,740,65535,-1,-1,0,0
27.277536,803,65535,-1,-1,0,0
27.777869,857,65535,-1,-1,0,0
28.276501,780,65535,-1,-1,0,0
28.777965,880,65535,-1,-1,0,0
29.279855,840,65535,-1,-1,0,0
29.780277,820,65535,-1,-1,0,0
30.281084,860,65535,-1,-1,0,0
30.778223,880,65535,-1,-1,0,0
31.277754,780,65535,-1,-1,0,0
31.778721,840,65535,-1,-1,0,0
32.277832,900,65535,-1,-1,0,0
32.777228,820,65535,-1,-1,0,0
33.284118,760,65535,-1,-1,0,0
33.777652,920,65535,-1,-1,0,0
34.279212,840,65535,-1,-1,0,0
34.780050,780,65535,-1,-1,0,0
35.281610,840,65535,-1,-1,0,0
35.780343,803,65535,-1,-1,0,0
36.281766,897,65535,-1,-1,0,0
36.778597,900,65535,-1,-1,0,0
37.278753,820,65535,-1,-1,0,0
37.779003,820,65535,-1,-1,0,0
38.279329,840,65535,-1,-1,0,0
38.778513,840,65535,-1,-1,0,0
39.279039,800,65535,-1,-1,0,0
39.781568,880,65535,-1,-1,0,0
40.277734,820,65535,-1,-1,0,0
40.778364,840,65535,-1,-1,0,0
41.280984,803,65535,-1,-1,0,0
41.780712,795,65535,-1,-1,0,0
42.279965,840,65535,-1,-1,0,0
42.779491,860,65535,-1,-1,0,0
43.279144,820,65535,-1,-1,0,0
43.778754,803,65535,-1,-1,0,0
44.282271,836,65535,-1,-1,0,0
44.778339,840,65535,-1,-1,0,0
45.280140,800,65535,-1,-1,0,0
45.779948,880,65535,-1,-1,0,0
46.278220,860,65535,-1,-1,0,0
46.779730,880,65535,-1,-1,0,0
47.278778,843,65535,-1,-1,0,0
47.777743,897,65535,-1,-1,0,0
48.281863,840,65535,-1,-1,0,0
48.781797,860,65535,-1,-1,0,0
49.279306,860,65535,-1,-1,0,0
49.777867,860,65535,-1,-1,0,0
50.278387,780,65535,-1,-1,0,0
50.778348,843,65535,-1,-1,0,0
51.279041,877,65535,-1,-1,0,0
51.779488,900,65535,-1,-1,0,0
52.279843,860,65535,-1,-1,0,0
52.779493,860,65535,-1,-1,0,0
53.281287,820,65535,-1,-1,0,0
53.779909,920,65535,-1,-1,0,0
54.282380,860,65535,-1,-1,0,0
54.778158,840,65535,-1,-1,0,0
55.279716,820,65535,-1,-1,0,0
55.782154,900,65535,-1,-1,0,0
56.282991,840,65535,-1,-1,0,0
56.780087,880,65535,-1,-1,0,0
57.279832,820,65535,-1,-1,0,0
57.778591,880,65535,-1,-1,0,0
58.283687,820,65535,-1,-1,0,0
58.779557,880,65535,-1,-1,0,0
59.285723,780,65535,-1,-1,0,0
59.779970,860,65535,-1,-1,0,0
60.280664,840,65535,-1,-1,0,0
60.780091,820,65535,-1,-1,0,0
61.283151,840,65535,-1,-1,0,0
61.782341,860,65535,-1,-1,0,0
62.281303,820,65535,-1,-1,0,0
62.781971,780,65535,-1,-1,0,0
63.281273,860,65535,-1,-1,0,0
63.779726,840,65535,-1,-1,0,0
64.281787,780,65535,-1,-1,0,0
64.783367,880,65535,-1,-1,0,0
65.280711,800,65535,-1,-1,0,0
65.781602,820,65535,-1,-1,0,0
66.280343,840,65535,-1,-1,0,0
66.781874,820,65535,-1,-1,0,0
