t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253148,35230008,0.008021,-0.004564,-0.621842,-0.001096,0.000274,-0.000622
2.253148,35230038,0.008010,-0.004564,-0.621855,-0.000633,-0.000395,-0.000040
2.253148,35230073,0.008024,-0.004566,-0.621870,-0.000183,0.000461,0.000307
2.253148,35230108,0.008034,-0.004559,-0.621864,0.000508,0.000663,0.000906
2.253148,35230139,0.008019,-0.004564,-0.621868,-0.000569,0.000388,0.000457
2.253645,35230173,0.008025,-0.004563,-0.621866,0.000710,0.000490,0.000289
2.253645,35230206,0.008020,-0.004565,-0.621878,-0.000674,0.000184,0.000413
2.253645,35230240,0.008009,-0.004551,-0.621873,0.000810,0.000542,0.000577
2.253645,35230274,0.008015,-0.004562,-0.621869,0.000208,0.000309,0.000570
2.253911,35230308,0.008007,-0.004557,-0.621861,-0.000393,0.000025,0.000756
2.253911,35230341,0.007987,-0.004561,-0.621858,-0.000554,-0.000098,0.000187
2.253911,35230375,0.007980,-0.004562,-0.621874,-0.000115,0.000476,-0.000639
2.253911,35230406,0.007971,-0.004552,-0.621880,-0.000831,-0.000583,-0.000030
2.254097,35230441,0.007966,-0.004545,-0.621887,-0.000193,-0.000077,-0.000071
2.254097,35230475,0.007980,-0.004536,-0.621891,0.000940,0.000412,0.000251
2.254097,35230506,0.007973,-0.004507,-0.621917,-0.000090,0.000695,-0.000795
2.254097,35230542,0.007968,-0.004493,-0.621913,-0.000328,0.000430,0.000798
2.254097,35230573,0.007963,-0.004494,-0.621900,-0.000281,-0.000149,0.000555
2.254231,35230609,0.007970,-0.004495,-0.621881,0.000177,0.000986,0.000540
2.254231,35230641,0.007957,-0.004469,-0.621893,-0.000116,0.000312,-0.000034
2.254231,35230675,0.007956,-0.004476,-0.621880,-0.000580,-0.001557,0.001037
2.254231,35230706,0.007965,-0.004473,-0.621876,0.000681,0.000471,0.000086
2.254231,35230743,0.007963,-0.004459,-0.621860,-0.000060,-0.000167,0.000403
2.254335,35230774,0.007951,-0.004452,-0.621861,-0.000643,-0.000140,0.000478
2.254335,35230807,0.007930,-0.004447,-0.621854,-0.000330,-0.000168,0.000405
2.254335,35230838,0.007927,-0.004431,-0.621831,0.000479,0.000678,0.000450
2.254335,35230871,0.007937,-0.004409,-0.621808,0.000065,0.000869,0.000849
2.254462,35230906,0.007933,-0.004405,-0.621783,0.000578,-0.000429,0.000173
2.254462,35230940,0.007936,-0.004413,-0.621780,0.000119,0.000318,-0.000126
2.254462,35230974,0.007935,-0.004410,-0.621760,0.000741,0.000542,0.000379
2.254462,35231007,0.007936,-0.004399,-0.621764,0.000116,0.000429,0.000078
2.254462,35231042,0.007933,-0.004388,-0.621769,-0.000853,0.000797,-0.000367
2.254597,35231075,0.007929,-0.004383,-0.621758,0.000149,0.001232,0.000276
2.254597,35231109,0.007934,-0.004393,-0.621738,-0.000093,0.000001,0.001321
2.254597,35231138,0.007933,-0.004396,-0.621727,0.000238,0.000017,-0.000181
2.254597,35231174,0.007932,-0.004406,-0.621729,-0.000648,-0.000314,-0.000069
2.254597,35231207,0.007924,-0.004410,-0.621734,0.000405,-0.000065,0.000242
2.254783,35231239,0.007947,-0.004421,-0.621720,0.000302,0.000449,0.000461
2.254783,35231274,0.007949,-0.004430,-0.621721,0.000252,0.000199,0.000148
2.254783,35231306,0.007962,-0.004431,-0.621715,0.000664,-0.000473,0.000699
2.254783,35231336,0.007965,-0.004448,-0.621723,-0.000149,-0.000159,-0.000732
2.254957,35231374,0.007979,-0.004442,-0.621718,0.000403,0.000424,-0.000364
2.254957,35231408,0.007964,-0.004462,-0.621724,-0.000891,-0.000048,0.000545
2.254957,35231439,0.007961,-0.004476,-0.621718,0.000064,-0.000695,0.000719
2.254957,35231474,0.007967,-0.004491,-0.621728,-0.000003,-0.000303,-0.000224
2.254957,35231506,0.007979,-0.004528,-0.621723,0.000452,0.000176,-0.000425
2.255076,35231541,0.007981,-0.004522,-0.621716,-0.000210,0.000197,0.000267
2.255076,35231573,0.007979,-0.004530,-0.621713,-0.000360,0.000888,-0.000196
2.255076,35231604,0.007983,-0.004561,-0.621696,0.000531,-0.000681,0.000791
