t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.253148,35229994296,-0.042332,-0.074644,-9.846965,-0.000462,0.001039,0.000774,0.151224,1.043068,2.713388,781.51,40.00,highres
2.253148,35230014476,-0.042332,-0.072249,-9.855346,0.000760,-0.000182,0.000469,0.146320,1.039244,2.716188,781.51,40.00,highres
2.253148,35230031926,-0.045924,-0.084222,-9.842425,-0.001076,-0.000804,-0.000148,0.146320,1.039244,2.716188,781.50,40.00,highres
2.253148,35230056993,-0.043530,-0.080631,-9.847215,0.001978,-0.000499,-0.000454,0.146523,1.041580,2.715364,781.50,40.00,highres
2.253148,35230087196,-0.047121,-0.085419,-9.846018,0.000756,-0.001415,0.000462,0.146523,1.041580,2.715364,781.50,40.00,highres
2.253148,35230103975,-0.055501,-0.081828,-9.835242,0.000756,0.000417,0.000462,0.146523,1.041580,2.715364,781.50,40.00,highres
2.253148,35230124709,-0.049515,-0.085419,-9.843625,0.000145,0.000112,-0.000148,0.146523,1.041580,2.715364,781.50,40.00,highres
2.253148,35230141099,-0.038742,-0.079434,-9.838836,0.000451,0.000723,-0.000148,0.146523,1.041580,2.715364,781.50,40.00,highres
2.253645,35230161811,-0.050713,-0.089011,-9.831653,-0.000466,-0.000499,-0.000148,0.144766,1.042053,2.714179,781.50,40.00,highres
2.253645,35230176924,-0.051910,-0.071055,-9.835244,-0.000771,0.000723,0.000157,0.142794,1.044190,2.712937,781.50,40.00,highres
2.253645,35230194491,-0.050713,-0.077040,-9.849609,0.000145,-0.000804,0.000462,0.142794,1.044190,2.712937,781.50,40.00,highres
2.253645,35230224693,-0.057895,-0.080631,-9.843624,-0.000771,-0.000194,0.000462,0.142794,1.044190,2.712937,781.50,40.00,highres
2.253645,35230244491,-0.048318,-0.075843,-9.838835,0.000756,0.000112,0.000157,0.142794,1.044190,2.712937,781.50,40.00,highres
2.253645,35230268135,-0.063880,-0.077040,-9.842427,0.001062,0.000723,0.000157,0.142794,1.044190,2.712937,781.50,40.00,highres
2.253645,35230284451,-0.055501,-0.079434,-9.847215,0.000145,0.001028,0.000462,0.142794,1.044190,2.712937,781.51,40.00,highres
2.253911,35230305135,-0.037545,-0.077040,-9.849608,-0.000466,0.000112,0.000157,0.144780,1.041503,2.720216,781.51,40.00,highres
2.253911,35230322353,-0.045924,-0.079434,-9.840033,-0.000160,-0.000194,-0.000148,0.144780,1.041503,2.720216,781.51,40.00,highres
2.253911,35230344535,-0.038742,-0.090208,-9.847215,-0.000466,0.000723,0.001073,0.144865,1.045387,2.722979,781.51,40.00,highres
2.253911,35230365166,-0.054304,-0.083025,-9.835244,0.000451,0.001028,0.000157,0.144865,1.045387,2.722979,781.51,40.00,highres
2.253911,35230384593,-0.057895,-0.077040,-9.838837,0.000451,0.000723,0.000768,0.144865,1.045387,2.722979,781.51,40.00,highres
2.253911,35230405727,-0.041136,-0.079434,-9.846019,-0.000160,0.000417,0.000157,0.144865,1.045387,2.722979,781.51,40.00,highres
2.253911,35230425022,-0.047121,-0.068661,-9.835244,-0.000160,-0.001415,-0.000148,0.144865,1.045387,2.722979,781.51,40.00,highres
2.254097,35230442591,-0.042333,-0.078237,-9.837639,0.000145,0.002555,0.001073,0.145992,1.049054,2.722042,781.51,40.00,highres
2.254097,35230462795,-0.055501,-0.081828,-9.826865,-0.000160,-0.001110,-0.000148,0.145992,1.049054,2.722042,781.51,40.00,highres
2.254097,35230482027,-0.051910,-0.077040,-9.844823,-0.000771,0.001028,0.000768,0.144772,1.037886,2.715534,781.51,40.00,highres
2.254097,35230504846,-0.041136,-0.073449,-9.836441,-0.000771,0.000417,-0.000759,0.144772,1.037886,2.715534,781.51,40.00,highres
2.254097,35230525237,-0.049515,-0.078237,-9.846017,-0.000466,-0.000194,0.000768,0.144772,1.037886,2.715534,781.51,40.00,highres
