t_sim,mhe_us,mpc_us,cycle_us
0.540000,0.000,0.000,405.000
0.580000,0.000,0.000,146.000
0.650000,0.000,0.000,738.000
0.720000,0.000,0.000,605.000
0.790000,0.000,0.000,7.000
0.880000,0.000,0.000,62.000
14.970000,0.000,0.000,49.000
15.060000,0.000,0.000,70.000
15.120000,0.000,0.000,58.000
15.170000,0.000,0.000,558.000
15.240000,0.000,0.000,355.000
15.280000,0.000,0.000,56.000
15.370000,0.000,0.000,262.000
15.420000,0.000,0.000,201.000
15.460000,0.000,0.000,634.000
15.530000,0.000,0.000,55.000
15.540000,0.000,0.000,30.000
15.610000,0.000,0.000,484.000
15.640000,0.000,0.000,180.000
15.690000,0.000,0.000,77.000
15.740000,0.000,0.000,59.000
15.830000,0.000,0.000,630.000
15.890000,0.000,0.000,66.000
15.940000,0.000,0.000,7.000
16.010000,0.000,0.000,467.000
16.060000,0.000,0.000,48.000
16.120000,0.000,0.000,151.000
16.190000,0.000,0.000,329.000
16.270000,0.000,0.000,363.000
16.320000,0.000,0.000,50.000
16.350000,0.000,0.000,58.000
16.440000,0.000,0.000,102.000
16.520000,0.000,0.000,609.000
16.540000,0.000,0.000,50.000
16.590000,0.000,0.000,1166.000
16.660000,0.000,0.000,193.000
16.720000,0.000,0.000,304.000
16.800000,0.000,0.000,418.000
16.860000,0.000,0.000,296.000
16.930000,0.000,0.000,317.000
16.970000,0.000,0.000,192.000
17.060000,0.000,0.000,303.000
17.120000,0.000,0.000,228.000
17.180000,0.000,0.000,295.000
17.220000,0.000,0.000,201.000
