t_sim,mhe_us,mpc_us,cycle_us
0.600000,0.000,0.000,123.000
0.670000,0.000,0.000,68.000
0.740000,0.000,0.000,86.000
0.820000,0.000,0.000,363.000
0.870000,0.000,0.000,131.000
0.960000,0.000,0.000,81.000
15.030000,0.000,0.000,1240.000
15.150000,0.000,0.000,161.000
15.180000,0.000,0.000,659.000
15.250000,0.000,0.000,129.000
15.300000,0.000,0.000,79.000
15.360000,0.000,0.000,101.000
15.500000,0.000,62299.000,63701.000
15.600000,0.000,0.000,128.000
15.770000,0.000,0.000,4.000
15.860000,0.000,0.000,385.000
15.980000,0.000,0.000,4.000
16.080000,0.000,0.000,57.000
16.200000,0.000,0.000,4.000
16.280000,0.000,0.000,56.000
16.370000,0.000,0.000,3.000
16.500000,0.000,0.000,3.000
16.590000,0.000,0.000,79.000
16.690000,0.000,0.000,32.000
16.850000,18813.000,25422.000,44517.000
16.980000,0.000,0.000,19.000
17.079999,0.000,0.000,50.000
17.180000,0.000,0.000,28.000
17.270000,0.000,0.000,432.000
17.370000,0.000,0.000,62.000
17.520000,6244.000,31646.000,38070.000
17.640000,16613.000,33963.000,50974.000
17.800000,13951.000,45078.000,59341.000
17.920000,0.000,0.000,3.000
18.000000,0.000,0.000,47.000
18.150000,0.000,0.000,57.000
18.310000,10135.000,32551.000,42894.000
18.420000,14597.000,37683.000,52670.000
18.590000,0.000,0.000,3.000
18.660000,0.000,0.000,63.000
18.740000,0.000,0.000,18.000
18.830000,0.000,0.000,1.000
19.010000,11305.000,43679.000,55353.000
19.120000,0.000,0.000,24.000
19.220000,0.000,0.000,664.000
19.340000,0.000,0.000,115.000
19.450000,0.000,0.000,114.000
19.590000,0.000,0.000,40.000
19.640000,0.000,0.000,504.000
19.730000,0.000,0.000,27.000
19.840000,0.000,0.000,861.000
19.950000,0.000,0.000,4.000
20.040000,0.000,0.000,424.000
20.120000,0.000,0.000,465.000
20.240000,0.000,0.000,4.000
20.340000,0.000,0.000,28.000
20.480000,0.000,0.000,4.000
20.600000,0.000,0.000,39.000
20.710000,0.000,0.000,95.000
20.870000,7980.000,31816.000,39965.000
20.980000,0.000,0.000,2.000
21.090000,0.000,0.000,2.000
21.290000,17251.000,33334.000,50973.000
21.440000,15793.000,37959.000,54175.000
21.550000,0.000,0.000,4.000
21.660000,0.000,0.000,86.000
21.770000,0.000,0.000,902.000
21.930000,5532.000,34311.000,40182.000
22.040000,0.000,0.000,3.000
22.180000,16912.000,28772.000,46059.000
22.260000,0.000,0.000,4.000
22.370000,0.000,0.000,3.000
22.460000,0.000,0.000,485.000
22.550000,0.000,0.000,33.000
22.740000,17915.000,28540.000,46756.000
22.860000,16749.000,31082.000,48276.000
22.970000,0.000,0.000,5.000
23.060000,0.000,0.000,4.000
23.189999,7894.000,31675.000,39755.000
23.300000,4968.000,24831.000,29982.000
23.390000,0.000,0.000,2.000
23.610000,17242.000,34723.000,52370.000
23.720000,0.000,0.000,3.000
23.800000,5696.000,29891.000,35886.000
23.890000,6053.000,33441.000,39670.000
24.000000,0.000,0.000,4.000
24.110000,0.000,0.000,37.000
24.310000,16841.000,36959.000,54203.000
24.420000,15534.000,37884.000,53794.000
24.510000,6296.000,35850.000,42390.000
24.620000,17473.000,30544.000,48435.000
24.780000,0.000,0.000,726.000
24.870000,0.000,0.000,46.000
24.950000,0.000,0.000,25.000
25.110000,9703.000,32355.000,42272.000
25.250000,17136.000,36682.000,54340.000
25.400000,0.000,0.000,3.000
25.480000,0.000,0.000,75.000
25.650000,0.000,0.000,3.000
25.800000,0.000,0.000,4.000
25.950000,0.000,0.000,85.000
26.150000,14881.000,28068.000,43259.000
26.230000,17561.000,31013.000,49094.000
26.320000,13596.000,28335.000,42199.000
26.440000,0.000,0.000,5.000
26.540000,0.000,0.000,62.000
26.640000,0.000,0.000,13.000
26.750000,0.000,0.000,34.000
26.910000,15003.000,27770.000,43125.000
27.000000,16790.000,29732.000,46990.000
27.130000,0.000,0.000,3.000
27.250000,0.000,0.000,1088.000
27.450000,15666.000,40839.000,57797.000
27.580000,0.000,0.000,5.000
27.710000,0.000,0.000,34.000
27.800000,0.000,0.000,310.000
27.980000,10715.000,30756.000,41746.000
28.020000,0.000,0.000,18.000
28.120000,0.000,0.000,10.000
28.300000,16231.000,28310.000,44878.000
28.400000,17925.000,28750.000,47042.000
28.520000,4702.000,23662.000,28505.000
28.640000,0.000,0.000,28.000
28.660000,0.000,0.000,5.000
28.750000,0.000,0.000,178.000
28.870000,0.000,0.000,207.000
