t_sim,mhe_us,mpc_us,cycle_us
0.560000,0.000,0.000,498.000
0.630000,0.000,0.000,253.000
0.680000,0.000,0.000,636.000
0.740000,0.000,0.000,962.000
0.820000,0.000,0.000,168.000
0.850000,0.000,0.000,67.000
0.950000,0.000,0.000,89.000
15.050000,0.000,0.000,63.000
15.140000,0.000,0.000,82.000
15.200000,0.000,0.000,120.000
15.280000,0.000,0.000,235.000
15.330000,0.000,0.000,78.000
15.420000,0.000,0.000,165.000
15.470000,0.000,0.000,403.000
15.580000,0.000,0.000,129.000
15.600000,0.000,0.000,152.000
15.690000,0.000,0.000,214.000
15.740000,0.000,0.000,1207.000
15.800000,0.000,0.000,420.000
15.840000,0.000,0.000,139.000
15.920000,0.000,0.000,154.000
15.980000,0.000,0.000,203.000
16.040000,0.000,0.000,437.000
16.100000,0.000,0.000,1203.000
16.170000,0.000,0.000,311.000
16.200000,0.000,0.000,452.000
16.310000,0.000,0.000,980.000
16.340000,0.000,0.000,62.000
16.410000,0.000,0.000,332.000
16.490000,0.000,0.000,284.000
16.600000,0.000,0.000,162.000
16.640000,0.000,0.000,398.000
16.700000,0.000,0.000,728.000
16.760000,0.000,0.000,253.000
16.820000,0.000,0.000,90.000
16.870000,0.000,0.000,181.000
16.940000,0.000,0.000,195.000
17.000000,0.000,0.000,67.000
17.080000,0.000,0.000,170.000
17.130000,0.000,0.000,73.000
17.180000,0.000,0.000,1275.000
17.240000,0.000,0.000,79.000
17.310000,0.000,0.000,58.000
