t_sim,mhe_us,mpc_us,cycle_us
0.560000,0.000,0.000,101.000
0.670000,0.000,0.000,395.000
0.740000,0.000,0.000,342.000
0.830000,0.000,0.000,268.000
0.900000,0.000,0.000,502.000
0.940000,0.000,0.000,55.000
1.020000,0.000,0.000,66.000
15.010000,0.000,0.000,457.000
15.100000,0.000,0.000,117.000
15.150000,0.000,0.000,89.000
15.200000,0.000,0.000,207.000
15.300000,0.000,0.000,388.000
15.460000,0.000,65020.000,66008.000
15.580000,0.000,0.000,2.000
15.690000,0.000,0.000,3.000
15.770000,0.000,0.000,53.000
15.970000,0.000,28302.000,28635.000
16.130000,0.000,0.000,159.000
16.250000,0.000,0.000,2.000
16.440000,0.000,0.000,3.000
16.650000,12703.000,25837.000,39044.000
16.780000,17044.000,26104.000,43419.000
16.910000,0.000,0.000,2.000
17.030000,0.000,0.000,26.000
17.130000,0.000,0.000,270.000
17.220000,0.000,0.000,37.000
17.330000,0.000,0.000,200.000
17.420000,0.000,0.000,102.000
17.600000,12193.000,26817.000,39297.000
17.720000,17015.000,28870.000,46162.000
17.840000,0.000,0.000,4.000
17.950000,0.000,0.000,1.000
18.080000,0.000,0.000,95.000
18.210000,4948.000,33605.000,38779.000
18.340000,14558.000,36528.000,51468.000
18.460000,0.000,0.000,4.000
18.550000,7490.000,33238.000,40912.000
18.690000,0.000,0.000,3.000
18.810000,0.000,0.000,1711.000
18.900000,0.000,0.000,52.000
19.030000,0.000,0.000,33.000
19.210000,0.000,0.000,2.000
19.320000,0.000,0.000,4.000
19.400000,0.000,0.000,148.000
19.550000,0.000,0.000,41.000
19.660000,0.000,0.000,3.000
19.780000,0.000,0.000,43.000
19.880000,0.000,0.000,52.000
20.000000,0.000,0.000,7.000
20.080000,0.000,0.000,12.000
20.160000,0.000,0.000,17.000
20.340000,16423.000,37145.000,53906.000
20.480000,0.000,0.000,3.000
20.600000,0.000,0.000,32.000
20.680000,0.000,0.000,272.000
20.870000,14482.000,39126.000,53906.000
20.980000,14622.000,38718.000,53757.000
21.120000,0.000,0.000,3.000
21.260000,0.000,0.000,12.000
21.380000,0.000,0.000,1638.000
21.470000,0.000,0.000,23.000
21.580000,0.000,0.000,12.000
21.700000,0.000,0.000,2.000
21.780000,0.000,0.000,3.000
21.860000,0.000,0.000,27.000
21.970000,0.000,0.000,277.000
22.090000,0.000,0.000,1.000
22.300000,14981.000,36075.000,51435.000
22.490000,0.000,0.000,3.000
22.580000,0.000,0.000,25.000
22.660000,0.000,0.000,259.000
22.800000,0.000,0.000,11.000
22.930000,4693.000,36250.000,41092.000
23.030000,20785.000,34607.000,55788.000
23.140000,17627.000,36529.000,54520.000
23.260000,0.000,0.000,3.000
23.360000,9856.000,37754.000,47899.000
23.480000,0.000,0.000,167.000
23.650000,14682.000,41887.000,56878.000
23.800000,0.000,0.000,30.000
23.880000,0.000,0.000,1.000
23.990000,0.000,0.000,47.000
24.110000,0.000,0.000,13.000
24.320000,0.000,0.000,79.000
24.480000,7120.000,32324.000,39754.000
24.600000,0.000,0.000,260.000
24.690000,0.000,0.000,18.000
24.790000,0.000,0.000,19.000
24.900000,0.000,0.000,77.000
25.040000,0.000,0.000,34.000
25.170000,4457.000,35535.000,40167.000
25.310000,0.000,0.000,2.000
25.420000,0.000,0.000,234.000
25.590000,16671.000,34613.000,51661.000
25.710000,0.000,0.000,2.000
25.800000,0.000,0.000,28.000
25.890000,0.000,0.000,567.000
26.000000,0.000,0.000,28.000
26.080000,0.000,0.000,24.000
26.220000,0.000,0.000,196.000
26.430000,18973.000,31547.000,51451.000
26.540000,18975.000,32773.000,52129.000
26.620000,0.000,0.000,27.000
26.760000,14979.000,30155.000,45419.000
26.880000,0.000,0.000,3.000
27.020000,0.000,0.000,29.000
27.130000,0.000,0.000,37.000
27.290000,8365.000,32157.000,40794.000
27.420000,16578.000,29918.000,47006.000
27.600000,0.000,0.000,3.000
27.690000,0.000,0.000,17.000
27.780000,0.000,0.000,77.000
27.860000,0.000,0.000,12.000
28.040000,16977.000,36578.000,53923.000
28.160000,4770.000,25728.000,30629.000
28.260000,0.000,0.000,52.000
28.450000,15485.000,41725.000,57548.000
28.600000,0.000,0.000,3.000
28.730000,17689.000,0.000,18152.000
28.770000,0.000,0.000,36.000
28.820000,0.000,0.000,34.000
