t_sim,mhe_us,mpc_us,cycle_us
0.560000,0.000,0.000,167.000
0.700000,0.000,0.000,837.000
0.760000,0.000,0.000,594.000
0.830000,0.000,0.000,340.000
0.900000,0.000,0.000,75.000
0.970000,0.000,0.000,82.000
1.060000,0.000,0.000,136.000
15.030000,0.000,0.000,420.000
15.090000,0.000,0.000,141.000
15.220000,0.000,0.000,138.000
15.270000,0.000,0.000,39.000
15.380000,0.000,0.000,2983.000
15.430000,0.000,0.000,335.000
15.560000,0.000,0.000,318.000
15.570000,0.000,0.000,70.000
15.620000,0.000,0.000,219.000
15.670000,0.000,0.000,48.000
15.730000,0.000,0.000,54.000
15.790000,0.000,0.000,509.000
15.880000,0.000,0.000,545.000
16.000000,0.000,0.000,75.000
16.050000,0.000,0.000,42.000
16.130000,0.000,0.000,548.000
16.190000,0.000,0.000,90.000
16.240000,0.000,0.000,117.000
16.290000,0.000,0.000,280.000
16.340000,0.000,0.000,118.000
16.410000,0.000,0.000,597.000
16.460000,0.000,0.000,319.000
16.560000,0.000,0.000,56.000
16.570000,0.000,0.000,287.000
16.620000,0.000,0.000,343.000
16.690000,0.000,0.000,154.000
16.740000,0.000,0.000,118.000
16.810000,0.000,0.000,124.000
16.870000,0.000,0.000,379.000
16.930000,0.000,0.000,111.000
16.990000,0.000,0.000,259.000
17.039999,0.000,0.000,275.000
17.130000,0.000,0.000,366.000
17.180000,0.000,0.000,745.000
17.230000,0.000,0.000,540.000
