t_wall_s,cpu_load_permille,voltage_mV,current_cA,battery_pct,drop_rate,errors_comm
2.254859,760,65535,-1,-1,0,0
2.255378,820,65535,-1,-1,0,0
2.256055,860,65535,-1,-1,0,0
2.256612,780,65535,-1,-1,0,0
2.446000,860,65535,-1,-1,0,0
2.933890,840,65535,-1,-1,0,0
3.446274,820,65535,-1,-1,0,0
3.946933,800,65535,-1,-1,0,0
4.443735,840,65535,-1,-1,0,0
4.946655,740,65535,-1,-1,0,0
5.442328,940,65535,-1,-1,0,0
5.949348,740,65535,-1,-1,0,0
6.451743,860,65535,-1,-1,0,0
6.945690,800,65535,-1,-1,0,0
7.448464,800,65535,-1,-1,0,0
7.946631,800,65535,-1,-1,0,0
8.445558,780,65535,-1,-1,0,0
8.946273,820,65535,-1,-1,0,0
9.446654,800,65535,-1,-1,0,0
9.947082,820,65535,-1,-1,0,0
10.448314,860,65535,-1,-1,0,0
10.949686,820,65535,-1,-1,0,0
11.449202,800,65535,-1,-1,0,0
11.948475,860,65535,-1,-1,0,0
12.449179,760,65535,-1,-1,0,0
12.946882,840,65535,-1,-1,0,0
13.447606,860,65535,-1,-1,0,0
13.945953,840,65535,-1,-1,0,0
14.447027,860,65535,-1,-1,0,0
14.948539,860,65535,-1,-1,0,0
15.447007,860,65535,-1,-1,0,0
15.948092,740,65535,-1,-1,0,0
16.445979,860,65535,-1,-1,0,0
16.947921,820,65535,-1,-1,0,0
17.450635,880,65535,-1,-1,0,0
17.948856,800,65535,-1,-1,0,0
18.446257,900,65535,-1,-1,0,0
18.945986,760,65535,-1,-1,0,0
19.450305,940,65535,-1,-1,0,0
19.948668,820,65535,-1,-1,0,0
20.447110,880,65535,-1,-1,0,0
20.950314,800,65535,-1,-1,0,0
21.449856,860,65535,-1,-1,0,0
21.946641,820,65535,-1,-1,0,0
22.446338,820,65535,-1,-1,0,0
22.945996,900,65535,-1,-1,0,0
23.449257,780,65535,-1,-1,0,0
23.946763,880,65535,-1,-1,0,0
24.446211,780,65535,-1,-1,0,0
24.946981,880,65535,-1,-1,0,0
25.449884,840,65535,-1,-1,0,0
25.949361,840,65535,-1,-1,0,0
26.449345,860,65535,-1,-1,0,0
26.948711,880,65535,-1,-1,0,0
27.448995,820,65535,-1,-1,0,0
27.947144,820,65535,-1,-1,0,0
28.448013,920,65535,-1,-1,0,0
28.945663,780,65535,-1,-1,0,0
29.448544,940,65535,-1,-1,0,0
29.946804,760,65535,-1,-1,0,0
30.445656,860,65535,-1,-1,0,0
30.947613,820,65535,-1,-1,0,0
31.449436,840,65535,-1,-1,0,0
31.948933,820,65535,-1,-1,0,0
32.449235,880,65535,-1,-1,0,0
32.948773,780,65535,-1,-1,0,0
33.448285,920,65535,-1,-1,0,0
33.945547,820,65535,-1,-1,0,0
34.450961,820,65535,-1,-1,0,0
34.947936,820,65535,-1,-1,0,0
35.450546,820,65535,-1,-1,0,0
35.946399,800,65535,-1,-1,0,0
36.448235,840,65535,-1,-1,0,0
36.948332,780,65535,-1,-1,0,0
37.449382,820,65535,-1,-1,0,0
37.946412,860,65535,-1,-1,0,0
38.448066,820,65535,-1,-1,0,0
38.946893,860,65535,-1,-1,0,0
39.450930,820,65535,-1,-1,0,0
39.947087,780,65535,-1,-1,0,0
40.446084,800,65535,-1,-1,0,0
40.946866,800,65535,-1,-1,0,0
41.450393,840,65535,-1,-1,0,0
41.947526,780,65535,-1,-1,0,0
42.449207,880,65535,-1,-1,0,0
42.946106,800,65535,-1,-1,0,0
43.446232,860,65535,-1,-1,0,0
43.940281,780,65535,-1,-1,0,0
44.451357,880,65535,-1,-1,0,0
44.945493,840,65535,-1,-1,0,0
45.408520,820,65535,-1,-1,0,0
45.947585,860,65535,-1,-1,0,0
46.451087,900,65535,-1,-1,0,0
46.947624,840,65535,-1,-1,0,0
47.450074,820,65535,-1,-1,0,0
47.948717,900,65535,-1,-1,0,0
48.447963,800,65535,-1,-1,0,0
48.950013,840,65535,-1,-1,0,0
49.416295,780,65535,-1,-1,0,0
49.945616,820,65535,-1,-1,0,0
50.413140,780,65535,-1,-1,0,0
50.949865,840,65535,-1,-1,0,0
51.414936,780,65535,-1,-1,0,0
51.945751,800,65535,-1,-1,0,0
52.414875,860,65535,-1,-1,0,0
52.946872,840,65535,-1,-1,0,0
53.414850,840,65535,-1,-1,0,0
53.949183,800,65535,-1,-1,0,0
54.415201,800,65535,-1,-1,0,0
54.946297,920,65535,-1,-1,0,0
55.428533,880,65535,-1,-1,0,0
55.947837,760,65535,-1,-1,0,0
56.425203,860,65535,-1,-1,0,0
56.947673,780,65535,-1,-1,0,0
57.435288,820,65535,-1,-1,0,0
57.948102,840,65535,-1,-1,0,0
58.432906,840,65535,-1,-1,0,0
58.945762,820,65535,-1,-1,0,0
59.446313,840,65535,-1,-1,0,0
59.948212,900,65535,-1,-1,0,0
60.445034,780,65535,-1,-1,0,0
60.949427,760,65535,-1,-1,0,0
61.447263,800,65535,-1,-1,0,0
61.946597,660,65535,-1,-1,0,0
62.448555,720,65535,-1,-1,0,0
62.945917,680,65535,-1,-1,0,0
63.452384,700,65535,-1,-1,0,0
63.946131,760,65535,-1,-1,0,0
64.447989,620,65535,-1,-1,0,0
64.947298,680,65535,-1,-1,0,0
65.448852,600,65535,-1,-1,0,0
65.946420,580,65535,-1,-1,0,0
66.447115,560,65535,-1,-1,0,0
66.946305,640,65535,-1,-1,0,0
67.445633,580,65535,-1,-1,0,0
67.946881,640,65535,-1,-1,0,0
68.448186,620,65535,-1,-1,0,0
68.947640,580,65535,-1,-1,0,0
69.448612,660,65535,-1,-1,0,0
69.946446,640,65535,-1,-1,0,0
70.447485,820,65535,-1,-1,0,0
70.949190,780,65535,-1,-1,0,0
71.448608,840,65535,-1,-1,0,0
71.948378,820,65535,-1,-1,0,0
72.447380,800,65535,-1,-1,0,0
72.946678,800,65535,-1,-1,0,0
73.447996,840,65535,-1,-1,0,0
73.947590,880,65535,-1,-1,0,0
74.446146,800,65535,-1,-1,0,0
74.945826,820,65535,-1,-1,0,0
75.448826,860,65535,-1,-1,0,0
75.945848,780,65535,-1,-1,0,0
76.450520,800,65535,-1,-1,0,0
76.946110,860,65535,-1,-1,0,0
77.450686,760,65535,-1,-1,0,0
77.945870,720,65535,-1,-1,0,0
78.449276,680,65535,-1,-1,0,0
78.944768,740,65535,-1,-1,0,0
79.447232,640,65535,-1,-1,0,0
79.945763,480,65535,-1,-1,0,0
80.448000,380,65535,-1,-1,0,0
80.948196,460,65535,-1,-1,0,0
81.445062,420,65535,-1,-1,0,0
81.947407,660,65535,-1,-1,0,0
82.450221,760,65535,-1,-1,0,0
82.947024,760,65535,-1,-1,0,0
83.449577,820,65535,-1,-1,0,0
83.948066,820,65535,-1,-1,0,0
84.448885,860,65535,-1,-1,0,0
84.948990,840,65535,-1,-1,0,0
85.448477,840,65535,-1,-1,0,0
85.947947,840,65535,-1,-1,0,0
86.447195,840,65535,-1,-1,0,0
86.945977,740,65535,-1,-1,0,0
87.447962,840,65535,-1,-1,0,0
87.951185,820,65535,-1,-1,0,0
88.447800,760,65535,-1,-1,0,0
88.946086,840,65535,-1,-1,0,0
