t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
2.254859,66454960,782.0573,0.0000,41.00
2.256055,66455962,782.0534,0.0000,41.00
2.446000,66456963,782.0517,0.0000,41.00
3.446274,66457960,782.0579,0.0000,40.70
4.443735,66458961,782.0610,0.0000,40.70
5.442328,66459961,782.0569,0.0000,40.70
6.451743,66460960,782.0579,0.0000,40.70
7.448464,66461959,782.0659,0.0000,41.00
8.445558,66462962,782.0500,0.0000,41.00
9.446654,66463961,782.0510,0.0000,40.70
10.448314,66464959,782.0571,0.0000,40.70
11.449202,66465961,782.0634,0.0000,41.00
12.449179,66466961,782.0640,0.0000,41.00
13.447606,66467961,782.0588,0.0000,41.30
14.447027,66468959,782.0629,0.0000,41.30
15.447007,66469960,782.0581,0.0000,41.00
16.445979,66470960,782.0378,0.0000,41.00
17.450635,66471960,782.0403,0.0000,41.00
18.446257,66472961,782.0391,0.0000,41.00
19.448101,66473962,782.0562,0.0000,41.00
20.447110,66474959,782.0364,0.0000,41.00
21.449856,66475962,782.0510,0.0000,41.30
22.446338,66476960,782.0481,0.0000,41.30
23.449257,66477960,782.0317,0.0000,41.30
24.446211,66478963,782.0266,0.0000,41.30
25.440482,66479960,782.0352,0.0000,41.70
26.449345,66480961,782.0444,0.0000,41.70
27.448995,66481962,782.0366,0.0000,41.30
28.448013,66482960,782.0347,0.0000,41.30
29.448544,66483962,782.0459,0.0000,41.00
30.445656,66484960,782.0327,0.0000,41.00
31.449436,66485960,782.0500,0.0000,41.30
32.449235,66486961,782.0403,0.0000,41.30
33.448285,66487962,782.0336,0.0000,41.30
34.450961,66488961,782.0266,0.0000,41.30
35.450546,66489961,782.0334,0.0000,41.70
36.448235,66490961,782.0358,0.0000,41.70
37.449382,66491959,782.0334,0.0000,41.70
38.448066,66492962,782.0342,0.0000,41.70
39.450930,66493960,782.0375,0.0000,41.70
40.446084,66494960,782.0542,0.0000,41.70
41.450393,66495961,782.0395,0.0000,41.30
