t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
73.646492,66528293803,nan,nan,0.0007,nan,nan,nan,0.02,1.00,0x00A5
74.147135,66528797062,nan,nan,0.0004,nan,nan,nan,0.02,0.97,0x00A5
74.650745,66529298035,nan,nan,0.0000,nan,nan,nan,0.01,0.94,0x00A5
75.147177,66529795700,nan,nan,0.0002,nan,nan,nan,0.02,0.92,0x00A5
75.649154,66530298282,nan,nan,0.0001,nan,nan,nan,0.01,0.89,0x00A5
76.145691,66530796085,nan,nan,0.0003,nan,nan,nan,0.02,0.87,0x00A5
76.647061,66531296160,nan,nan,0.0010,nan,nan,nan,0.01,0.85,0x00A5
77.147263,66531798169,nan,nan,0.0009,nan,nan,nan,0.01,0.83,0x00A5
77.645921,66532294556,nan,nan,0.0011,nan,nan,nan,0.01,0.81,0x00A5
78.147104,66532796059,nan,nan,0.0009,nan,nan,nan,0.01,0.80,0x00A5
78.646090,66533295401,nan,nan,0.0007,nan,nan,nan,0.01,0.78,0x00A5
79.146567,66533795604,nan,nan,0.0006,nan,nan,nan,0.01,0.77,0x00A5
79.646316,66534295497,nan,nan,0.0007,nan,nan,nan,0.01,0.76,0x00A5
80.147038,66534793134,nan,nan,0.0005,nan,nan,nan,0.01,0.74,0x00A5
80.646026,66535292988,nan,nan,0.0004,nan,nan,nan,0.02,0.73,0x00A5
81.144287,66535793406,nan,nan,0.0003,nan,nan,nan,0.01,0.72,0x00A5
81.645015,66536297008,nan,nan,0.0003,nan,nan,nan,0.02,0.71,0x00A5
82.146518,66536796032,nan,nan,0.0005,nan,nan,nan,0.01,0.70,0x00A5
82.647930,66537297992,nan,nan,0.0005,nan,nan,nan,0.02,0.70,0x00A5
83.146985,66537793069,nan,nan,0.0004,nan,nan,nan,0.01,0.69,0x00A5
83.646609,66538296375,nan,nan,0.0006,nan,nan,nan,0.01,0.68,0x00A5
84.147325,66538798061,nan,nan,0.0001,nan,nan,nan,0.01,0.67,0x00A5
84.646544,66539296184,nan,nan,0.0000,nan,nan,nan,0.01,0.67,0x00A5
85.146860,66539795974,nan,nan,0.0004,nan,nan,nan,0.02,0.66,0x00A5
85.646424,66540295131,nan,nan,0.0005,nan,nan,nan,0.01,0.65,0x00A5
86.146832,66540798202,nan,nan,0.0003,nan,nan,nan,0.02,0.65,0x00A5
86.646638,66541288136,nan,nan,0.0007,nan,nan,nan,0.01,0.64,0x00A5
87.145786,66541793427,nan,nan,0.0006,nan,nan,nan,0.02,0.64,0x00A5
87.646188,66542295430,nan,nan,0.0006,nan,nan,nan,0.01,0.63,0x00A5
88.146205,66542794175,nan,nan,0.0006,nan,nan,nan,0.02,0.63,0x00A5
88.646533,66543293075,nan,nan,0.0002,nan,nan,nan,0.01,0.62,0x00A5
89.145271,66543794183,nan,nan,0.0003,nan,nan,nan,0.02,0.62,0x00A5
89.648046,66544294161,nan,nan,0.0006,nan,nan,nan,0.01,0.61,0x00A5
90.146523,66544795225,nan,nan,0.0006,nan,nan,nan,0.01,0.61,0x00A5
90.640703,66545294363,nan,nan,0.0006,nan,nan,nan,0.01,0.61,0x00A5
91.146184,66545792150,nan,nan,0.0006,nan,nan,nan,0.01,0.60,0x00A5
91.643267,66546294198,nan,nan,0.0009,nan,nan,nan,0.02,0.60,0x00A5
92.144933,66546793441,nan,nan,0.0007,nan,nan,nan,0.01,0.59,0x00A5
92.647384,66547294892,nan,nan,0.0005,nan,nan,nan,0.02,0.59,0x00A5
93.145953,66547797399,nan,nan,0.0005,nan,nan,nan,0.01,0.59,0x00A5
93.647135,66548298023,nan,nan,0.0008,nan,nan,nan,0.02,0.59,0x00A5
94.146658,66548790356,nan,nan,0.0005,nan,nan,nan,0.01,0.58,0x00A5
94.646925,66549298058,nan,nan,0.0006,nan,nan,nan,0.02,0.58,0x00A5
95.146978,66549798183,nan,nan,0.0004,nan,nan,nan,0.01,0.58,0x00A5
95.645966,66550297937,nan,nan,0.0003,nan,nan,nan,0.02,0.57,0x00A5
96.147265,66550795464,nan,nan,0.0001,nan,nan,nan,0.01,0.57,0x00A5
96.646912,66551291627,nan,nan,0.0003,nan,nan,nan,0.01,0.57,0x00A5
97.147796,66551795654,nan,nan,0.0006,nan,nan,nan,0.01,0.57,0x00A5
97.646031,66552294666,nan,nan,0.0005,nan,nan,nan,0.01,0.57,0x00A5
98.148143,66552796571,nan,nan,0.0004,nan,nan,nan,0.01,0.56,0x00A5
98.608358,66553292629,nan,nan,0.0008,nan,nan,nan,0.01,0.56,0x00A5
99.146895,66553795044,nan,nan,0.0006,nan,nan,nan,0.02,0.56,0x00A5
99.611268,66554296911,nan,nan,0.0006,nan,nan,nan,0.01,0.56,0x00A5
100.135344,66554794564,nan,nan,0.0007,nan,nan,nan,0.02,0.56,0x00A5
100.613739,66555294649,nan,nan,0.0005,nan,nan,nan,0.01,0.55,0x00A5
101.146037,66555794596,nan,nan,0.0005,nan,nan,nan,0.02,0.55,0x00A5
101.611193,66556298506,nan,nan,0.0003,nan,nan,nan,0.01,0.55,0x00A5
102.147573,66556796603,nan,nan,0.0000,nan,nan,nan,0.02,0.55,0x00A5
102.614928,66557298388,nan,nan,0.0005,nan,nan,nan,0.01,0.55,0x00A5
103.146853,66557796800,nan,nan,0.0002,nan,nan,nan,0.02,0.55,0x00A5
103.628828,66558296507,nan,nan,0.0002,nan,nan,nan,0.01,0.54,0x00A5
104.145525,66558799170,nan,nan,0.0002,nan,nan,nan,0.01,0.54,0x00A5
104.618800,66559290964,nan,nan,0.0002,nan,nan,nan,0.01,0.54,0x00A5
105.147535,66559795606,nan,nan,0.0005,nan,nan,nan,0.01,0.54,0x00A5
105.634495,66560296793,nan,nan,0.0003,nan,nan,nan,0.01,0.54,0x00A5
106.149143,66560799186,nan,nan,0.0002,nan,nan,nan,0.01,0.54,0x00A5
106.639495,66561295937,nan,nan,0.0002,nan,nan,nan,0.02,0.54,0x00A5
107.145613,66561792719,nan,nan,0.0001,nan,nan,nan,0.01,0.54,0x00A5
107.637648,66562294076,nan,nan,0.0004,nan,nan,nan,0.02,0.53,0x00A5
108.146910,66562795090,nan,nan,0.0001,nan,nan,nan,0.01,0.53,0x00A5
108.645946,66563292217,nan,nan,0.0006,nan,nan,nan,0.02,0.53,0x00A5
109.145790,66563796040,nan,nan,0.0007,nan,nan,nan,0.01,0.53,0x00A5
109.646540,66564294162,nan,nan,0.0004,nan,nan,nan,0.02,0.53,0x00A5
110.146690,66564796148,nan,nan,0.0003,nan,nan,nan,0.01,0.53,0x00A5
110.648634,66565294961,nan,nan,0.0001,nan,nan,nan,0.02,0.53,0x00A5
111.147499,66565790394,nan,nan,0.0001,nan,nan,nan,0.01,0.53,0x00A5
111.645494,66566291732,nan,nan,0.0002,nan,nan,nan,0.01,0.53,0x00A5
112.149088,66566792435,nan,nan,0.0003,nan,nan,nan,0.01,0.53,0x00A5
112.646439,66567294728,nan,nan,0.0003,nan,nan,nan,0.01,0.53,0x00A5
113.145941,66567794378,nan,nan,0.0001,nan,nan,nan,0.02,0.53,0x00A5
113.645265,66568292180,nan,nan,0.0003,nan,nan,nan,0.01,0.52,0x00A5
114.146767,66568797496,nan,nan,0.0002,nan,nan,nan,0.02,0.52,0x00A5
114.646538,66569295106,nan,nan,0.0003,nan,nan,nan,0.03,0.53,0x0025
115.146427,66569795148,nan,nan,0.0001,nan,nan,nan,0.07,0.53,0x0025
115.645967,66570297943,nan,nan,0.0001,nan,nan,nan,0.12,0.54,0x0025
116.145986,66570791944,nan,nan,0.0003,nan,nan,nan,0.18,0.55,0x0025
116.646900,66571296645,nan,nan,0.0003,nan,nan,nan,0.28,0.56,0x0025
117.146269,66571793890,nan,nan,0.0005,nan,nan,nan,0.39,0.58,0x0025
117.646112,66572292720,nan,nan,0.0007,nan,nan,nan,0.54,0.59,0x0025
118.145820,66572793219,nan,nan,0.0009,nan,nan,nan,0.72,0.62,0x0025
118.646538,66573295829,nan,nan,0.0011,nan,nan,nan,0.93,0.64,0x0025
119.150019,66573799210,nan,nan,0.0015,nan,nan,nan,1.17,0.68,0x0025
119.645713,66574290584,nan,nan,0.0023,nan,nan,nan,1.44,0.72,0x0025
120.142518,66574790767,nan,nan,0.0026,nan,nan,nan,1.74,0.77,0x0025
120.646817,66575294757,nan,nan,0.0032,nan,nan,nan,2.08,0.82,0x0025
121.147373,66575797646,nan,nan,0.0036,nan,nan,nan,2.44,0.88,0x0025
121.647962,66576296944,nan,nan,0.0048,nan,nan,nan,2.81,0.93,0x0025
122.149645,66576793822,nan,nan,0.0053,nan,nan,nan,3.21,0.99,0x0025
122.645788,66577293363,nan,nan,0.0055,nan,nan,nan,3.67,1.05,0x0025
123.149240,66577797613,nan,nan,0.0058,nan,nan,nan,4.13,1.10,0x0025
123.645312,66578291848,nan,nan,0.0060,nan,nan,nan,4.62,1.15,0x0025
124.146534,66578795956,nan,nan,0.0060,nan,nan,nan,5.16,1.21,0x0025
124.646985,66579293380,nan,nan,0.0062,nan,nan,nan,5.70,1.25,0x0025
125.145730,66579795205,nan,nan,0.0058,nan,nan,nan,6.28,1.28,0x0025
125.646569,66580290559,nan,nan,0.0055,nan,nan,nan,6.86,1.33,0x0025
126.146364,66580794977,nan,nan,0.0054,nan,nan,nan,7.51,1.35,0x0025
126.645336,66581293374,nan,nan,0.0052,nan,nan,nan,8.15,1.38,0x0025
127.147182,66581797281,nan,nan,0.0049,nan,nan,nan,8.83,1.40,0x0025
127.645597,66582295448,nan,nan,0.0048,nan,nan,nan,9.55,1.40,0x0025
128.149664,66582796142,nan,nan,0.0042,nan,nan,nan,10.31,1.42,0x0025
128.647924,66583296729,nan,nan,0.0039,nan,nan,nan,11.11,1.44,0x0025
129.145024,66583793544,nan,nan,0.0037,nan,nan,nan,11.92,1.45,0x0025
129.646160,66584293708,nan,nan,0.0035,nan,nan,nan,12.76,1.44,0x0025
130.145822,66584795264,nan,nan,0.0031,nan,nan,nan,13.60,1.44,0x0025
130.646182,66585296386,nan,nan,0.0033,nan,nan,nan,14.53,1.45,0x0025
131.146499,66585788526,nan,nan,0.0027,nan,nan,nan,15.48,1.44,0x0025
131.645537,66586295103,nan,nan,0.0027,nan,nan,nan,16.45,1.45,0x0025
132.145746,66586796165,nan,nan,0.0027,nan,nan,nan,17.45,1.45,0x0025
