t_wall_s,t_boot_us,ax,ay,az,gx,gy,gz,mx,my,mz,abs_pressure,temperature,source
2.253812,66454671975,4.336364,-1.069863,-8.736568,-0.035711,0.012901,0.001282,0.127316,0.990132,2.754698,782.06,41.00,highres
2.253812,66454692082,4.368601,-1.141132,-8.721428,-0.029547,0.035011,0.004879,0.120769,0.977432,2.769118,782.07,41.00,highres
2.253812,66454711990,4.349871,-1.111619,-8.574516,-0.003529,0.046625,-0.015669,0.130412,0.986804,2.781131,782.07,41.00,highres
2.253812,66454727303,4.355733,-0.985417,-8.505756,-0.003820,0.031048,-0.016906,0.130412,0.986804,2.781131,782.07,41.00,highres
2.253812,66454758062,4.255781,-0.916594,-8.483019,-0.001834,-0.024388,0.026770,0.130412,0.986804,2.781131,782.07,41.00,highres
2.253812,66454769892,4.256853,-1.018462,-8.531280,-0.021788,-0.043403,0.043996,0.130412,0.986804,2.781131,782.07,41.00,highres
2.253812,66454795154,4.372157,-1.240683,-8.745007,0.015521,-0.038547,0.013496,0.130412,0.986804,2.781131,782.07,41.00,highres
2.253812,66454812157,4.426359,-1.164974,-8.838536,0.019045,-0.018347,-0.008368,0.130412,0.986804,2.781131,782.07,41.00,highres
2.254661,66454833709,4.452386,-1.074409,-8.873387,-0.010065,-0.005795,-0.003285,0.125260,0.977210,2.767944,782.07,41.00,highres
2.254661,66454852373,4.382429,-1.199921,-8.827083,-0.024863,-0.004870,0.002213,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454867628,4.330761,-1.259039,-8.874336,-0.021890,0.007047,-0.019038,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454892681,4.210629,-0.977343,-8.710749,-0.049093,0.036035,-0.036829,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454910269,4.240099,-0.922271,-8.598494,-0.008401,0.048763,-0.003772,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454932973,4.385742,-1.066510,-8.578053,-0.012314,0.044681,0.018589,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454950585,4.398206,-1.088932,-8.557672,-0.032834,0.017432,0.006555,0.115486,0.970135,2.768799,782.06,41.00,highres
2.254661,66454975543,4.331904,-0.959723,-8.570092,-0.021596,-0.008842,0.005207,0.131815,0.975761,2.766355,782.06,41.00,highres
2.254859,66454990390,4.308660,-0.959218,-8.593225,-0.002314,-0.000149,0.021351,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455013132,4.317126,-1.051547,-8.563517,0.001863,0.004660,0.034385,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455033217,4.463269,-1.192447,-8.665351,0.010230,-0.013545,0.028909,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455047993,4.553246,-1.265526,-8.797836,-0.015426,-0.034620,0.003558,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455075422,4.403812,-1.113277,-8.875226,-0.033790,-0.031424,-0.042805,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455097807,4.244245,-0.911976,-8.764629,-0.009218,0.006350,-0.023765,0.116520,0.960565,2.773035,782.06,41.00,highres
2.254859,66455112867,4.200458,-0.957611,-8.694001,0.001974,0.034577,-0.000065,0.126967,0.974148,2.777276,782.06,41.00,highres
2.254859,66455133149,4.314190,-1.100780,-8.720772,-0.007188,0.040389,0.011559,0.117894,0.971000,2.774782,782.06,41.00,highres
2.254859,66455155529,4.432290,-1.118396,-8.692495,-0.047079,0.018644,-0.014437,0.117894,0.971000,2.774782,782.06,41.00,highres
2.255034,66455173645,4.432990,-1.008492,-8.675982,-0.037256,0.007001,-0.027433,0.117894,0.971000,2.774782,782.06,41.00,highres
2.255034,66455196030,4.335383,-0.927958,-8.629052,-0.008286,0.018217,-0.007260,0.117894,0.971000,2.774782,782.06,41.00,highres
2.255034,66455218585,4.346499,-1.155911,-8.636321,-0.008164,0.021772,0.008908,0.117894,0.971000,2.774782,782.06,41.00,highres
2.255034,66455231181,4.361302,-1.205935,-8.656950,-0.028946,0.019733,-0.011118,0.117894,0.971000,2.774782,782.06,41.00,highres
2.255034,66455253507,4.384981,-0.918028,-8.578259,-0.030993,0.008120,-0.037365,0.121291,0.978926,2.773417,782.05,41.00,highres
2.255034,66455273784,4.374843,-0.778879,-8.584694,-0.018795,-0.017812,-0.000433,0.123670,0.979479,2.760523,782.05,41.00,highres
2.255034,66455294392,4.389251,-1.020131,-8.696086,-0.006263,-0.016294,0.010888,0.123670,0.979479,2.760523,782.05,41.00,highres
2.255034,66455315575,4.318238,-1.059941,-8.657703,-0.019630,-0.005136,-0.013811,0.123670,0.979479,2.760523,782.05,41.00,highres
