t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
2.253812,66454659,0.173035,0.430091,1.839895,-0.047182,0.005548,-0.003147
2.253812,66454692,0.172096,0.430568,1.839778,-0.029265,0.030138,0.008302
2.253812,66454726,0.171468,0.432239,1.839208,-0.001523,0.034950,-0.017729
2.253812,66454759,0.171405,0.432453,1.838871,-0.005323,-0.027722,0.031588
2.253812,66454796,0.171512,0.430702,1.839531,0.009045,-0.042594,0.022147
2.254661,66454828,0.171809,0.430220,1.838782,0.009166,-0.008823,-0.008366
2.254661,66454861,0.171026,0.430133,1.838378,-0.024180,-0.003536,0.000140
2.254661,66454894,0.169201,0.431074,1.836969,-0.049815,0.035442,-0.037177
2.254661,66454926,0.168681,0.432435,1.836625,0.000884,0.050638,0.016967
2.254661,66454964,0.167846,0.433449,1.836810,-0.034625,0.000834,-0.000671
2.254859,66454994,0.167461,0.433300,1.836711,-0.004001,-0.002153,0.018458
2.254859,66455030,0.168073,0.433216,1.837541,0.008654,-0.003544,0.033364
2.254859,66455062,0.167730,0.432345,1.837245,-0.033461,-0.042060,-0.019879
2.254859,66455093,0.166072,0.431800,1.835409,-0.012772,-0.000884,-0.036854
2.254859,66455129,0.165982,0.432944,1.834986,0.007071,0.042796,0.009819
2.255034,66455157,0.165111,0.433788,1.834774,-0.047304,0.018773,-0.013914
2.255034,66455191,0.163561,0.434300,1.833594,-0.018438,0.011772,-0.016014
2.255034,66455227,0.163364,0.435019,1.833415,-0.016556,0.020162,0.002507
2.255034,66455261,0.161783,0.435693,1.832034,-0.029047,0.001833,-0.033266
2.255034,66455294,0.161161,0.435261,1.831548,-0.008691,-0.020544,0.013560
2.255034,66455328,0.160417,0.435084,1.830761,-0.019567,-0.000721,-0.018481
2.255267,66455356,0.160417,0.435164,1.830556,-0.017939,-0.001072,0.008743
2.255267,66455393,0.158617,0.435301,1.828994,-0.015069,-0.005292,-0.041154
