t_wall_s,t_boot_ms,press_abs_hPa,press_diff_hPa,temperature_C
1.256566,16154660,780.0551,0.0000,42.30
1.257337,16154740,780.0598,0.0000,42.30
1.257337,16154859,780.0583,0.0000,42.30
1.257724,16154940,780.0618,0.0000,42.30
1.258030,16155059,780.0540,0.0000,42.30
1.258030,16155141,780.0625,0.0000,42.30
1.258318,16155259,780.0651,0.0000,42.30
1.258549,16155339,780.0707,0.0000,42.30
1.258549,16155460,780.0651,0.0000,42.30
1.258752,16155540,780.0668,0.0000,42.30
1.258938,16155660,780.0706,0.0000,42.30
1.258938,16155740,780.0686,0.0000,42.30
1.259217,16155859,780.0566,0.0000,42.30
1.351942,16155939,780.0605,0.0000,42.30
1.453172,16156059,780.0627,0.0000,42.30
1.554234,16156138,780.0746,0.0000,42.30
1.652570,16156260,780.0608,0.0000,42.30
1.752551,16156340,780.0623,0.0000,42.30
1.852727,16156460,780.0590,0.0000,42.30
1.951800,16156538,780.0681,0.0000,42.30
2.053414,16156659,780.0725,0.0000,42.30
2.152984,16156739,780.0659,0.0000,42.30
2.253386,16156861,780.0710,0.0000,42.30
2.352104,16156938,780.0779,0.0000,42.30
2.453763,16157060,780.0732,0.0000,42.30
2.554049,16157138,780.0686,0.0000,42.30
2.652743,16157259,780.0698,0.0000,42.30
2.754579,16157339,780.0659,0.0000,42.30
2.852397,16157459,780.0657,0.0000,42.30
2.952120,16157539,780.0625,0.0000,42.30
3.053299,16157659,780.0564,0.0000,42.30
3.153582,16157741,780.0547,0.0000,42.30
3.255461,16157860,780.0534,0.0000,42.30
3.352963,16157939,780.0566,0.0000,42.30
3.452963,16158058,780.0581,0.0000,42.30
3.554770,16158139,780.0684,0.0000,42.30
3.654065,16158258,780.0662,0.0000,42.30
3.753303,16158341,780.0532,0.0000,42.30
3.852983,16158458,780.0662,0.0000,42.30
3.951789,16158539,780.0590,0.0000,42.30
4.052102,16158661,780.0547,0.0000,42.30
4.151659,16158738,780.0566,0.0000,42.30
4.252795,16158858,780.0647,0.0000,42.30
4.352462,16158937,780.0727,0.0000,42.30
4.453367,16159059,780.0827,0.0000,42.30
4.552089,16159141,780.0688,0.0000,42.30
4.653463,16159260,780.0610,0.0000,43.00
4.751909,16159339,780.0645,0.0000,43.00
4.853131,16159459,780.0686,0.0000,43.00
4.952285,16159539,780.0573,0.0000,43.00
5.053849,16159660,780.0608,0.0000,43.00
5.147570,16159740,780.0608,0.0000,43.00
5.252901,16159860,780.0710,0.0000,43.00
5.352726,16159940,780.0715,0.0000,43.00
5.452439,16160059,780.0640,0.0000,43.00
5.553782,16160140,780.0720,0.0000,43.00
5.652774,16160259,780.0720,0.0000,43.00
5.752623,16160338,780.0776,0.0000,43.00
5.852665,16160458,780.0729,0.0000,43.00
5.951701,16160540,780.0667,0.0000,43.00
6.052857,16160658,780.0595,0.0000,43.00
6.151837,16160738,780.0715,0.0000,43.00
6.251868,16160858,780.0703,0.0000,43.00
6.354578,16160938,780.0671,0.0000,43.00
6.451774,16161059,780.0654,0.0000,43.00
6.553073,16161140,780.0632,0.0000,43.00
6.653819,16161259,780.0627,0.0000,42.30
6.752372,16161340,780.0547,0.0000,42.30
6.852364,16161461,780.0554,0.0000,42.30
6.952487,16161539,780.0556,0.0000,42.30
7.052805,16161661,780.0549,0.0000,42.30
7.152264,16161739,780.0637,0.0000,42.30
7.251791,16161861,780.0625,0.0000,42.30
7.352345,16161943,780.0640,0.0000,42.30
7.452720,16162059,780.0764,0.0000,42.30
7.553787,16162140,780.0766,0.0000,42.30
7.651512,16162259,780.0693,0.0000,42.30
7.754226,16162339,780.0681,0.0000,42.30
7.852581,16162459,780.0654,0.0000,42.30
7.954428,16162540,780.0601,0.0000,42.30
8.051673,16162658,780.0634,0.0000,42.30
8.152931,16162738,780.0662,0.0000,42.30
8.253731,16162858,780.0623,0.0000,42.30
8.352947,16162938,780.0649,0.0000,42.30
8.452115,16163059,780.0707,0.0000,42.30
8.552553,16163137,780.0774,0.0000,42.30
8.651689,16163258,780.0642,0.0000,43.00
8.752268,16163338,780.0668,0.0000,43.00
8.851482,16163459,780.0718,0.0000,43.00
8.957820,16163541,780.0742,0.0000,43.00
9.052452,16163658,780.0703,0.0000,43.00
9.152086,16163741,780.0723,0.0000,43.00
9.252980,16163859,780.0623,0.0000,43.00
9.352245,16163938,780.0586,0.0000,43.00
9.453356,16164062,780.0727,0.0000,43.00
9.551799,16164141,780.0754,0.0000,43.00
9.652801,16164258,780.0754,0.0000,43.00
9.752622,16164339,780.0764,0.0000,43.00
9.852730,16164460,780.0835,0.0000,43.00
9.952472,16164539,780.0749,0.0000,43.00
10.051468,16164660,780.0671,0.0000,43.00
10.151800,16164738,780.0654,0.0000,43.00
10.252015,16164859,780.0608,0.0000,43.00
10.351956,16164938,780.0715,0.0000,43.00
10.452985,16165060,780.0662,0.0000,43.00
10.553396,16165140,780.0642,0.0000,43.00
10.652440,16165258,780.0690,0.0000,42.70
10.751614,16165338,780.0659,0.0000,42.70
10.852937,16165459,780.0664,0.0000,42.70
10.951480,16165540,780.0693,0.0000,42.70
11.051709,16165660,780.0615,0.0000,42.70
11.153233,16165739,780.0581,0.0000,42.70
11.255484,16165859,780.0634,0.0000,42.70
11.351288,16165940,780.0612,0.0000,42.70
11.451126,16166058,780.0647,0.0000,42.70
11.551411,16166139,780.0651,0.0000,42.70
11.651593,16166258,780.0668,0.0000,42.70
11.752000,16166338,780.0608,0.0000,42.70
11.851676,16166462,780.0642,0.0000,42.70
11.952026,16166538,780.0657,0.0000,42.70
12.051808,16166658,780.0771,0.0000,42.70
12.151965,16166740,780.0788,0.0000,42.70
12.255248,16166859,780.0684,0.0000,42.70
12.351183,16166943,780.0603,0.0000,42.70
12.450946,16167060,780.0664,0.0000,42.70
12.551576,16167138,780.0649,0.0000,42.70
12.651268,16167259,780.0595,0.0000,42.30
12.752466,16167340,780.0612,0.0000,42.30
12.850840,16167460,780.0640,0.0000,42.30
12.951832,16167538,780.0642,0.0000,42.30
13.052547,16167660,780.0681,0.0000,42.30
13.150738,16167738,780.0766,0.0000,42.30
13.251136,16167858,780.0712,0.0000,42.30
13.351208,16167939,780.0718,0.0000,42.30
13.452487,16168058,780.0668,0.0000,42.30
13.551810,16168138,780.0634,0.0000,42.30
13.651475,16168259,780.0679,0.0000,42.30
13.752038,16168338,780.0654,0.0000,42.30
13.852909,16168460,780.0640,0.0000,42.30
13.951191,16168539,780.0706,0.0000,42.30
14.052220,16168658,780.0690,0.0000,42.30
14.152322,16168740,780.0640,0.0000,42.30
14.252460,16168859,780.0629,0.0000,42.30
14.351946,16168940,780.0640,0.0000,42.30
14.452511,16169059,780.0573,0.0000,42.30
14.552035,16169140,780.0615,0.0000,42.30
14.652552,16169258,780.0696,0.0000,42.70
14.752201,16169339,780.0759,0.0000,42.70
14.852346,16169458,780.0727,0.0000,42.70
14.951732,16169538,780.0642,0.0000,42.70
15.052877,16169660,780.0623,0.0000,42.70
15.152720,16169738,780.0605,0.0000,42.70
15.250414,16169859,780.0623,0.0000,42.70
15.351006,16169938,780.0693,0.0000,42.70
15.452246,16170059,780.0667,0.0000,42.70
15.554129,16170140,780.0742,0.0000,42.70
15.652495,16170261,780.0720,0.0000,42.70
15.751700,16170340,780.0634,0.0000,42.70
15.851264,16170460,780.0632,0.0000,42.70
15.951849,16170540,780.0605,0.0000,42.70
16.052333,16170658,780.0727,0.0000,42.70
16.151410,16170739,780.0723,0.0000,42.70
16.251398,16170858,780.0732,0.0000,42.70
16.350290,16170939,780.0811,0.0000,42.70
16.451851,16171060,780.0854,0.0000,42.70
16.551600,16171140,780.0762,0.0000,42.70
16.650826,16171262,780.0815,0.0000,42.70
16.751530,16171339,780.0807,0.0000,42.70
16.851551,16171461,780.0801,0.0000,42.70
16.951197,16171540,780.0803,0.0000,42.70
17.050785,16171660,780.0751,0.0000,42.70
17.150306,16171739,780.0740,0.0000,42.70
