t_wall_s,t_boot_ms,roll_rad,pitch_rad,yaw_rad,rollspeed,pitchspeed,yawspeed
1.256566,16154752,-0.117400,-0.557362,-2.302247,-0.003477,-0.000219,0.000849
1.256566,16154769,-0.117442,-0.557383,-2.302235,-0.001206,0.000312,0.000516
1.256566,16154792,-0.117503,-0.557405,-2.302209,-0.001663,0.000253,0.001266
1.256566,16154806,-0.117534,-0.557411,-2.302194,-0.000604,0.000943,0.000821
1.256566,16154834,-0.117556,-0.557423,-2.302174,0.000987,0.001774,0.000188
1.256566,16154856,-0.117535,-0.557414,-2.302195,0.000316,0.001369,-0.000719
1.256566,16154873,-0.117536,-0.557431,-2.302206,0.000225,0.000636,-0.000250
1.257337,16154907,-0.117532,-0.557458,-2.302213,0.000409,0.001090,0.000606
1.257337,16154937,-0.117534,-0.557432,-2.302206,0.000161,0.001507,-0.001178
1.257337,16154969,-0.117536,-0.557427,-2.302242,-0.001693,0.000436,-0.000275
1.257337,16155009,-0.117636,-0.557437,-2.302192,0.000128,0.001572,0.002138
1.257724,16155037,-0.117602,-0.557378,-2.302189,0.001023,0.002380,0.000021
1.257724,16155072,-0.117609,-0.557371,-2.302195,0.000107,-0.000199,-0.000848
1.257724,16155108,-0.117533,-0.557356,-2.302256,0.001758,0.002231,-0.001519
1.257724,16155142,-0.117494,-0.557333,-2.302307,-0.000885,0.000931,-0.001182
1.258030,16155173,-0.117558,-0.557364,-2.302314,-0.001216,0.000319,-0.000199
1.258030,16155207,-0.117538,-0.557338,-2.302310,0.001275,0.002852,0.000501
1.258030,16155242,-0.117532,-0.557293,-2.302235,0.000610,0.002105,0.001213
1.258030,16155272,-0.117520,-0.557292,-2.302228,0.001036,0.001319,-0.000611
1.258030,16155305,-0.117486,-0.557308,-2.302279,0.000008,0.000195,-0.001321
1.258318,16155340,-0.117507,-0.557336,-2.302330,-0.002408,0.000800,-0.001337
1.258318,16155374,-0.117543,-0.557369,-2.302356,-0.000764,0.000202,-0.000920
1.258318,16155407,-0.117550,-0.557385,-2.302366,-0.000644,0.000726,-0.000034
1.258318,16155442,-0.117581,-0.557416,-2.302323,0.000062,0.000083,0.001314
1.258549,16155475,-0.117564,-0.557418,-2.302300,0.001828,0.001962,-0.000495
1.258549,16155506,-0.117501,-0.557394,-2.302332,0.001737,0.001795,-0.000727
1.258549,16155543,-0.117506,-0.557420,-2.302365,-0.000802,0.000862,-0.000715
1.258549,16155572,-0.117490,-0.557387,-2.302375,0.000253,0.002231,0.000030
1.258549,16155606,-0.117465,-0.557386,-2.302406,0.000134,0.000934,-0.001062
1.258752,16155642,-0.117472,-0.557380,-2.302425,0.000088,0.001168,-0.001013
1.258752,16155663,-0.117447,-0.557380,-2.302454,0.000353,0.000441,-0.001288
1.258752,16155707,-0.117453,-0.557417,-2.302432,-0.000594,0.000289,0.000642
1.258752,16155740,-0.117449,-0.557393,-2.302413,0.002029,0.002462,-0.001050
1.258938,16155773,-0.117375,-0.557359,-2.302410,0.002292,0.001060,0.002251
